prefix,simulation_year,julian,hour,legacy_frost_depth_mm,open_frdp_before_mm,open_frdp_after_mm,depth_delta_mm,legacy_snow_depth_mm,snow_depth_m,legacy_residue_depth_mm,residue_depth_m,hourly_air_temp_c,surface_temp_c,open_surface_resistance_m2_c_w,legacy_top_resistance_est_m2_c_w,legacy_est_to_open_resistance_ratio,signed_surface_flux_w_m2,lower_front_heat_w_m2,signed_net_flux_w_m2,frzflg,soilf_sum_m,slsic_sum_m,execution_index
p1,1,1.0,12.0,6.7,110.94135931100001,113.74228020000001,107.04228020000001,0.0,0.0,23.0,0.0,-5.156088539477,-5.156088539477,0.063395062464,0.4628571428571428,7.301154456941886,-81.332651772861,2.076550310473,-79.256101462388,1,0.0,0.034586888003,1
p1,1,1.0,13.0,6.9,113.74228020000001,115.69003590599999,108.79003590599999,0.0,0.0,23.0,0.0,-3.71928175714,-3.71928175714,0.064995588686,0.4628571428571428,7.12136242189067,-57.223602899062,2.109042355356,-55.114560543707,1,0.0,0.035179163877,1
p1,1,1.0,14.0,7.1,115.69003590599999,117.16833788800001,110.06833788800002,0.0,0.0,23.0,0.0,-2.90628514342,-2.90628514342,0.066108591946,0.4628571428571428,7.001467271231886,-43.962290798355,2.131601341964,-41.830689456391,1,0.0,0.035628687704,1
p1,1,1.0,15.0,7.3,117.16833788800001,118.577937377,111.277937377,0.0,0.0,23.0,0.0,-2.814407353258,-2.814407353258,0.066953335936,0.4628571428571428,6.913130412196088,-42.035356624214,2.148703433194,-39.88665319102,1,0.0,0.036057320395,1
p1,1,1.0,16.0,7.4,118.577937377,120.028693026,112.628693026,0.0,0.0,23.0,0.0,-2.928975196244,-2.928975196244,0.067758821358,0.4628571428571428,6.830950326182071,-43.226477933508,2.164994925278,-41.061483008229,1,0.0,0.036498467901,1
p1,1,1.0,17.0,7.7,120.028693026,121.57693192500001,113.87693192500001,0.0,0.0,23.0,0.0,-3.154450178968,-3.154450178968,0.068587824586,0.4628571428571428,6.748386403140422,-45.991401505967,2.181745982767,-43.8096555232,1,0.0,0.036969258229,1
p1,1,1.0,18.0,7.9,121.57693192500001,123.27129163800001,115.371291638,0.0,0.0,23.0,0.0,-3.483627862733,-3.483627862733,0.069472532529,0.4628571428571428,6.6624481072995545,-50.143959575661,2.199604618262,-47.944354957399,1,0.0,0.037484481148,1
p1,1,1.0,19.0,8.2,123.27129163800001,125.152503327,116.952503327,0.0,0.0,23.0,0.0,-3.905990271599,-3.905990271599,0.070440738079,0.4628571428571428,6.570872984579517,-55.450728912592,2.21912743113,-53.231601481462,1,0.0,0.038056522238,1
p1,1,1.0,20.0,8.5,125.152503327,127.25158725499999,118.75158725499999,0.0,0.0,23.0,0.0,-4.408041965645,-4.408041965645,0.071515716187,0.4628571428571428,6.4721038610151,-61.637388264905,2.240777132932,-59.396611131973,1,0.0,0.038694814179,1
p1,1,1.0,21.0,8.9,127.25158725499999,129.588820914,120.68882091399999,0.0,0.0,23.0,0.0,-4.973741250983,-4.973741250983,0.072715192717,0.4628571428571428,6.365342998656895,-68.400303500712,2.264901832771,-66.135401667941,1,0.0,0.039405522973,1
p1,1,1.0,22.0,10.0,129.588820914,132.17323370199998,122.17323370199998,0.0,0.0,23.0,0.0,-5.585012748368,-5.585012748368,0.074050754808,0.4628571428571428,6.250539161379872,-75.421415525599,2.291723442487,-73.129692083112,1,0.0,0.040191394291,1
p1,1,1.0,23.0,10.0,132.17323370199998,135.002687876,125.00268787600001,0.0,0.0,23.0,0.0,-6.222324942697,-6.222324942697,0.075527562115,0.4628571428571428,6.128320971784921,-82.384824406093,2.321332420782,-80.063491985311,1,0.0,0.041051778085,1
p1,1,1.0,24.0,10.0,135.002687876,138.06453383200002,128.06453383200002,0.0,0.0,23.0,0.0,-6.865314259353,-6.865314259353,0.077144393072,0.4628571428571428,5.9998805412228915,-88.993042604431,2.353689554674,-86.639353049757,1,0.0,0.041982827849,1
p1,1,2.0,1.0,10.0,138.06453383200002,141.711513859,131.711513859,0.0,0.0,23.0,0.0,-6.139329875883,-6.139329875883,0.078894019332,0.4628571428571428,5.866821677690903,-77.817430621905,2.151096520371,-75.666334101534,1,0.041982827849,0.042788452393,1
p1,1,2.0,2.0,11.2,141.711513859,144.712410279,133.51241027900002,0.0,0.0,23.0,0.0,-7.053877434837,-7.053877434837,0.08097800792,0.4628571428571428,5.715837605123725,-87.108557200422,2.193859289286,-84.914697911136,1,0.041982827849,0.04370096855,1
p1,1,2.0,3.0,11.8,144.712410279,148.003538656,136.20353865599998,0.0,0.0,23.0,0.0,-7.885164775963,-7.885164775963,0.082692805874,0.4628571428571428,5.597308471578575,-95.354906544199,2.227676268398,-93.127230275802,1,0.041982827849,0.044701738786,1
p1,1,2.0,4.0,12.5,148.003538656,151.51989008200002,139.01989008200002,0.0,0.0,23.0,0.0,-8.606611091665,-8.606611091665,0.08457345066,0.4628571428571428,5.472842118242392,-101.764927698341,2.264685977824,-99.500241720517,1,0.041982827849,0.045770995115,1
p1,1,2.0,5.0,13.3,151.51989008200002,155.191605747,141.891605747,0.0,0.0,23.0,0.0,-9.19514779331,-9.19514779331,0.086582794333,0.4628571428571428,5.345832811505026,-106.200635636229,2.304138430109,-103.89649720612,1,0.041982827849,0.046887494786,1
p1,1,2.0,6.0,14.0,155.191605747,158.947144499,144.947144499,0.0,0.0,23.0,0.0,-9.631956140306,-9.631956140306,0.08868091757,0.4628571428571428,5.219354462495136,-108.613627421245,2.345234926291,-106.268392494954,1,0.041982827849,0.048029483482,1
p1,1,2.0,7.0,14.8,158.947144499,162.697724671,147.897724671,0.0,0.0,23.0,0.0,-9.903068978274,-9.903068978274,0.090826939714,0.4628571428571428,5.0960336692462445,-109.032287221285,2.387164991446,-106.64512222984,1,0.041982827849,0.049169964366,1
p1,1,2.0,8.0,15.6,162.697724671,166.41260771,150.81260771,0.0,0.0,23.0,0.0,-9.998650457218,-9.998650457218,0.092970128383,0.4628571428571428,4.978557638969317,-107.546914595914,2.428934180769,-105.117980415145,1,0.041982827849,0.050299590425,1
p1,1,2.0,9.0,16.4,166.41260771,169.822999426,153.422999426,0.0,0.0,23.0,0.0,-9.411551624626,-9.411551624626,0.095092918692,0.4628571428571428,4.867419669347915,-98.972160641542,2.470201973607,-96.501958667935,1,0.041982827849,0.051336626398,1
p1,1,2.0,10.0,17.0,169.822999426,172.52835962900002,155.52835962900002,0.0,0.0,23.0,0.0,-7.672124719008,-7.672124719008,0.097041713958,0.4628571428571428,4.769671968669773,-79.060070212314,2.507996332533,-76.552073879781,1,0.041982827849,0.052159275551,1
p1,1,2.0,11.0,17.3,172.52835962900002,174.29707438,156.99707438,0.0,0.0,23.0,0.0,-5.184354341547,-5.184354341547,0.098587634074,0.4628571428571428,4.694880318455778,-52.586253745182,2.537915602964,-50.048338142217,1,0.041982827849,0.052697108438,1
p1,1,2.0,12.0,17.5,174.29707438,175.102996004,157.602996004,0.0,0.0,23.0,0.0,-2.526029027378,-2.526029027378,0.099598328217,0.4628571428571428,4.647238072597887,-25.362162925775,2.557446710867,-22.804716214907,1,0.041982827849,0.052942174045,1
p1,1,2.0,13.0,17.5,175.102996004,175.123397897,157.623397897,0.0,0.0,23.0,0.0,-0.314548960658,-0.314548960658,0.100058854859,0.4628571428571428,4.625848891728648,-3.143639422016,2.566338387003,-0.577301035013,1,0.041982827849,0.052948377877,1
p1,1,2.0,14.0,17.5,175.123397897,175.032695214,157.532695214,0.0,0.0,23.0,0.0,0.936466177389,0.936466177389,0.100070513084,0.4628571428571428,4.625309979860069,9.358063114965,2.566563416711,11.924626531676,3,0.041982827849,0.052832741122,1
p1,1,2.0,15.0,17.5,175.032695214,174.942027887,157.442027887,0.0,0.0,23.0,0.0,1.077772504165,1.077772504165,0.100018682979,0.4628571428571428,4.627706835075249,10.775711817642,2.565562956427,13.341274774069,3,0.041982827849,0.052703974628,1
p1,1,2.0,16.0,17.5,174.942027887,174.85139590400001,157.35139590400001,0.0,0.0,23.0,0.0,0.901019352638,0.901019352638,0.099966873078,0.4628571428571428,4.630105239922775,9.013179315252,2.564562824742,11.577742139994,3,0.041982827849,0.052591955259,1
p1,1,2.0,17.0,17.5,174.85139590400001,174.760799255,157.260799255,0.0,0.0,23.0,0.0,0.553164815562,0.553164815562,0.099915083374,0.4628571428571428,4.632505195682876,5.53634943677,2.5635630216,8.09991245837,3,0.041982827849,0.052512625565,1
p1,1,2.0,18.0,17.5,174.760799255,174.67023792799998,157.17023792799998,0.0,0.0,23.0,0.0,0.045331706992,0.045331706992,0.09986331386,0.4628571428571428,4.634906703637231,0.453937539623,2.562563546941,3.016501086564,3,0.041982827849,0.052480847727,1
p1,1,2.0,19.0,17.5,174.67023792799998,174.57971191,157.07971191,0.0,0.0,23.0,0.0,-0.606241768203,-0.606241768203,0.09981156453,0.4628571428571428,4.637309765022504,-6.073862994305,2.561564400709,-3.512298593596,2,0.041982827849,0.052518591831,1
p1,1,2.0,20.0,17.5,174.57971191,174.57971191,157.07971191,0.0,0.0,23.0,0.0,-1.380721238656,-1.380721238656,0.099759835377,0.4628571428571428,4.639714381123129,-13.840452256512,2.560565582846,-11.279886673666,1,0.041982827849,0.052639808524,1
p1,1,2.0,21.0,17.6,174.57971191,174.81639865,157.21639865,0.0,0.0,23.0,0.0,-2.253342355418,-2.253342355418,0.099759835377,0.4628571428571428,4.639714381123129,-22.58767114939,2.560565582846,-20.027105566544,1,0.041982827849,0.05285502518,1
p1,1,2.0,22.0,17.8,174.81639865,175.856544103,158.056544103,0.0,0.0,23.0,0.0,-3.196202643783,-3.196202643783,0.099895084943,0.4628571428571428,4.63343259702165,-31.99559463424,2.563176934352,-29.432417699888,1,0.041982827849,0.053171313848,1
p1,1,2.0,23.0,18.1,175.856544103,177.23528042,159.13528042000002,0.0,0.0,23.0,0.0,-4.179153698171,-4.179153698171,0.100489453773,0.4628571428571428,4.60602705536355,-41.587983029686,2.574647843128,-39.013335186558,1,0.041982827849,0.053590561629,1
p1,1,2.0,24.0,18.5,177.23528042,178.948063751,160.448063751,0.0,0.0,23.0,0.0,-5.170765191712,-5.170765191712,0.101277303097,0.4628571428571428,4.5701961713359776,-51.055518201889,2.58984034578,-48.465677856109,1,0.041982827849,0.054111386824,1
p1,1,3.0,1.0,18.8,178.948063751,180.77108134899999,161.97108134899997,0.0,0.0,23.0,0.0,-3.933923991583,-3.933923991583,0.102256036429,0.4628571428571428,4.526452999950971,-38.471313077991,2.385522443805,-36.085790634185,1,0.054111386824,0.054497708675,1
p1,1,3.0,2.0,20.0,180.77108134899999,182.301329108,162.301329108,0.0,0.0,23.0,0.0,-4.708456500067,-4.708456500067,0.103297760771,0.4628571428571428,4.480805192701584,-45.581399489408,2.406451418613,-43.174948070795,1,0.054111386824,0.054961678266,1
p1,1,3.0,3.0,20.0,182.301329108,184.05690015500002,164.05690015500002,0.0,0.0,23.0,0.0,-5.412316982101,-5.412316982101,0.104172188062,0.4628571428571428,4.44319305822457,-51.95548910703,2.4231905984,-49.532298508631,1,0.054111386824,0.055493965653,1
p1,1,3.0,4.0,20.0,184.05690015500002,186.000014409,166.000014409,0.0,0.0,23.0,0.0,-6.022981450184,-6.022981450184,0.105175371517,0.4628571428571428,4.400813005755144,-57.266082004782,2.442373540283,-54.823708464499,1,0.054111386824,0.056083115953,1
p1,1,3.0,5.0,20.0,186.000014409,188.087216277,168.087216277,0.0,0.0,23.0,0.0,-6.520908249121,-6.520908249121,0.106285722519,0.4628571428571428,4.354838372335483,-61.352626623319,2.463579569539,-58.88904705378,1,0.054111386824,0.056715953473,1
p1,1,3.0,6.0,21.1,188.087216277,190.27124987,169.17124987,0.0,0.0,23.0,0.0,-6.890163401536,-6.890163401536,0.107478409301,0.4628571428571428,4.306512776541775,-64.107418841924,2.486327462137,-61.621091379787,1,0.054111386824,0.057378150276,1
p1,1,3.0,7.0,21.7,190.27124987,192.50293416399998,170.802934164,0.0,0.0,23.0,0.0,-7.118930505387,-7.118930505387,0.108726428497,0.4628571428571428,4.257080355305831,-65.475621739525,2.510096754183,-62.965524985342,1,0.054111386824,0.058054794724,1
p1,1,3.0,8.0,22.3,192.50293416399998,194.732712735,172.432712735,0.0,0.0,23.0,0.0,-7.199181285351,-7.199181285351,0.110001676665,0.4628571428571428,4.207728071879592,-65.446105037642,2.534348798199,-62.911756239443,1,0.054111386824,0.058730861358,1
p1,1,3.0,9.0,22.8,194.732712735,196.774681642,173.97468164199998,0.0,0.0,23.0,0.0,-6.695619753398,-6.695619753398,0.111275835848,0.4628571428571428,4.159547662166242,-60.171372359057,2.558543970984,-57.612828388073,1,0.054111386824,0.05934998429,1
p1,1,3.0,10.0,23.2,196.774681642,198.328500577,175.128500577,0.0,0.0,23.0,0.0,-5.219663543228,-5.219663543228,0.112442675224,0.4628571428571428,4.116383232034216,-46.420663087574,2.580669543372,-43.839993544202,1,0.054111386824,0.059821100639,1
p1,1,3.0,11.0,23.4,198.328500577,199.210117214,175.810117214,0.0,0.0,23.0,0.0,-3.113386543423,-3.113386543423,0.113330571759,0.4628571428571428,4.084133130832684,-27.471727135163,2.597485520912,-24.874241614251,1,0.054111386824,0.060088405922,1
p1,1,3.0,12.0,23.4,199.210117214,199.38702325,175.98702325,0.0,0.0,23.0,0.0,-0.864948469552,-0.864948469552,0.113834352693,0.4628571428571428,4.066058548296249,-7.598307971946,2.607018893481,-4.991289078465,1,0.054111386824,0.060142043655,1
p1,1,3.0,13.0,23.4,199.38702325,199.294555018,175.894555018,0.0,0.0,23.0,0.0,1.004543107671,1.004543107671,0.113935441857,0.4628571428571428,4.062450939875875,8.816774581272,2.60893118951,11.425705770782,3,0.054111386824,0.060019550341,1
p1,1,3.0,14.0,23.4,199.294555018,199.202122212,175.802122212,0.0,0.0,23.0,0.0,2.061806869273,2.061806869273,0.113882602867,0.4628571428571428,4.064335826585379,18.104669346849,2.607931666691,20.712601013541,3,0.054111386824,0.05979795406,1
p1,1,3.0,15.0,23.4,199.202122212,199.10972482100001,175.709724821,0.0,0.0,23.0,0.0,2.181161869986,2.181161869986,0.113829784121,0.4628571428571428,4.066221740042395,19.161609475266,2.606932464783,21.768541940049,3,0.054111386824,0.059565811693,1
p1,1,3.0,16.0,23.4,199.10972482100001,199.017362833,175.617362833,0.0,0.0,23.0,0.0,2.031361683529,2.031361683529,0.113776985612,0.4628571428571428,4.068108680920489,17.853889102446,2.605933583732,20.459822686178,3,0.054111386824,0.059348332324,1
p1,1,3.0,17.0,23.4,199.017362833,198.92503623800002,175.525036238,0.0,0.0,23.0,0.0,1.736555012795,1.736555012795,0.113724207333,0.4628571428571428,4.069996649893843,15.269880120642,2.604935023485,17.874815144127,3,0.054111386824,0.059158860837,1
p1,1,3.0,18.0,23.4,198.92503623800002,198.83274502199998,175.43274502199998,0.0,0.0,23.0,0.0,1.306175860597,1.306175860597,0.113671449279,0.4628571428571428,4.071885647565614,11.490799746876,2.603936783988,14.094736530864,3,0.054111386824,0.059009738103,1
p1,1,3.0,19.0,23.4,198.83274502199998,198.740489176,175.340489176,0.0,0.0,23.0,0.0,0.753996636229,0.753996636229,0.113618711441,0.4628571428571428,4.073775674682736,6.636201261785,2.602938865189,9.239140126974,3,0.054111386824,0.058911974587,1
p1,1,3.0,20.0,23.4,198.740489176,198.648268688,175.248268688,0.0,0.0,23.0,0.0,0.097687429524,0.097687429524,0.113565993815,0.4628571428571428,4.075666731813585,0.860182051355,2.601941267035,3.462123318389,3,0.054111386824,0.05887498146,1
p1,1,3.0,21.0,23.4,198.648268688,198.556083546,175.156083546,0.0,0.0,23.0,0.0,-0.641749443369,-0.641749443369,0.113513296393,0.4628571428571428,4.077558819670449,-5.65351781475,2.600943989471,-3.052573825279,2,0.054111386824,0.058907785239,1
p1,1,3.0,22.0,23.4,198.556083546,198.463933739,175.063933739,0.0,0.0,23.0,0.0,-1.440651527592,-1.440651527592,0.113460619169,0.4628571428571428,4.079451938894459,-12.697370577925,2.599947032446,-10.09742354548,2,0.054111386824,0.059016294865,1
p1,1,3.0,23.0,23.4,198.463933739,198.371819256,174.971819256,0.0,0.0,23.0,0.0,-2.27345344333,-2.27345344333,0.113407962137,0.4628571428571428,4.081346090127238,-20.046682794532,2.598950395905,-17.447732398627,2,0.054111386824,0.059203792885,1
p1,1,3.0,24.0,23.4,198.371819256,198.279740086,174.879740086,0.0,0.0,23.0,0.0,-3.113504994388,-3.113504994388,0.113355325289,0.4628571428571428,4.083241274082943,-27.46677305579,2.597954079795,-24.868818975996,2,0.054111386824,0.059471039895,1
p1,1,1.0,2.0,5.0,0.900710795,42.057866708999995,37.057866708999995,0.0,0.0,23.0,0.0,-8.086619434882,-8.086619434882,0.000514691883,0.4628571428571428,899.2897656735395,-15711.573669012574,0.751354450434,-15710.82231456214,1,0.0,0.01278900619,1
p1,1,109.0,24.0,0.0,543.1005875879999,542.9749287220001,542.9749287220001,0.0,0.0,23.0,0.0,5.402276761401,5.402276761401,0.277666946471,0.4628571428571428,1.6669508154996922,19.455959126813,3.283196645975,22.739155772787,3,0.074589952447,0.070027862013,2
p1,1,68.0,9.0,286.2,586.86683969,586.929735448,300.729735448,102.5,0.0446,23.0,0.0,-0.98558651977,-0.98558651977,0.545541265919,0.4628571428571428,0.8484365377519694,-1.806621389325,0.0,-1.806621389325,1,0.163705008883,0.164110112564,2
p2,1,1.0,1.0,5.0,0.0,0.8513386940000001,-4.148661306,0.0,0.0,23.0,0.0,-7.2060971378,-7.2060971378,0.285714285714,0.4628571428571428,1.62000000000162,-25.2213399823,0.70745949762,-24.51388048468,1,0.0,0.000263432746,1
p2,1,1.0,3.0,1.0,41.417581693,53.609393158,52.609393158,0.0,0.0,23.0,0.0,-8.336746847499,-8.336746847499,0.023667189539,0.4628571428571428,19.556911989673434,-352.249126744677,1.191890410991,-351.057236333685,1,0.0,0.016588544279,1
p2,1,1.0,4.0,1.7,53.609393158,63.18622027999999,61.48622027999999,0.0,0.0,23.0,0.0,-8.82518248136,-8.82518248136,0.030633938948,0.4628571428571428,15.109292462938768,-288.085136438057,1.331513908931,-286.753622529126,1,0.0,0.019551935793,1
p2,1,1.0,5.0,2.4,63.18622027999999,72.0263491,69.6263491,0.0,0.0,23.0,0.0,-9.242787381586,-9.242787381586,0.036106411588,0.4628571428571428,12.819250723075838,-255.987426469966,1.440249347327,-254.547177122639,1,0.0,0.022287368144,1
p2,1,1.0,6.0,3.1,72.0263491,80.048764788,76.948764788,0.0,0.0,23.0,0.0,-9.577364832394,-9.577364832394,0.041157913772,0.4628571428571428,11.245884459091013,-232.698014907572,1.539888866931,-231.15812604064,1,0.0,0.024769772626,1
p2,1,1.0,7.0,3.9,80.048764788,87.447161168,83.54716116799999,0.0,0.0,23.0,0.0,-9.819143046925,-9.819143046925,0.045742151308,0.4628571428571428,10.118831966178034,-214.662904263048,1.629706235732,-213.033198027316,1,0.0,0.027059084605,1
p2,1,1.0,8.0,4.6,87.447161168,94.310607024,89.71060702400001,0.0,0.0,23.0,0.0,-9.961060565498,-9.961060565498,0.049969806382,0.4628571428571428,9.262736367613224,-199.341588187037,1.712028326777,-197.62955986026,1,0.0,0.02918286495,1
p2,1,1.0,9.0,5.3,94.310607024,100.64628961999999,95.34628962,0.0,0.0,23.0,0.0,-9.989114559614,-9.989114559614,0.053891775442,0.4628571428571428,8.588641570276042,-185.355083919322,1.787962797322,-183.567121122,1,0.0,0.031143337641,1
p2,1,1.0,10.0,6.0,100.64628961999999,106.196752074,100.196752074,0.0,0.0,23.0,0.0,-9.298597619007,-9.298597619007,0.057512165497,0.4628571428571428,8.047986697375997,-161.680533824625,1.857687587078,-159.822846237547,1,0.0,0.032860836884,1
p2,1,1.0,11.0,6.5,106.196752074,110.55487182,104.05487182,0.0,0.0,23.0,0.0,-7.731633393123,-7.731633393123,0.060683858328,0.4628571428571428,7.627351912190081,-127.408401610993,1.918479280761,-125.489922330231,1,0.0,0.034209385303,1
p2,1,1.0,12.0,6.9,110.55487182,113.654159141,106.75415914099999,0.0,0.0,23.0,0.0,-5.762023948484,-5.762023948484,0.063174212469,0.4628571428571428,7.326678477935436,-91.208480855049,1.966021320915,-89.242459534134,1,0.0,0.035168408749,1
p2,1,1.0,13.0,7.1,113.654159141,115.715822046,108.615822046,0.0,0.0,23.0,0.0,-3.985318953485,-3.985318953485,0.064945233795,0.4628571428571428,7.12688392681985,-61.364302207,1.999729206711,-59.364573000288,1,0.0,0.035806356399,1
p2,1,1.0,14.0,7.3,115.715822046,117.189061471,109.889061471,0.0,0.0,23.0,0.0,-2.938739669676,-2.938739669676,0.066123326883,0.4628571428571428,6.999907062694106,-44.443312340529,2.022105100122,-42.421207240407,1,0.0,0.036262226089,1
p2,1,1.0,15.0,7.5,117.189061471,118.577219427,111.077219427,0.0,0.0,23.0,0.0,-2.8131669374,-2.8131669374,0.066965177983,0.4628571428571428,6.91190790196429,-42.009399842225,2.038071770875,-39.97132807135,1,0.0,0.036691768719,1
p2,1,1.0,16.0,7.6,118.577219427,120.001450493,112.401450493,0.0,0.0,23.0,0.0,-2.917925247012,-2.917925247012,0.067758411101,0.4628571428571428,6.830991685551962,-43.063661021365,2.053098913015,-41.010562108351,1,0.0,0.037132473579,1
p2,1,1.0,17.0,7.9,120.001450493,121.511976572,113.61197657199999,0.0,0.0,23.0,0.0,-3.124382258151,-3.124382258151,0.068572257424,0.4628571428571428,6.749918410811203,-45.563357187056,2.068498986628,-43.494858200427,1,0.0,0.03759988101,1
p2,1,1.0,18.0,8.1,121.511976572,123.153376983,115.053376983,0.0,0.0,23.0,0.0,-3.426508114643,-3.426508114643,0.069435415184,0.4628571428571428,6.66600958071032,-49.34813316165,2.084812728433,-47.263320433216,1,0.0,0.038107785349,1
p2,1,1.0,19.0,8.4,123.153376983,124.963275572,116.563275572,0.0,0.0,23.0,0.0,-3.815478822321,-3.815478822321,0.070373358276,0.4628571428571428,6.5771643445214805,-54.217660145641,2.10251725583,-52.115142889811,1,0.0,0.038667828676,1
p2,1,1.0,20.0,8.7,124.963275572,126.97111223499999,118.27111223499999,0.0,0.0,23.0,0.0,-4.279933965713,-4.279933965713,0.071407586041,0.4628571428571428,6.48190435385093,-59.936684643684,2.122011901451,-57.814672742233,1,0.0,0.039289120681,1
p2,1,1.0,21.0,10.0,126.97111223499999,129.197235326,119.197235326,0.0,0.0,23.0,0.0,-4.806308504332,-4.806308504332,0.072554921277,0.4628571428571428,6.379403832443673,-66.243728471073,2.143605036638,-64.100123434435,1,0.0,0.039977957829,1
p2,1,1.0,22.0,10.0,129.197235326,131.652395289,121.652395289,0.0,0.0,23.0,0.0,-5.379228958028,-5.379228958028,0.073826991615,0.4628571428571428,6.269484002150516,-72.862632492301,2.16750453026,-70.695127962042,1,0.0,0.040737666667,1
p2,1,1.0,23.0,10.0,131.652395289,134.33769542,124.33769541999999,0.0,0.0,23.0,0.0,-5.981962410264,-5.981962410264,0.075229940165,0.4628571428571428,6.152565612068407,-79.515714051011,2.19381277217,-77.321901278841,1,0.0,0.041568588591,1
p2,1,1.0,24.0,10.0,134.33769542,137.245003618,127.245003618,0.0,0.0,23.0,0.0,-6.596905215567,-6.596905215567,0.076764397383,0.4628571428571428,6.029580881718035,-85.937041655763,2.222526883162,-83.714514772601,1,0.0,0.042468207257,1
p2,1,2.0,1.0,11.0,137.245003618,140.720115467,129.720115467,0.0,0.0,23.0,0.0,-5.69557504472,-5.69557504472,0.078425716353,0.4628571428571428,5.901854192492017,-72.623819195854,1.91716020224,-70.706658993614,1,0.042468207257,0.043223443278,1
p2,1,2.0,2.0,11.5,140.720115467,143.502134804,132.002134804,0.0,0.0,23.0,0.0,-6.598553488983,-6.598553488983,0.080411494553,0.4628571428571428,5.756106703775654,-82.059828954796,1.952945513625,-80.106883441172,1,0.042468207257,0.044084293369,1
p2,1,2.0,3.0,12.1,143.502134804,146.5837758,134.48377580000002,0.0,0.0,23.0,0.0,-7.438743903441,-7.438743903441,0.082001219888,0.4628571428571428,5.644515331471027,-90.715039527219,1.980697286937,-88.734342240281,1,0.042468207257,0.045037856449,1
p2,1,2.0,4.0,12.7,146.5837758,149.91026072300002,137.21026072300003,0.0,0.0,23.0,0.0,-8.19159307075,-8.19159307075,0.0837621576,0.4628571428571428,5.5258502899063675,-97.795869942786,2.011366787707,-95.784503155079,1,0.042468207257,0.046067182454,1
p2,1,2.0,5.0,13.4,149.91026072300002,153.42112036999998,140.02112036999998,0.0,0.0,23.0,0.0,-8.835100181438,-8.835100181438,0.085663006127,0.4628571428571428,5.403232547909098,-103.137872237626,2.044389261173,-101.093482976453,1,0.042468207257,0.047153560181,1
