prefix,year,inputs_mm,outputs_mm,delta_total_soil_plus_frozwt_mm,residual_mm,abs_residual_mm
p25,6,744.4000000000001,868.8590007816357,6940.783562732446,-7065.242563514082,7065.242563514082
p25,7,789.9,930.5124499658581,-12223.911785431752,12083.299335465894,12083.299335465894
p26,1,1062.1,1177.4940647694884,11400.35302646391,-11515.7470912334,11515.7470912334
p26,2,1047.0,1086.664654952071,-11676.736351321895,11637.071696369825,11637.071696369825
p26,3,833.5,898.5110813966312,14478.837799268742,-14543.848880665373,14543.848880665373
p26,4,1082.1999999999998,981.435437354683,-2414.6806396688426,2515.4452023141594,2515.4452023141594
p26,5,820.5,1054.8582290807626,-1740.1340170872081,1505.7757880064455,1505.7757880064455
p26,6,744.4000000000001,1000.9855645500694,5575.635521888566,-5832.221086438635,5832.221086438635
p26,7,789.9,1031.8951329667048,-11420.552076798875,11178.556943832169,11178.556943832169
p27,1,1062.1,1098.9651373239492,10177.837285293908,-10214.702422617858,10214.702422617858
p27,2,1047.0,1011.5907702020912,-10459.633754776092,10495.042984574002,10495.042984574002
p27,3,833.5,828.1309621108902,12819.722611653404,-12814.353573764294,12814.353573764294
p27,4,1082.1999999999998,921.4195604179747,-1764.9581147878944,1925.7385543699195,1925.7385543699195
p27,5,820.5,895.8032324960486,-1295.796223534453,1220.4929910384044,1220.4929910384044
p27,6,744.4000000000001,877.4150508810873,5082.373285133914,-5215.388336015001,5215.388336015001
p27,7,789.9,923.0057147333803,-15456.251396577902,15323.145681844522,15323.145681844522
p28,1,1062.1,1257.374494393201,11373.723905315132,-11568.998399708333,11568.998399708333
p28,2,1047.0,1165.219416313175,-11649.536421405317,11531.317005092142,11531.317005092142
p28,3,833.5,954.1725759568048,14442.063548451508,-14562.736124408313,14562.736124408313
p28,4,1082.1999999999998,1048.5706130626502,-2404.6233107104654,2438.252697647815,2438.252697647815
p28,5,820.5,1142.13638192387,-1740.2282500668953,1418.5918681430253,1418.5918681430253
p28,6,744.4000000000001,1090.1150980365455,5569.146734397444,-5914.86183243399,5914.86183243399
p28,7,789.9,1129.0107203488928,-11409.324479580304,11070.21375923141,11070.21375923141
p29,1,1062.1,1131.8930686979552,10166.69797791406,-10236.491046612016,10236.491046612016
p29,2,1047.0,1037.8562095606155,-10448.261725917073,10457.405516356457,10457.405516356457
p29,3,833.5,856.4563713750777,12805.036619485067,-12827.992990860144,12827.992990860144
p29,4,1082.1999999999998,946.8306499217313,-1859.0238955399036,1994.3932456181722,1994.3932456181722
p29,5,820.5,929.6296964677904,-1230.6149086916685,1121.485212223878,1121.485212223878
p29,6,744.4000000000001,912.5991172807222,5076.924373424976,-5245.123490705698,5245.123490705698
p29,7,789.9,959.866308651162,-15441.04227074016,15271.075962088997,15271.075962088997
p3,1,1062.1,1594.5813413845053,8174.897892163057,-8707.379233547563,8707.379233547563
p3,2,1047.0,1408.8599282603427,-8395.069984636877,8033.210056376534,8033.210056376534
p3,3,833.5,1220.9331583187127,8864.007275735199,-9251.440434053911,9251.440434053911
p3,4,1082.1999999999998,1015.9375062729689,177.79735766457088,-111.53486393753997,111.53486393753997
p3,5,820.5,1400.9010715062634,-1727.0665165285664,1146.665445022303,1146.665445022303
p3,6,744.4000000000001,1325.703492028054,2629.676191685924,-3210.979683713978,3210.979683713978
p3,7,789.9,1359.8730689692154,1271.840930853199,-1841.8139998224146,1841.8139998224146
p30,1,1062.1,1102.8187740536691,10176.319378639158,-10217.038152692829,10217.038152692829
p30,2,1047.0,1012.9755635109526,-10458.083825555872,10492.10826204492,10492.10826204492
p30,3,833.5,824.6711894506202,12818.595622091692,-12809.766811542313,12809.766811542313
p30,4,1082.1999999999998,925.2989764717158,-1808.492929864009,1965.393953392293,1965.393953392293
p30,5,820.5,899.3166159814486,-1283.899462536343,1205.0828465548943,1205.0828465548943
p30,6,744.4000000000001,882.7826788709685,5078.354658798386,-5216.737337669354,5216.737337669354
p30,7,789.9,916.381380119803,-15454.249201058057,15327.767820938254,15327.767820938254
p31,1,1062.1,1196.4008652077546,10144.112849926134,-10278.41371513389,10278.41371513389
p31,2,1047.0,1092.2897262852084,-10425.203527652651,10379.913801367442,10379.913801367442
p31,3,833.5,889.6931730508761,12775.26301929766,-12831.456192348536,12831.456192348536
p31,4,1082.1999999999998,999.1217636121721,-1700.348810546,1783.4270469338278,1783.4270469338278
p31,5,820.5,999.2463802472455,-1344.8266273798818,1166.0802471326363,1166.0802471326363
p31,6,744.4000000000001,983.4363224256506,5068.292545410401,-5307.328867836051,5307.328867836051
p31,7,789.9,1036.4283206477671,-15410.457015426358,15163.928694778591,15163.928694778591
p32,1,1062.1,1945.8918273384475,8055.857776948866,-8939.649604287313,8939.649604287313
p32,2,1047.0,1699.8394019882924,-8273.681229865357,7620.841827877064,7620.841827877064
p32,3,833.5,1452.3920884054382,8776.262971436872,-9395.155059842311,9395.155059842311
p32,4,1082.1999999999998,1175.2837655005087,96.20288097063894,-189.28664647114783,189.28664647114783
p32,5,820.5,1743.5821384696715,-1650.7535295820499,727.6713911123784,727.6713911123784
p32,6,744.4000000000001,1667.9012438265504,2584.5455501114393,-3508.0467939379896,3508.0467939379896
p32,7,789.9,1721.306757394784,1314.7829616105973,-2246.1897190053814,2246.1897190053814
p33,1,1062.1,901.8792366827873,13735.060402046864,-13574.83963872965,13574.83963872965
p33,2,1047.0,1054.7354357786378,-7776.982499948528,7769.24706416989,7769.24706416989
p33,3,833.5,820.4378209975742,10359.672482023558,-10346.610303021132,10346.610303021132
p33,4,1082.1999999999998,856.1519482743907,-3044.316264445928,3270.364316171537,3270.364316171537
p33,5,820.5,968.6184668017595,-985.389939026396,837.2714722246365,837.2714722246365
p33,6,744.4000000000001,890.3756557176414,6938.398092121104,-7084.373747838746,7084.373747838746
p33,7,789.9,954.8743375329389,-12223.621057491702,12058.646719958764,12058.646719958764
p34,1,1062.1,1213.1108618621286,12802.860431537878,-12953.871293400007,12953.871293400007
p34,2,1047.0,1146.8106092847054,-13161.408269142437,13061.597659857733,13061.597659857733
p34,3,833.5,935.2646411679879,16512.277802629167,-16614.042443797156,16614.042443797156
p34,4,1082.1999999999998,1014.1318916258891,-3320.2441799449916,3388.312288319102,3388.312288319102
p34,5,820.5,1112.7834304817134,-1660.0005924957895,1367.7171620140762,1367.7171620140762
p34,6,744.4000000000001,1029.1012458878913,6387.153262044185,-6671.854507932076,6671.854507932076
p34,7,789.9,1104.7920073704615,-11586.288584669266,11271.396577298805,11271.396577298805
p35,1,1062.1,896.5201380598007,13735.572728294472,-13569.992866354272,13569.992866354272
p35,2,1047.0,1026.979203239587,-7859.480046522697,7879.50084328311,7879.50084328311
p35,3,833.5,820.5507440040257,10444.788690016996,-10431.839434021022,10431.839434021022
p35,4,1082.1999999999998,848.7018475651273,-3060.3675697293056,3293.865722164178,3293.865722164178
p35,5,820.5,961.3813132087989,-968.1914707705746,827.3101575617757,827.3101575617757
p35,6,744.4000000000001,882.9505672280985,6936.615856053746,-7075.166423281845,7075.166423281845
p35,7,789.9,946.2406440852832,-12223.93898230439,12067.598338219106,12067.598338219106
p36,1,1062.1,1174.6267240418388,12815.715428818417,-12928.242152860257,12928.242152860257
p36,2,1047.0,1103.211365155545,-13174.544271067096,13118.332905911551,13118.332905911551
p36,3,833.5,902.4869348031336,16531.237401551596,-16600.22433635473,16600.22433635473
p36,4,1082.1999999999998,977.8339486585168,-3313.0709487399854,3417.4370000814683,3417.4370000814683
p36,5,820.5,1069.483266198221,-1670.1144398198012,1421.1311736215803,1421.1311736215803
p36,6,744.4000000000001,985.4930028322958,6387.206342127634,-6628.29934495993,6628.29934495993
p36,7,789.9,1054.431055648483,-11588.52995027342,11323.998894624936,11323.998894624936
p37,1,1062.1,1210.5728713523024,12803.753042118982,-12952.225913471284,12952.225913471284
p37,2,1047.0,1140.529290968857,-13162.321304009414,13068.792013040558,13068.792013040558
p37,3,833.5,932.1977649536893,16515.306628213504,-16614.004393167193,16614.004393167193
p37,4,1082.1999999999998,1011.5231402833804,-3322.22510038578,3392.9019601023992,3392.9019601023992
p37,5,820.5,1109.897699717642,-1653.54326390383,1364.145564186188,1364.145564186188
p37,6,744.4000000000001,1026.1693882771006,6380.251294810874,-6662.020683087974,6662.020683087974
p37,7,789.9,1101.0529261298498,-11586.566106182492,11275.413180052643,11275.413180052643
p38,1,1062.1,881.4626406618776,13743.094404086452,-13562.45704474833,13562.45704474833
p38,2,1047.0,1028.3307724645051,-7777.333957427168,7796.003184962663,7796.003184962663
p38,3,833.5,808.89187885935,10362.566153441076,-10337.958032300425,10337.958032300425
p38,4,1082.1999999999998,833.767783788047,-3047.02900610751,3295.461222319463,3295.461222319463
p38,5,820.5,941.8192023745214,-921.6527666977145,800.3335643231931,800.3335643231931
p38,6,744.4000000000001,862.8738855439146,6876.725037404865,-6995.19892294878,6995.19892294878
p38,7,789.9,923.7857316625145,-12223.86177034395,12089.976038681436,12089.976038681436
p39,1,1062.1,1166.2873101162781,12818.506960922487,-12922.694271038765,12922.694271038765
p39,2,1047.0,1094.0883859218989,-13177.397095998835,13130.308710076935,13130.308710076935
p39,3,833.5,896.6556176119943,16534.890112617926,-16598.045730229922,16598.045730229922
p39,4,1082.1999999999998,969.9764773265132,-3313.9139732376098,3426.1374959110963,3426.1374959110963
p39,5,820.5,1060.0800075502027,-1670.23310787218,1430.6531003219773,1430.6531003219773
p39,6,744.4000000000001,976.0287538416077,6388.072882007271,-6619.701635848878,6619.701635848878
p39,7,789.9,1043.5103369495168,-11588.88197048269,11335.271633533172,11335.271633533172
p4,1,1062.1,1894.3208404005798,6369.438753182283,-7201.659593582863,7201.659593582863
p4,2,1047.0,1775.5891056620062,415.5603652060281,-1144.1494708680343,1144.1494708680343
p4,3,833.5,1606.2813260339672,105.57074513627595,-878.3520711702431,878.3520711702431
p4,4,1082.1999999999998,1550.1487692341066,93.20669192808327,-561.15546116219,561.15546116219
p4,5,820.5,1713.8755747541632,155.86111210777563,-1049.2366868619388,1049.2366868619388
p4,6,744.4000000000001,1791.0623039363882,3367.082581133187,-4413.744885069575,4413.744885069575
p4,7,789.9,1648.8459440939341,-781.3085917272801,-77.637352366654,77.637352366654
p40,1,1062.1,959.221557723157,13712.564024699888,-13609.685582423046,13609.685582423046
p40,2,1047.0,1134.2111766394266,-7777.599359325363,7690.388182685937,7690.388182685937
p40,3,833.5,874.8722432843017,10351.633752165797,-10393.0059954501,10393.0059954501
p40,4,1082.1999999999998,918.8492955369933,-3035.2904438208825,3198.641148283889,3198.641148283889
p40,5,820.5,1043.6893333711328,-920.0036889505336,696.8143555794009,696.8143555794009
p40,6,744.4000000000001,967.358461545694,6867.812632454199,-7090.771093999893,7090.771093999893
p40,7,789.9,1042.1776078691473,-12222.26956339017,11969.991955521022,11969.991955521022
p41,1,1062.1,1144.2573859938043,12825.863969859423,-12908.021355853227,12908.021355853227
p41,2,1047.0,1070.7414301449503,-13184.915099714839,13161.17366956989,13161.17366956989
p41,3,833.5,881.4763127331146,16544.292026317104,-16592.268339050217,16592.268339050217
p41,4,1082.1999999999998,949.2792219299434,-3315.7662727195984,3448.6870507896547,3448.6870507896547
p41,5,820.5,1035.2892945166113,-1672.247150946614,1457.4578564300027,1457.4578564300027
p41,6,744.4000000000001,951.0772984805269,6391.975713098203,-6598.65301157873,6598.65301157873
p41,7,789.9,1014.8487509810866,-11590.168877745034,11365.220126763948,11365.220126763948
p42,1,1062.1,897.52201443451,13736.778637138763,-13572.200651573274,13572.200651573274
p42,2,1047.0,1048.5661485459452,-7776.893254853704,7775.327106307759,7775.327106307759
p42,3,833.5,816.6033135213013,10360.176671465048,-10343.27998498635,10343.27998498635
p42,4,1082.1999999999998,851.3712353376114,-3044.948737215378,3275.7775018777666,3275.7775018777666
p42,5,820.5,962.8988463990793,-985.2866239378527,842.8877775387734,842.8877775387734
p42,6,744.4000000000001,884.5075372730751,6938.698070570872,-7078.805607843947,7078.805607843947
p42,7,789.9,948.2062542707146,-12223.736506288558,12065.430252017844,12065.430252017844
p43,1,1062.1,1291.9860461251058,12776.511129833172,-13006.397175958278,13006.397175958278
p43,2,1047.0,1229.4712693235388,-13134.48160564282,12952.010336319283,12952.010336319283
p43,3,833.5,983.4600426344498,16478.19698018438,-16628.157022818832,16628.157022818832
p43,4,1082.1999999999998,1088.126810788079,-3312.8330971143714,3306.9062863262925,3306.9062863262925
p43,5,820.5,1201.5640830373318,-1650.8898336880065,1269.8257506506748,1269.8257506506748
p43,6,744.4000000000001,1118.4304397798337,6370.804551868983,-6744.834991648817,6744.834991648817
p43,7,789.9,1207.3959778528128,-11581.994453562049,11164.498475709235,11164.498475709235
p5,1,1062.1,1155.504193888285,12822.122022279407,-12915.526216167693,12915.526216167693
p5,2,1047.0,1081.7422747470268,-13181.092099787944,13146.349825040917,13146.349825040917
p5,3,833.5,893.8732349711162,16539.84468486435,-16600.217919835468,16600.217919835468
p5,4,1082.1999999999998,959.7867461217746,-3328.1103447827063,3450.5235986609314,3450.5235986609314
p5,5,820.5,1047.9378368749028,-1657.492188465907,1430.0543515910042,1430.0543515910042
p5,6,744.4000000000001,963.807836452657,6389.099058959948,-6608.5068954126045,6608.5068954126045
p5,7,789.9,1029.3617754254346,-11589.501433666203,11350.039658240768,11350.039658240768
p6,1,1062.1,1171.577772723223,12816.73430682724,-12926.212079550463,12926.212079550463
p6,2,1047.0,1098.7801171519523,-13175.585465881102,13123.80534872915,13123.80534872915
p6,3,833.5,900.2283436105423,16532.659333349373,-16599.387676959916,16599.387676959916
p6,4,1082.1999999999998,974.9495114809819,-3313.4833385328457,3420.7338270518635,3420.7338270518635
p6,5,820.5,1066.0503432977782,-1669.490967643249,1423.9406243454707,1423.9406243454707
p6,6,744.4000000000001,982.0377896536238,6386.826499563849,-6624.4642892174725,6624.4642892174725
p6,7,789.9,1050.4111708945907,-11588.682684690582,11328.17151379599,11328.17151379599
p7,1,1062.1,1119.8667281607043,10170.766493970092,-10228.533222130796,10228.533222130796
p7,2,1047.0,1026.0363101206738,-10452.413991341688,10473.377681221014,10473.377681221014
p7,3,833.5,847.3759306737181,12811.33730619499,-12825.213236868707,12825.213236868707
p7,4,1082.1999999999998,937.3292515815322,-1861.1235956877572,2005.9943441062248,2005.9943441062248
p7,5,820.5,916.0021091042906,-1228.3830029309338,1132.8808938266432,1132.8808938266432
p7,6,744.4000000000001,900.2452857709465,5075.521304975964,-5231.36659074691,5231.36659074691
p7,7,789.9,934.5596058807592,-15446.626819727935,15301.967213847176,15301.967213847176
p8,1,1062.1,1129.2281005658979,11416.464021152362,-11483.59212171826,11483.59212171826
p8,2,1047.0,1043.3119203395715,-11693.193067177395,11696.881146837824,11696.881146837824
p8,3,833.5,871.9262336474309,14499.327919874413,-14537.754153521844,14537.754153521844
p8,4,1082.1999999999998,940.9398540579341,-2428.911388133969,2570.1715340760347,2570.1715340760347
p8,5,820.5,1006.3209385832803,-1738.6400107051904,1552.8190721219103,1552.8190721219103
p8,6,744.4000000000001,950.3624255453784,5588.521216590931,-5794.483642136309,5794.483642136309
p8,7,789.9,972.9291719879031,-11426.919646904993,11243.89047491709,11243.89047491709
p9,1,1062.1,1568.4624604266198,10014.368303002637,-10520.730763429257,10520.730763429257
p9,2,1047.0,1383.9775843679295,-10292.826294176271,9955.848709808342,9955.848709808342
p9,3,833.5,1154.2247062035117,12612.21928009662,-12932.943986300132,12932.943986300132
p9,4,1082.1999999999998,1282.2864136080232,-1815.9343038042662,1615.8478901962428,1615.8478901962428
p9,5,820.5,1376.9507692228094,-1198.4774971715397,642.0267279487302,642.0267279487302
p9,6,744.4000000000001,1376.3648004921167,5006.003813466265,-5637.968613958381,5637.968613958381
p9,7,789.9,1441.0141767763175,-15240.763003977187,14589.648827200868,14589.648827200868
