prefix,year,inputs,outputs,initial_soil_water_total,final_soil_water_total,delta_soil_water_total,residual_soil_only,abs_residual_soil_only,initial_total_soil_plus_frozwt,final_total_soil_plus_frozwt,delta_total_soil_plus_frozwt,residual_total_soil_plus_frozwt,abs_residual_total_soil_plus_frozwt
p2,6,750.7,787.5016826567442,104.12614094136124,121.38572768679009,17.259586745428848,-54.061269402172954,54.061269402172954,221.857788310459,185.05610565371467,-36.80168265674433,2.2737367544323206e-13,2.2737367544323206e-13
p2,7,732.0419084384423,736.462576727868,121.38572768679009,66.89686690313538,-54.488860783654715,50.06819249422897,50.06819249422897,185.05610565371467,180.63543736428926,-4.420668289425407,-3.410605131648481e-13,3.410605131648481e-13
p3,2,969.2162088031613,989.165349807771,361.9981843549428,421.2212113365654,59.22302698162258,-79.1721679862323,79.1721679862323,441.17035234117355,421.2212113365654,-19.94914100460818,-1.5347723092418164e-12,1.5347723092418164e-12
p3,3,887.7191865995632,955.3873675418738,421.2212113365654,353.5530303942548,-67.66818094231058,-5.684341886080802e-14,5.684341886080802e-14,421.2212113365654,353.5530303942548,-67.66818094231058,-5.684341886080802e-14,5.684341886080802e-14
p3,4,1133.427937930609,999.573219151272,353.5530303942548,381.39062485072384,27.83759445646905,106.01712432286791,106.01712432286791,353.5530303942548,487.40774917359784,133.85471877934305,-6.0822458181064576e-12,6.0822458181064576e-12
p3,5,810.4366666666667,923.0442210519716,381.39062485072384,231.35435132003118,-150.03627353069265,37.42871914538779,37.42871914538779,487.40774917359784,374.8001947882951,-112.60755438530276,-2.1032064978498966e-12,2.1032064978498966e-12
p3,6,750.7,800.904879286089,231.35435132003118,238.66707165548078,7.3127203354495975,-57.51759962153855,57.51759962153855,374.8001947882951,324.5953155022058,-50.204879286089295,3.410605131648481e-13,3.410605131648481e-13
p3,7,718.48202753806,718.8096766792366,238.66707165548078,194.71334556236545,-43.953726093115336,43.62607695193873,43.62607695193873,324.5953155022058,324.2676662416398,-0.3276492605659769,1.193893695017323e-07,1.193893695017323e-07
p4,2,1018.7669189072363,930.5319088449008,238.59881487727586,388.70408762347137,150.1052727461955,-61.870262683860005,61.870262683860005,300.4690775611384,388.70408762347137,88.23501006233295,2.5579538487363607e-12,2.5579538487363607e-12
p4,3,850.7645387621703,955.8521436141931,388.70408762347137,283.6164827714461,-105.08760485202527,2.5011104298755527e-12,2.5011104298755527e-12,388.70408762347137,283.6164827714461,-105.08760485202527,2.5011104298755527e-12,2.5011104298755527e-12
p4,4,1120.8318756639264,1067.8518543842988,283.6164827714461,248.86017708940645,-34.75630568203965,87.73632696166729,87.73632696166729,283.6164827714461,336.5965040510717,52.98002127962559,2.0463630789890885e-12,2.0463630789890885e-12
p4,5,810.8785614794263,867.7450411303225,248.86017708940645,142.76421902672735,-106.0959580626791,49.22947841178282,49.22947841178282,336.5965040510717,279.7300244001732,-56.8664796508985,2.2168933355715126e-12,2.2168933355715126e-12
p4,6,750.2581051872405,753.8140233656337,142.76421902672735,214.83524374704004,72.07102472031269,-75.62694289870589,75.62694289870589,279.7300244001732,276.17410622177874,-3.5559181783944496,1.2505552149377763e-12,1.2505552149377763e-12
p4,7,747.2662421819563,764.3216793298486,214.83524374704004,148.67046679143928,-66.16477695560076,49.10933980770841,49.10933980770841,276.17410622177874,259.1186690738849,-17.055437147893826,1.4779288903810084e-12,1.4779288903810084e-12
p5,2,1001.7579852588149,905.1337843635338,603.0358882671921,775.9483743584965,172.91248609130434,-76.28828519602325,76.28828519602325,679.3241734631887,775.9483743584965,96.62420089530781,-2.6716406864579767e-11,2.6716406864579767e-11
p5,3,865.3352589522027,963.093588891229,775.9483743584965,678.1900444194985,-97.75832993899803,-2.830802259268239e-11,2.830802259268239e-11,775.9483743584965,678.1900444194985,-97.75832993899803,-2.830802259268239e-11,2.830802259268239e-11
p5,4,1123.2700891223158,1094.30422002404,678.1900444194985,599.4168666422227,-78.7731777772758,107.7390468755516,107.7390468755516,678.1900444194985,707.155913517801,28.965869098302505,-2.6716406864579767e-11,2.6716406864579767e-11
p5,5,810.4366666666667,864.515530904237,599.4168666422227,513.4160817300017,-86.00078491222098,31.921920674650664,31.921920674650664,707.155913517801,653.0770492802579,-54.07886423754303,-2.7284841053187847e-11,2.7284841053187847e-11
p5,6,750.7,784.1289085023125,513.4160817300017,545.0229469374789,31.6068652074772,-65.03577370978962,65.03577370978962,653.0770492802579,619.6481407779739,-33.428908502284,-2.8421709430404007e-11,2.8421709430404007e-11
p5,7,745.2527019176825,769.5862069934826,545.0229469374789,480.5249533156237,-64.49799362185519,40.16448854605511,40.16448854605511,619.6481407779739,595.314635702202,-24.333505075771882,-2.8194335754960775e-11,2.8194335754960775e-11
p6,2,1001.8592149842091,906.0682055630471,599.2926384787912,771.2587587659998,171.96612028720858,-76.17511086604657,76.17511086604657,675.4677493448114,771.2587587659998,95.79100942118839,-2.637534635141492e-11,2.637534635141492e-11
p6,3,865.2289744700549,964.8997323123942,771.2587587659998,671.5880009236869,-99.67075784231292,-2.637534635141492e-11,2.637534635141492e-11,771.2587587659998,671.5880009236869,-99.67075784231292,-2.637534635141492e-11,2.637534635141492e-11
p6,4,1123.2751438790692,1092.1795306018817,671.5880009236869,596.1550014087443,-75.4329995149426,106.52861279213016,106.52861279213016,671.5880009236869,702.6836142009004,31.095613277213488,-2.5920599000528455e-11,2.5920599000528455e-11
p6,5,810.4366666666667,871.619597852315,596.1550014087443,503.9660762983078,-92.18892511043646,31.005993924788186,31.005993924788186,702.6836142009004,641.5006830152796,-61.18293118562076,-2.751221472863108e-11,2.751221472863108e-11
p6,6,750.7,792.1178340007127,503.9660762983078,525.4534093381877,21.4873330398799,-62.90516704059257,62.90516704059257,641.5006830152796,600.0828490145967,-41.41783400068289,-2.97859514830634e-11,2.97859514830634e-11
p6,7,745.3278473787007,775.3970923681541,525.4534093381877,455.05900800423916,-70.39440133394857,40.325156344495156,40.325156344495156,600.0828490145967,570.0136040251724,-30.069244989424305,-2.9103830456733704e-11,2.9103830456733704e-11
p7,2,1000.8648388140774,913.450713386903,514.0167040959612,685.9156159222852,171.8989118263239,-84.48478639914947,84.48478639914947,598.5014904950962,685.9156159222852,87.41412542718899,-1.4551915228366852e-11,1.4551915228366852e-11
p7,3,866.100003693434,966.0419858119192,685.9156159222852,585.9736338038138,-99.9419821184714,-1.375610736431554e-11,1.375610736431554e-11,685.9156159222852,585.9736338038138,-99.9419821184714,-1.375610736431554e-11,1.375610736431554e-11
p7,4,1123.3984908258217,1083.7814018081303,585.9736338038138,509.69932717052893,-76.27430663328482,115.89139565097616,115.89139565097616,585.9736338038138,625.5907228215195,39.61708901770578,-1.4438228390645236e-11,1.4438228390645236e-11
p7,5,810.4366666666667,890.4885713884794,509.69932717052893,407.4081198116535,-102.29120735887545,22.239302637062792,22.239302637062792,625.5907228215195,545.5388180997218,-80.05190472179777,-1.48929757415317e-11,1.48929757415317e-11
p7,6,750.7,801.6916281644274,407.4081198116535,409.8399299734852,2.43181016183172,-53.42343832625903,53.42343832625903,545.5388180997218,494.5471899353085,-50.99162816441327,-1.404032445861958e-11,1.404032445861958e-11
p7,7,745.1249836490715,751.881099659645,409.8399299734852,366.42661097538934,-43.41331899809586,36.657202987522396,36.657202987522396,494.5471899353085,487.7910739247464,-6.756116010562096,-1.1368683772161603e-11,1.1368683772161603e-11
p8,2,1003.6530596651635,915.4966439234938,543.6918609869989,712.0860465240337,168.3941855370348,-80.23776979536512,80.23776979536512,623.9296307823506,712.0860465240337,88.15641574168308,-1.3415046851150692e-11,1.3415046851150692e-11
p8,3,863.7077733941456,965.8150699241719,712.0860465240337,609.9787499940219,-102.10729653001181,-1.4438228390645236e-11,1.4438228390645236e-11,712.0860465240337,609.9787499940219,-102.10729653001181,-1.4438228390645236e-11,1.4438228390645236e-11
p8,4,1123.002500274024,1085.3303783041881,609.9787499940219,534.5830526808986,-75.39569731312326,113.06781928295914,113.06781928295914,609.9787499940219,647.6508719638712,37.672121969849286,-1.3415046851150692e-11,1.3415046851150692e-11
p8,5,810.4366666666667,876.6675039729407,534.5830526808986,444.4537355063729,-90.12931717452574,23.89847986825174,23.89847986825174,647.6508719638712,581.4200346576106,-66.23083730626058,-1.3415046851150692e-11,1.3415046851150692e-11
p8,6,750.7,790.7276363546293,444.4537355063729,465.128209023968,20.674473517595118,-60.70210987222441,60.70210987222441,581.4200346576106,541.3923983029954,-40.0276363546152,-1.4097167877480388e-11,1.4097167877480388e-11
p8,7,745.4680396719049,765.0155300450942,465.128209023968,411.41196900407516,-53.71624001989284,34.168749646703475,34.168749646703475,541.3923983029954,521.8449079298186,-19.547490373176743,-1.261923898709938e-11,1.261923898709938e-11
p9,2,998.899277832055,921.2820265427756,421.4030650798438,576.2476370665314,154.84457198668758,-77.22732069740823,77.22732069740823,498.63038577723955,576.2476370665314,77.61725128929186,-1.2505552149377763e-11,1.2505552149377763e-11
p9,3,867.8315547842599,942.5504245869487,576.2476370665314,501.5287672638535,-74.71886980267789,-1.0913936421275139e-11,1.0913936421275139e-11,576.2476370665314,501.5287672638535,-74.71886980267789,-1.0913936421275139e-11,1.0913936421275139e-11
p9,4,1123.6325007170185,1100.305019042219,501.5287672638535,419.81536586100987,-81.71340140284366,105.04088307764306,105.04088307764306,501.5287672638535,524.8562489386622,23.327481674808723,-9.322320693172514e-12,9.322320693172514e-12
p9,5,810.4366666666667,854.2446137229518,419.81536586100987,338.6239427259036,-81.19142313510628,37.38347607882116,37.38347607882116,524.8562489386622,481.0483018823867,-43.807947056275566,-9.549694368615746e-12,9.549694368615746e-12
p9,6,750.7,756.8397918924427,338.6239427259036,390.2330300514961,51.6090873255925,-57.74887921803514,57.74887921803514,481.0483018823867,474.90850998995114,-6.1397918924355395,-7.105427357601002e-12,7.105427357601002e-12
p9,7,747.9000000000001,755.8185287093033,390.2330300514961,346.28373506733755,-43.94929498415854,36.030766274855296,36.030766274855296,474.90850998995114,466.989981280655,-7.91852870929614,-7.105427357601002e-12,7.105427357601002e-12
p10,2,1008.1992945227834,926.1019902682697,502.7613709367702,668.8379575897125,166.07658665294224,-83.97928239842855,83.97928239842855,586.7406533351862,668.8379575897125,82.0973042545263,-1.261923898709938e-11,1.261923898709938e-11
p10,3,859.7943062813584,964.7439115380541,668.8379575897125,563.8883523330304,-104.94960525668205,-1.3642420526593924e-11,1.3642420526593924e-11,668.8379575897125,563.8883523330304,-104.94960525668205,-1.3642420526593924e-11,1.3642420526593924e-11
p10,4,1122.3697325291914,1074.9713354643309,563.8883523330304,498.5330307274894,-65.35532160554101,112.75371867040155,112.75371867040155,563.8883523330304,611.2867493979045,47.398397064874075,-1.3528733688872308e-11,1.3528733688872308e-11
p10,5,810.4366666666667,907.0817342887856,498.5330307274894,373.63809981975226,-124.89493090773715,28.24986328561829,28.24986328561829,611.2867493979045,514.6416817757981,-96.64506762210635,-1.2505552149377763e-11,1.2505552149377763e-11
p10,6,750.7,790.4198377487503,373.63809981975226,390.20671266797615,16.568612848223893,-56.288450596974144,56.288450596974144,514.6416817757981,474.9218440270592,-39.71983774873894,-1.1311840353300795e-11,1.1311840353300795e-11
p10,7,746.0417674195129,738.4159568424975,390.20671266797615,360.89747825363196,-29.30923441434419,36.935044991359575,36.935044991359575,474.9218440270592,482.54765460408225,7.62581057702306,-7.673861546209082e-12,7.673861546209082e-12
p11,2,968.731245521288,942.7001640091113,530.2481711707904,626.0231077944162,95.77493662362576,-69.74385511144908,69.74385511144908,599.9920262822268,626.0231077944162,26.031081512189417,-1.2732925824820995e-11,1.2732925824820995e-11
p11,3,887.6338555954155,952.6120782432254,626.0231077944162,561.0448851466192,-64.978222647797,-1.2846612662542611e-11,1.2846612662542611e-11,626.0231077944162,561.0448851466192,-64.978222647797,-1.2846612662542611e-11,1.2846612662542611e-11
p11,4,1133.9982322166297,1072.8419320596313,561.0448851466192,517.4152755249344,-43.629609621684835,104.78590977868328,104.78590977868328,561.0448851466192,622.2011853036321,61.15630015701288,-1.4438228390645236e-11,1.4438228390645236e-11
p11,5,810.4366666666667,898.7930406787717,517.4152755249344,413.4898002444527,-103.92547528048169,15.569101268376698,15.569101268376698,622.2011853036321,533.8448112915391,-88.35637401209294,-1.2050804798491299e-11,1.2050804798491299e-11
p11,6,750.7,806.782914476451,413.4898002444527,425.8153961613725,12.325595916919838,-68.40851039337076,68.40851039337076,533.8448112915391,477.76189681509555,-56.08291447644359,-7.332801033044234e-12,7.332801033044234e-12
p11,7,715.9465897300581,698.9112290493155,425.8153961613725,385.42181607560076,-40.39358008577176,57.428940766514415,57.428940766514415,477.76189681509555,494.7972574958403,17.03536068074476,-2.1032064978498966e-12,2.1032064978498966e-12
p12,2,1009.2731923418612,937.3703522780598,489.05407276759746,644.2913786692584,155.23730590166093,-83.33446583785957,83.33446583785957,572.3885386054437,644.2913786692584,71.90284006381466,-1.3301360013429075e-11,1.3301360013429075e-11
p12,3,858.8975326948682,971.2678172957511,644.2913786692584,531.921094068389,-112.37028460086935,-1.3528733688872308e-11,1.3528733688872308e-11,644.2913786692584,531.921094068389,-112.37028460086935,-1.3528733688872308e-11,1.3528733688872308e-11
p12,4,1122.1926082966038,1060.9176902337915,531.921094068389,483.27719026694984,-48.643903801439194,109.91882186425147,109.91882186425147,531.921094068389,593.1960121312139,61.274918062824895,-1.261923898709938e-11,1.261923898709938e-11
p12,5,810.4366666666667,911.802577290536,483.27719026694984,347.9127263597018,-135.36446390724802,33.99855328337878,33.99855328337878,593.1960121312139,491.8301015073581,-101.36591062385583,-1.3415046851150692e-11,1.3415046851150692e-11
p12,6,750.7,767.6119436856591,347.9127263597018,390.19922056277596,42.28649420307414,-59.19843788873317,59.19843788873317,491.8301015073581,474.91815782170937,-16.911943685648737,-1.028865881380625e-11,1.028865881380625e-11
p12,7,746.0990894746418,744.206118205009,390.19922056277596,355.0854951216186,-35.113725441157385,37.00669671079015,37.00669671079015,474.91815782170937,476.81112909135004,1.8929712696406682,-7.901235221652314e-12,7.901235221652314e-12
p13,2,1004.6710952586836,916.6765003553712,542.384065864307,710.5031783521907,168.11911248788374,-80.12451758457132,80.12451758457132,622.5085834488646,710.5031783521907,87.99459490332617,-1.375610736431554e-11,1.375610736431554e-11
p13,3,862.8316356183949,965.7538232368114,710.5031783521907,607.5809907337879,-102.92218761840286,-1.3642420526593924e-11,1.3642420526593924e-11,710.5031783521907,607.5809907337879,-102.92218761840286,-1.3642420526593924e-11,1.3642420526593924e-11
p13,4,1122.8606024562546,1084.6809692859542,607.5809907337879,532.8945130476619,-74.68647768612595,112.8661108564263,112.8661108564263,607.5809907337879,645.7606239041017,38.17963317031388,-1.3528733688872308e-11,1.3528733688872308e-11
p13,5,810.4366666666667,878.4983968391767,532.8945130476619,441.11016590547234,-91.78434714218957,23.722616969679564,23.722616969679564,645.7606239041017,577.6988937316049,-68.06173017249682,-1.318767317570746e-11,1.318767317570746e-11
p13,6,750.7,792.322261243499,441.11016590547234,459.81138460152283,18.70121869605049,-60.323479939549486,60.323479939549486,577.6988937316049,536.0766324881203,-41.62226124348467,-1.432454155292362e-11,1.432454155292362e-11
p13,7,745.5913843511725,765.2276456620814,459.81138460152283,405.8289401544961,-53.98244444702675,34.346183136117816,34.346183136117816,536.0766324881203,516.4403711772251,-19.63626131089518,-1.375610736431554e-11,1.375610736431554e-11
p14,2,996.1951279214078,936.3068720588436,450.2909750957325,588.3630678399049,138.07209274417244,-78.18383688160827,78.18383688160827,528.4748119773279,588.3630678399049,59.88825586257701,-1.2846612662542611e-11,1.2846612662542611e-11
p14,3,870.137425964879,957.5349356798581,588.3630678399049,500.9655581249381,-87.39750971496682,-1.233502189279534e-11,1.233502189279534e-11,588.3630678399049,500.9655581249381,-87.39750971496682,-1.233502189279534e-11,1.233502189279534e-11
p14,4,1124.0307794470464,1070.7920596491422,500.9655581249381,448.332892538569,-52.632665586369114,105.87138538427331,105.87138538427331,500.9655581249381,554.2042779228517,53.238719797913575,-9.379164112033322e-12,9.379164112033322e-12
p14,5,810.4366666666667,883.6978319549751,448.332892538569,339.5108271580015,-108.8220653805675,35.560900092259146,35.560900092259146,554.2042779228517,480.9431126345547,-73.26116528829698,-1.1368683772161603e-11,1.1368683772161603e-11
p14,6,750.7,756.7336077304399,339.5108271580015,390.2165438681595,50.70571671015796,-56.739324440597784,56.739324440597784,480.9431126345547,474.9095049041221,-6.033607730432607,-7.219114195322618e-12,7.219114195322618e-12
p14,7,744.6354857386591,752.6119997169866,390.2165438681595,345.1307766132111,-45.085767254948394,37.109253276620905,37.109253276620905,474.9095049041221,466.93299092580196,-7.976513978320156,-7.332801033044234e-12,7.332801033044234e-12
p15,2,1006.3411175426304,920.1691000953608,508.38286656595153,678.7898799991714,170.40701343321984,-84.23499598595026,84.23499598595026,592.6178625518895,678.7898799991714,86.17201744728186,-1.2278178473934531e-11,1.2278178473934531e-11
p15,3,861.3987178677844,965.2698208750288,678.7898799991714,574.9187769919406,-103.87110300723077,-1.3642420526593924e-11,1.3642420526593924e-11,678.7898799991714,574.9187769919406,-103.87110300723077,-1.3642420526593924e-11,1.3642420526593924e-11
p15,4,1122.6234979229184,1078.9492679775685,574.9187769919406,504.46060280043014,-70.45817419151047,114.13240413686037,114.13240413686037,574.9187769919406,618.5930069373044,43.67422994536378,-1.3869794202037156e-11,1.3869794202037156e-11
p15,5,810.4366666666667,899.8027228682188,504.46060280043014,389.0341868729149,-115.42641592751522,26.060359725963167,26.060359725963167,618.5930069373044,529.2269507357653,-89.3660562015391,-1.2960299500264227e-11,1.2960299500264227e-11
p15,6,750.7,800.358580536495,389.0341868729149,394.8546129863239,5.820426113408985,-55.47900664990391,55.47900664990391,529.2269507357653,479.56837019928355,-49.658580536481736,-1.318767317570746e-11,1.318767317570746e-11
p15,7,745.7863660972587,740.1945201862645,394.8546129863239,363.6498844827766,-31.2047285035473,36.79657441454145,36.79657441454145,479.56837019928355,485.1602161102862,5.591845911002679,-8.526512829121202e-12,8.526512829121202e-12
p16,2,1000.6916265656508,922.1779389421653,501.62838404316443,664.0695106749309,162.4411266317665,-83.92743900828094,83.92743900828094,585.555823051432,664.0695106749309,78.51368762349898,-1.3415046851150692e-11,1.3415046851150692e-11
p16,3,866.2322680881556,968.7317308869425,664.0695106749309,561.5700478761588,-102.49946279877213,-1.4779288903810084e-11,1.4779288903810084e-11,664.0695106749309,561.5700478761588,-102.49946279877213,-1.4779288903810084e-11,1.4779288903810084e-11
p16,4,1123.4394386795268,1075.2219995930545,561.5700478761588,497.7833979384447,-63.78664993771412,112.00408902418638,112.00408902418638,561.5700478761588,609.7874869626445,48.21743908648568,-1.3415046851150692e-11,1.3415046851150692e-11
p16,5,810.4366666666667,908.23549836913,497.7833979384447,373.96767784830223,-123.81572009014246,26.01688838767916,26.01688838767916,609.7874869626445,511.98865526019495,-97.79883170244955,-1.375610736431554e-11,1.375610736431554e-11
p16,6,750.7,787.7665244034365,373.96767784830223,390.20679842184836,16.23912057354613,-53.30564497698259,53.30564497698259,511.98865526019495,474.9221308567701,-37.066524403424864,-1.1596057447604835e-11,1.1596057447604835e-11
p16,7,745.1971821228599,738.1122910877856,390.20679842184836,360.33111426664533,-29.875684155203032,36.960575190277325,36.960575190277325,474.9221308567701,482.007021891852,7.08489103508191,-7.617018127348274e-12,7.617018127348274e-12
p17,2,1004.4985352332201,941.0441132835333,470.3461243455027,615.04376871089,144.69764436538736,-81.24322241570059,81.24322241570059,551.5893467611891,615.04376871089,63.454421949700986,-1.4210854715202004e-11,1.4210854715202004e-11
p17,3,863.0033155820563,970.2011507541283,615.04376871089,507.8459335388319,-107.19783517205815,-1.3869794202037156e-11,1.3869794202037156e-11,615.04376871089,507.8459335388319,-107.19783517205815,-1.3869794202037156e-11,1.3869794202037156e-11
p17,4,1122.8614825180568,1056.7617817496584,507.8459335388319,466.4868694899982,-41.359064048833716,107.45876481723212,107.45876481723212,507.8459335388319,573.9456343072407,66.09970076840875,-1.0345502232667059e-11,1.0345502232667059e-11
p17,5,810.4366666666667,903.460706976693,466.4868694899982,336.4464883588837,-130.0403811311145,37.01634082108819,37.01634082108819,573.9456343072407,480.9215939972278,-93.02404031001288,-1.3415046851150692e-11,1.3415046851150692e-11
p17,6,750.7,756.7091726306783,336.4464883588837,390.22601609398475,53.779527735101055,-59.78870036577928,59.78870036577928,480.9215939972278,474.9124213665579,-6.009172630669866,-8.355982572538778e-12,8.355982572538778e-12
p17,7,745.4600134835255,749.1708731977973,390.22601609398475,349.4645692321781,-40.76144686180663,37.05058714753483,37.05058714753483,474.9124213665579,471.2015616522941,-3.7108597142637905,-8.01492205937393e-12,8.01492205937393e-12
p18,2,998.8934862449414,929.8907948414814,491.3248103201871,643.784280988811,152.4594706686239,-83.45677926516385,83.45677926516385,574.7815895853382,643.784280988811,69.0026914034728,-1.2732925824820995e-11,1.2732925824820995e-11
p18,3,867.7943073835987,968.6742989571721,643.784280988811,542.9042894152502,-100.8799915735608,-1.261923898709938e-11,1.261923898709938e-11,643.784280988811,542.9042894152502,-100.8799915735608,-1.261923898709938e-11,1.261923898709938e-11
p18,4,1123.6755397047932,1070.4689628901265,542.9042894152502,486.60850387902076,-56.29578553622946,109.50236235089619,109.50236235089619,542.9042894152502,596.1108662299296,53.20657681467935,-1.261923898709938e-11,1.261923898709938e-11
p18,5,810.4366666666667,912.8702298507411,486.60850387902076,355.003119837744,-131.60538404127675,29.171820857202363,29.171820857202363,596.1108662299296,493.6773030458679,-102.43356318406165,-1.2732925824820995e-11,1.2732925824820995e-11
p18,6,750.7,769.4582426501689,355.003119837744,390.20734115246466,35.204221314720655,-53.96246396488954,53.96246396488954,493.6773030458679,474.9190603957097,-18.758242650158195,-1.0686562745831907e-11,1.0686562745831907e-11
p18,7,744.9578408421023,742.2598073348121,390.20734115246466,355.81429110756505,-34.39305004489961,37.09108355218984,37.09108355218984,474.9190603957097,477.6170939030079,2.6980335072981916,-7.958078640513122e-12,7.958078640513122e-12
p19,2,1007.4044861956147,920.486035342541,509.3023316769323,680.4980418214361,171.19571014450383,-84.27725929143008,84.27725929143008,593.5795909683486,680.4980418214361,86.9184508530875,-1.375610736431554e-11,1.375610736431554e-11
p19,3,860.4741326370527,963.9114994837953,680.4980418214361,577.060674974706,-103.43736684673013,-1.2505552149377763e-11,1.2505552149377763e-11,680.4980418214361,577.060674974706,-103.43736684673013,-1.2505552149377763e-11,1.2505552149377763e-11
p19,4,1122.484714500666,1079.9102088399427,577.060674974706,505.1031553203341,-71.95751965437188,114.53202531509527,114.53202531509527,577.060674974706,619.635180635443,42.57450566073703,-1.3642420526593924e-11,1.3642420526593924e-11
p19,5,810.4366666666667,898.4744764375807,505.1031553203341,390.9920289625484,-114.11112635778574,26.073316586871726,26.073316586871726,619.635180635443,531.5973708645419,-88.03780977090116,-1.2846612662542611e-11,1.2846612662542611e-11
p19,6,750.7,800.67188596816,390.9920289625484,396.91240700664736,5.920378044098982,-55.89226401225898,55.89226401225898,531.5973708645419,481.6254848963969,-49.97188596814493,-1.5063505998114124e-11,1.5063505998114124e-11
p19,7,745.9518689741706,741.9929736371022,396.91240700664736,364.0541954713944,-32.85821153525296,36.81710687232135,36.81710687232135,481.6254848963969,485.5843802334746,3.9588953370776494,-9.265477274311706e-12,9.265477274311706e-12
p20,2,970.313542528088,1013.0584536808589,388.6581936647002,425.1356017298096,36.47740806510939,-79.22231921788028,79.22231921788028,467.8805128825757,425.1356017298096,-42.74491115276612,-4.774847184307873e-12,4.774847184307873e-12
p20,3,886.7514265720721,957.0527891446063,425.1356017298096,354.8342391572757,-70.30136257253389,-3.410605131648481e-13,3.410605131648481e-13,425.1356017298096,354.8342391572757,-70.30136257253389,-3.410605131648481e-13,3.410605131648481e-13
p20,4,1133.2983642331733,981.3064850522549,354.8342391572757,400.8107509900625,45.9765118327868,106.01536734813163,106.01536734813163,354.8342391572757,506.8261183382006,151.9918791809249,-6.480149750132114e-12,6.480149750132114e-12
p20,5,810.4366666666667,940.0106545477602,400.8107509900625,233.49092609152865,-167.31982489853385,37.74583701744041,37.74583701744041,506.8261183382006,377.2521304571107,-129.57398788108992,-3.524291969370097e-12,3.524291969370097e-12
p20,6,750.7,803.1534062699093,233.49092609152865,238.86383936716055,5.372913275631902,-57.82631954554114,57.82631954554114,377.2521304571107,324.79872418720095,-52.45340626990975,5.115907697472721e-13,5.115907697472721e-13
p20,7,718.6394111378684,719.1637727143901,238.86383936716055,194.65866601094973,-44.20517335621082,43.680811779689066,43.680811779689066,324.79872418720095,324.27436248384345,-0.5243617033574992,1.2683574368566042e-07,1.2683574368566042e-07
p21,2,970.4152036220121,1022.7939128889534,399.1248017593223,419.34523463015694,20.220432870834657,-72.59914213777597,72.59914213777597,471.72394389708865,419.34523463015694,-52.37870926693171,-9.606537787476555e-12,9.606537787476555e-12
p21,3,886.6977026084501,954.1903156616419,419.34523463015694,351.85262157696553,-67.4926130531914,-3.979039320256561e-13,3.979039320256561e-13,419.34523463015694,351.85262157696553,-67.4926130531914,-3.979039320256561e-13,3.979039320256561e-13
p21,4,1133.250427102871,980.3199516766389,351.85262157696553,407.9578746371796,56.10525306021407,96.82522236601812,96.82522236601812,351.85262157696553,504.7830970032115,152.93047542624595,-1.375610736431554e-11,1.375610736431554e-11
