child4_test_04_shared_soil_aggregation	PASS	0	2026-08-19T23:59:02Z	2026-08-19T23:59:04Z	cargo test -p openwepp-hillslope-orchestrator shared_soil_thermal_aggregation_is_ordered_complete_and_owner_bound	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_04_shared_soil_aggregation.log	1	0	0	0	1943965598
child4_test_05_mixed_lineage_rejected	PASS	0	2026-08-19T23:59:04Z	2026-08-19T23:59:06Z	cargo test -p openwepp-hillslope-orchestrator mixed_complete_owner_lineage_is_rejected_before_execution	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_05_mixed_lineage_rejected.log	1	0	0	0	1763958766
child4_test_06_projection_source_lineage_mass	PASS	0	2026-08-19T23:59:06Z	2026-08-19T23:59:15Z	cargo test -p openwepp-hillslope-orchestrator sealed_repository_receipts_project_into_real_child4_forcing_types	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_06_projection_source_lineage_mass.log	1	0	0	0	8783723975
child4_test_07_scheduler_equivalence	PASS	0	2026-08-19T23:59:15Z	2026-08-19T23:59:25Z	cargo test -p openwepp-hillslope-orchestrator explicit_scheduler_consumer_advances_shadow_without_changing_production	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_07_scheduler_equivalence.log	1	0	0	0	-1608465558896208772
child4_test_08_downstream_rollback	PASS	0	2026-08-19T23:59:25Z	2026-08-19T23:59:35Z	cargo test -p openwepp-hillslope-orchestrator downstream_scheduler_failure_discards_production_and_complete_shadow_candidate	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_08_downstream_rollback.log	1	0	0	0	1608465579131344604
child4_test_09_routing_unsupported	PASS	0	2026-08-19T23:59:35Z	2026-08-19T23:59:37Z	cargo test -p openwepp-hillslope-orchestrator active_routing_is_typed_unsupported_before_any_shadow_or_production_change	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_09_routing_unsupported.log	1	0	0	0	1697190337
child4_test_10_receipt_mismatch	PASS	0	2026-08-19T23:59:37Z	2026-08-19T23:59:38Z	cargo test -p openwepp-hillslope-orchestrator repository_day_receipt_mismatch_discards_both_candidates	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_10_receipt_mismatch.log	1	0	0	0	1425545958
child4_test_11_v10_root_template_poison	PASS	0	2026-08-19T23:59:39Z	2026-08-19T23:59:41Z	cargo test -p openwepp-hillslope-orchestrator v10_rejects_caller_root_hydraulic_template_operands_atomically	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_11_v10_root_template_poison.log	1	0	0	0	1608465583300484742
child4_test_12_v10_dead_global_scalar	PASS	0	2026-08-19T23:59:41Z	2026-08-19T23:59:43Z	cargo test -p openwepp-hillslope-orchestrator v10_canonicalizes_dead_global_ground_scalars_for_heterogeneous_tiles	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_12_v10_dead_global_scalar.log	1	0	0	0	1845674947
child4_test_13_v10_external_runon_failclosed	PASS	0	2026-08-19T23:59:43Z	2026-08-19T23:59:44Z	cargo test -p openwepp-hillslope-orchestrator v10_rejects_unowned_external_runon_without_mutation	docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260819T235452Z-child4-root-owner-final/logs/child4_test_13_v10_external_runon_failclosed.log	1	0	0	0	1738885799
