year,archive,contact,project,type,size,lat,long,obs.exp,treatment,treat.year,tract,site,plot,nbasket,bask.area,foliar.gcm2,nonfoliar.gcm2,total.gcm2,notes
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,184.0875161,60.28700129,244.3745174,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,165.3719434,67.23680824,232.6087516,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,197.1274131,66.41184041,263.5392535,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,159.0978121,46.42985843,205.5276705,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,139.036036,37.75418275,176.7902188,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,159.7902188,24.07464607,183.8648649,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,125.8867439,30.48005148,156.3667954,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,142.5238095,40.05276705,182.5765766,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,94.78249678,71.6962677,166.4787645,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,44.01158301,5.19047619,49.2020592,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,96.02702703,37.67181467,133.6988417,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,149.7091377,26.4041184,176.1132561,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,122.4285714,94.9034749,217.3320463,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,103.8507079,42.49420849,146.3449163,NA
1989,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,198.8,excludes basket 11
1990,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,202.5,NA
1991,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,203.35,excludes basket 7
1992,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,215.9,excludes basket 2
1993,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,225.85,NA
1994,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,218.05,NA
1995,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,209.25,NA
1996,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,194,NA
1997,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,199.2,NA
1998,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,231,NA
1999,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,215,NA
2000,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,190.05,NA
2001,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,240,NA
2002,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,189.95,NA
2003,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,238.1,NA
2004,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,199.45,NA
2005,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,211.05,excludes basket 7
2006,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,8,0.2345,NA,NA,174.95,excludes baskets 4; 7; 8 and 10
2007,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,187.8,excludes basket 10
2008,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,10,0.2345,NA,NA,209.25,excludes baskets 1 and 7
2009,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,278.6,NA
2010,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,8,0.2345,NA,NA,185.75,excludes baskets 1; 3; 4 and 6
2011,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,183.75,NA
2012,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,190.15,excludes basket 9
2013,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,10,0.2345,NA,NA,190.6,excludes baskets 7 & 12
2014,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,12,0.2345,NA,NA,221.6,NA
2015,hf101,barker-plotkin,sim-hurricane,hardwood,6000,42.49,-72.2,obs,NA,NA,TS,TS,C,11,0.2345,NA,NA,204.7,excludes basket 6
1989,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,12,0.2345,NA,NA,168.65,basket 13 not yet in study
1990,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,NA,0.2345,NA,NA,NA,no collection
1991,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,101.75,no June collection for baskets 3; 4; 8 and 12
1992,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,113.1,NA
1993,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,137.1,NA
1994,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,148.25,NA
1995,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,144.35,excludes baskets 3 and 5
1996,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,155.8,NA
1997,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,177.7,NA
1998,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,165.35,NA
1999,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,155.05,NA
2000,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,187.05,NA
2001,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,234.45,NA
2002,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,12,0.2345,NA,NA,210.1,excludes basket 11
2003,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,177.55,NA
2004,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,186.5,NA
2005,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,163.55,NA
2006,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,10,0.2345,NA,NA,189.5,excludes baskets 3; 10 and 12
2007,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,193.85,excludes baskets 9 and 12
2008,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,189.15,NA
2009,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,13,0.2345,NA,NA,248.1,NA
2010,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,158.5,excludes baskets 1 and 9
2011,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,12,0.2345,NA,NA,167.15,excludes basket 7
2012,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,162.8,excludes baskets 7 & 9
2013,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,12,0.2345,NA,NA,173.8,excludes basket 6
2014,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,189.85,excludes baskets 6 & 8
2015,hf101,barker-plotkin,sim-hurricane,hardwood,8000,42.49,-72.2,exp,pulldown,1990,TS,TS,B,11,0.2345,NA,NA,187.7,excludes baskets 1 & 10
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,195 - 100,1,0.1297,203.8550501,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,195 - 200,1,0.1297,164.0709329,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,210 - 100,1,0.1297,219.1210486,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,210 - 200,1,0.1297,312.7987664,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,178.7586739,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1297,160.5628373,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1297,148.1495759,4.356206631,152.5057826,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,198.8049345,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1297,222.2821897,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1297,148.843485,32.84502699,181.688512,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1297,180.4163454,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1297,202.0046261,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1297,134.695451,21.27987664,155.9753277,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,215.998458,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1297,140.0154202,35.23515806,175.2505783,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1297,216.3454125,138.9745567,355.3199692,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1297,158.9051658,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1297,114.9190439,88.74325366,203.6622976,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1297,152.7370856,29.37548188,182.1125675,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,175.5204318,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 200,1,0.1297,215.9599075,8.211256746,224.1711642,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1297,215.38165,26.86969931,242.2513493,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1297,184.309946,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,172.8604472,12.72166538,185.5821126,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,164.5720894,83.69313801,248.2652274,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,173.8242097,NA,NA,NA
2003,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1297,108.2112567,13.87818042,122.0894372,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,157.5812274,26.13718412,183.7184116,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,189.0974729,203.465704,392.5631769,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,164.5848375,18.98916968,183.5740072,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,64.87364621,66.67870036,131.5523466,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 100,1,0.1385,142.7436823,44.18772563,186.9314079,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,119.8535081,7.01619121,126.8696993,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 150,1,0.1385,194.0433213,83.64620939,277.6895307,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 200,1,0.1385,213.6101083,75.81227437,289.4223827,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1297,250.3469545,14.57208944,264.9190439,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1297,194.0632228,68.65844256,262.7216654,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 400,1,0.1976,167.1305668,11.99392713,179.1244939,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 50,1,0.1385,245.1263538,51.44404332,296.5703971,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,149.9036237,8.789514264,158.693138,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1297,308.3654588,0,308.3654588,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1297,152.1973786,39.39861218,191.5959907,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 400,1,0.1976,150.0506073,28.97267206,179.0232794,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 100,1,0.1385,167.4729242,69.49458484,236.967509,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1297,112.5289129,1.34926754,113.8781804,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 150,1,0.1385,261.9855596,56.24548736,318.2310469,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 160,1,0.1385,153.7545126,24.44043321,178.1949458,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1297,191.1333847,19.04394757,210.1773323,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1297,113.4155744,10.40863531,123.8242097,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 400,1,0.1976,131.7813765,92.48481781,224.2661943,NA
2006,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 50,1,0.1385,207.1480144,58.95306859,266.101083,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,168.9282961,1.811873554,170.7401696,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1297,170.1233616,25.90593678,196.0292984,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1976,164.2459514,18.72469636,182.9706478,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 400,1,0.1976,92.3582996,1.49291498,93.85121457,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1297,204.9730146,3.045489591,208.0185042,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1297,142.2513493,67.69468003,209.9460293,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1297,206.0524287,26.7925983,232.845027,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 400,1,0.1976,170.0151822,35.50101215,205.5161943,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,148.535081,2.814186584,151.3492675,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1976,153.0617409,15.18218623,168.2439271,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 400,1,0.1976,106.6801619,42.66194332,149.3421053,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1297,166.0370085,9.868928296,175.9059368,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,180.3777949,4.047802621,184.4255975,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,190.2467232,17.96453354,208.2112567,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 400,1,0.1976,141.2196356,11.38663968,152.6062753,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,164.5720894,14.10948342,178.6815729,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1297,150.848111,12.41326137,163.2613724,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 300,1,0.1297,240.0154202,58.67386276,298.689283,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 400,1,0.1976,139.8026316,3.238866397,143.041498,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 100,1,0.1297,204.3176561,13.3770239,217.69468,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 200,1,0.1976,102.1761134,1.442307692,103.6184211,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 300,1,0.1297,234.695451,76.44564379,311.1410948,NA
2006,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 400,1,0.1976,118.5222672,20.92611336,139.4483806,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,160.9963899,43.72202166,204.7184116,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,188.3646209,98.85920578,287.2238267,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,175.4981949,46.32490975,221.8231047,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,187.9783394,132.6642599,320.6425993,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 100,1,0.1385,45.93140794,87.03249097,132.9638989,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,141.5612953,9.622205089,151.1835004,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 150,1,0.1385,177.0036101,126.7075812,303.7111913,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 200,1,0.1385,212.3249097,89.63898917,301.9638989,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1976,168.4387652,25.67813765,194.1169028,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1976,157.2267206,107.2064777,264.4331984,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 400,1,0.1976,180.2859312,75.6604251,255.9463563,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 50,1,0.1385,391.4729242,123.9819495,515.4548736,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,173.4965305,18.3153431,191.8118736,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1976,199.534413,84.05364372,283.5880567,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1976,139.2054656,28.88663968,168.0921053,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 400,1,0.1976,152.6568826,33.42611336,186.082996,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 100,1,0.1385,207.101083,91.07942238,298.1805054,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1976,122.8036437,7.021761134,129.8254049,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 150,1,0.1385,271.4873646,230.2490975,501.7364621,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 160,1,0.1385,159.8411552,48.37184116,208.2129964,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1976,139.8254049,7.980769231,147.8061741,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1976,85.75910931,31.41953441,117.1786437,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 400,1,0.1976,159.7899798,34.1548583,193.9448381,NA
2007,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 50,1,0.1385,132.4729242,79.23104693,211.7039711,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,153.3346184,11.90439476,165.2390131,NA
