year,month,day,doy,project,archive,contact,lat,long,plot,site,type,obs.exp,treatment,treat.year,tract,species,sample,sublot.replicate,horizon,depth,soil.mass,bulk.density,rock.volume,per.om,n,per.c,per.c.se,per.n,per.n.se,c.mass,c.mass.rocks,use.not,notes
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,236,2,organic,5.416666667,8.253,NA,0,NA,1,26.226,NA,1.088,NA,2.164,2.164386347,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,237,3,organic,5.416666667,8.535,NA,0,NA,1,29.7,NA,1.254,NA,2.535,2.535036103,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,238,1,organic,6.166666667,9.419,NA,0,NA,1,29.456,NA,1.144,NA,2.775,2.77452436,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,239,2,organic,6.166666667,6.985,NA,0,NA,1,45.861,NA,1.764,NA,3.203,3.203413597,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,240,3,organic,6.166666667,6.485,NA,0,NA,1,31.691,NA,1.359,NA,2.055,2.055284351,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,241,1,organic,8.083333333,6.868,NA,0,NA,1,27.835,NA,1.058,NA,1.912,1.911843974,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,242,2,organic,8.083333333,6.965,NA,0,NA,1,55.196,NA,2.025,NA,3.845,3.844539275,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,243,3,organic,8.083333333,7.811,NA,0,NA,1,37.556,NA,1.591,NA,2.934,2.933679771,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,244,1,mineral,0-15,11.91,0.477,7.5133,NA,1,7.05,NA,0.355,NA,0.84,0.776556542,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,245,2,mineral,0-15,24.365,0.835,7.5133,NA,1,3.676,NA,0.198,NA,0.896,0.828372195,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,246,3,mineral,0-15,28.728,1.051,7.5133,NA,1,4.514,NA,0.233,NA,1.297,1.199273371,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,247,1,mineral,0-15,35.39,1.204,7.5133,NA,1,3.163,NA,0.167,NA,1.119,1.035216933,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,248,2,mineral,0-15,33.787,1.059,7.5133,NA,1,2.847,NA,0.164,NA,0.962,0.889623474,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,249,3,mineral,0-15,16.614,0.567,7.5133,NA,1,3.256,NA,0.179,NA,0.541,0.500348784,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,250,1,mineral,0-15,29.499,0.974,7.5133,NA,1,2.573,NA,0.139,NA,0.759,0.702117263,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,251,2,mineral,0-15,38.043,1.081,7.5133,NA,1,2.696,NA,0.153,NA,1.026,0.948706757,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,252,3,mineral,0-15,30.094,0.97,7.5133,NA,1,3.04,NA,0.171,NA,0.915,0.846181043,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,253,1,mineral,0-15,35.379,1.357,7.5133,NA,1,5.533,NA,0.287,NA,1.958,1.810445475,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,254,2,mineral,0-15,31.867,1.138,7.5133,NA,1,4.257,NA,0.195,NA,1.357,1.254679541,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,255,3,mineral,0-15,23.327,0.862,7.5133,NA,1,2.301,NA,0.13,NA,0.537,0.496452225,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,256,1,mineral,0-15,23.103,0.803,7.5133,NA,1,3.944,NA,0.19,NA,0.911,0.84266044,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,257,2,mineral,0-15,23.299,0.912,7.5133,NA,1,4.359,NA,0.21,NA,1.016,0.939360606,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,258,3,mineral,0-15,30.848,1.216,7.5133,NA,1,4.493,NA,0.207,NA,1.386,1.281849739,0,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,260,2,mineral,0-15,27.33,1.051,7.5133,NA,1,5.294,NA,0.239,NA,1.447,1.338168354,1,
2012,5,23,144,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,261,3,mineral,0-15,21.47,0.765,7.5133,NA,1,6.104,NA,0.219,NA,1.311,1.212044697,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,496,1,organic,5.3,9.768,NA,0,NA,1,25.164,NA,0.892,NA,3.134,3.133966999,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,497,2,organic,5.3,9.768,NA,0,NA,1,42.687,NA,1.508,NA,3.126,3.126307212,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,498,3,organic,5.3,9.768,NA,0,NA,1,41.828,NA,1.615,NA,4.055,4.055403536,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,499,1,organic,4.7,13.028,NA,0,NA,1,15.198,NA,0.584,NA,1.484,1.484203867,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,500,2,organic,4.7,13.028,NA,0,NA,1,16.94,NA,0.714,NA,2.545,2.545220067,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,501,3,organic,4.7,13.028,NA,0,NA,1,11.831,NA,0.542,NA,2.043,2.043341733,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,502,1,organic,6.6,10.347,NA,0,NA,1,28.884,NA,1.003,NA,2.807,2.80665177,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,503,2,organic,6.6,10.347,NA,0,NA,1,53.298,NA,2.089,NA,3.348,3.347761385,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,504,3,organic,6.6,10.347,NA,0,NA,1,18.39,NA,0.761,NA,3.318,3.318228659,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,505,1,organic,5.416666667,12.629,NA,0,NA,1,33.532,NA,1.229,NA,3.816,3.816395099,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,506,2,organic,5.416666667,12.629,NA,0,NA,1,23.976,NA,0.994,NA,3.43,3.429891083,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,507,3,organic,5.416666667,12.629,NA,0,NA,1,19.346,NA,0.865,NA,3.052,3.052047333,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,508,1,organic,6.166666667,9.13,NA,0,NA,1,24.06,NA,0.873,NA,3.36,3.35966267,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,509,2,organic,6.166666667,9.13,NA,0,NA,1,47.894,NA,1.711,NA,2.028,2.027696806,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,510,3,organic,6.166666667,9.13,NA,0,NA,1,31.136,NA,1.204,NA,2.662,2.662086322,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,511,1,organic,8.083333333,9.345,NA,0,NA,1,38.439,NA,1.452,NA,4.346,4.345815567,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,512,2,organic,8.083333333,9.345,NA,0,NA,1,52.519,NA,1.921,NA,3.959,3.95916681,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,513,3,organic,8.083333333,9.345,NA,0,NA,1,44.51,NA,1.683,NA,3.822,3.821779912,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,514,1,mineral,0-15,21.724,NA,7.5133,NA,1,3.189,NA,0.207,NA,3.919,3.624320958,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,515,2,mineral,0-15,21.724,NA,7.5133,NA,1,4.389,NA,0.238,NA,6.125,5.664967081,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,516,3,mineral,0-15,21.724,NA,7.5133,NA,1,3.665,NA,0.224,NA,4.805,4.444064663,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,517,1,mineral,0-15,26.735,NA,7.5133,NA,1,2.645,NA,0.211,NA,3.355,3.102499398,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,518,2,mineral,0-15,26.735,NA,7.5133,NA,1,2.427,NA,0.202,NA,2.966,2.743260196,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,519,3,mineral,0-15,26.735,NA,7.5133,NA,1,3.846,NA,0.244,NA,5.633,5.209357563,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,520,1,mineral,0-15,29.081,NA,7.5133,NA,1,3.653,NA,0.221,NA,5.326,4.926087956,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,521,2,mineral,0-15,29.081,NA,7.5133,NA,1,4.671,NA,0.28,NA,4.037,3.73372341,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,522,3,mineral,0-15,29.081,NA,7.5133,NA,1,7.927,NA,0.37,NA,12.916,11.94589797,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,523,1,mineral,0-15,28.803,NA,7.5133,NA,1,2.803,NA,0.205,NA,3.75,3.467893679,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,524,2,mineral,0-15,28.803,NA,7.5133,NA,1,2.237,NA,0.178,NA,2.526,2.336052416,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,525,3,mineral,0-15,28.803,NA,7.5133,NA,1,4.734,NA,0.314,NA,4.286,3.963540204,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,526,1,mineral,0-15,25.496,NA,7.5133,NA,1,6.329,NA,0.358,NA,7.597,7.026514056,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,527,2,mineral,0-15,25.496,NA,7.5133,NA,1,5.403,NA,0.257,NA,4.874,4.507400427,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,528,3,mineral,0-15,25.496,NA,7.5133,NA,1,4.156,NA,0.261,NA,2.603,2.407162186,0,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,529,1,mineral,0-15,22.348,NA,7.5133,NA,1,6.303,NA,0.291,NA,6.741,6.234231467,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,530,2,mineral,0-15,22.348,NA,7.5133,NA,1,8.114,NA,0.342,NA,7.09,6.557192355,1,
2013,4,20,110,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,531,3,mineral,0-15,22.348,NA,7.5133,NA,1,5.043,NA,0.277,NA,6.611,6.114318124,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,766,1,organic,5.3,9.768,NA,0,NA,1,24.951,NA,1.084,NA,2.373,2.372568767,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,767,2,organic,5.3,9.768,NA,0,NA,1,34.025,NA,1.305,NA,3.022,3.021608539,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,768,3,organic,5.3,9.768,NA,0,NA,1,43.79,NA,1.711,NA,3.192,3.191549055,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,769,1,organic,4.7,13.028,NA,0,NA,1,26.214,NA,1.075,NA,2.239,2.239337859,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,770,2,organic,4.7,13.028,NA,0,NA,1,24.164,NA,0.984,NA,2.528,2.528367732,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,771,3,organic,4.7,13.028,NA,0,NA,1,28.979,NA,1.11,NA,4.318,4.318380103,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,772,1,organic,6.6,10.347,NA,0,NA,1,35.674,NA,1.429,NA,2.185,2.185146486,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,773,2,organic,6.6,10.347,NA,0,NA,1,48.875,NA,1.713,NA,2.533,2.533424872,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,774,3,organic,6.6,10.347,NA,0,NA,1,33.607,NA,1.174,NA,4.387,4.386698705,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,775,1,organic,5.416666667,12.629,NA,0,NA,1,28.158,NA,1.08,NA,3.434,3.433504428,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,776,2,organic,5.416666667,12.629,NA,0,NA,1,25.315,NA,1.045,NA,3.18,3.17953018,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,777,3,organic,5.416666667,12.629,NA,0,NA,1,27.786,NA,1.079,NA,4.32,4.319536311,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,778,1,organic,6.166666667,9.13,NA,0,NA,1,36.24,NA,1.323,NA,4.405,4.405066141,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,779,2,organic,6.166666667,9.13,NA,0,NA,1,37.866,NA,1.489,NA,3.268,3.26826908,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,780,3,organic,6.166666667,9.13,NA,0,NA,1,49.517,NA,1.612,NA,3.036,3.036090456,0,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,781,1,organic,8.083333333,9.345,NA,0,NA,1,51.636,NA,1.905,NA,4.853,4.853031219,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,782,2,organic,8.083333333,9.345,NA,0,NA,1,23.902,NA,0.97,NA,1.735,1.73484726,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,783,3,organic,8.083333333,9.345,NA,0,NA,1,41.95,NA,1.65,NA,3.528,3.528459025,1,
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,784,1,mineral,0-15,19.195,21.724,7.5133,NA,1,3.488,NA,0.192,NA,3.696,3.417894884,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,785,2,mineral,0-15,19.195,21.724,7.5133,NA,1,4.572,NA,0.242,NA,4.845,4.480546224,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,12,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,786,3,mineral,0-15,19.195,21.724,7.5133,NA,1,4.689,NA,0.272,NA,4.968,4.595113366,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,787,1,mineral,0-15,23.623,26.735,7.5133,NA,1,4.085,NA,0.228,NA,5.168,4.779772592,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,788,2,mineral,0-15,23.623,26.735,7.5133,NA,1,2.431,NA,0.152,NA,3.075,2.843969315,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,13,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,789,3,mineral,0-15,23.623,26.735,7.5133,NA,1,4.975,NA,0.27,NA,6.293,5.820636242,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,790,1,mineral,0-15,25.696,29.081,7.5133,NA,1,5.628,NA,0.273,NA,7.411,6.854463765,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,791,2,mineral,0-15,25.696,29.081,7.5133,NA,1,2.284,NA,0.125,NA,3.007,2.781399207,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,14,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,792,3,mineral,0-15,25.696,29.081,7.5133,NA,1,4.097,NA,0.213,NA,5.395,4.990029024,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,793,1,mineral,0-15,25.45,28.803,7.5133,NA,1,4.568,NA,0.27,NA,5.8,5.364652387,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,794,2,mineral,0-15,25.45,28.803,7.5133,NA,1,2.223,NA,0.138,NA,2.823,2.611182645,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,15,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,795,3,mineral,0-15,25.45,28.803,7.5133,NA,1,2.906,NA,0.157,NA,3.691,3.413384686,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,796,1,mineral,0-15,22.529,25.496,7.5133,NA,1,5.546,NA,0.238,NA,6.387,5.907155798,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,797,2,mineral,0-15,22.529,25.496,7.5133,NA,1,10.085,NA,0.427,NA,11.614,10.74185342,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,16,ems_snow_removal,hardwood,exp,snow_removal,2010,PH,DECD,798,3,mineral,0-15,22.529,25.496,7.5133,NA,1,5.914,NA,0.241,NA,6.811,6.299510035,0,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,799,1,mineral,0-15,19.747,22.348,7.5133,NA,1,8.51,NA,0.366,NA,8.939,8.26731262,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,800,2,mineral,0-15,19.747,22.348,7.5133,NA,1,6.401,NA,0.231,NA,6.724,6.218972088,1,kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
2013,10,2,275,snow_removal,unpublished,sorensen,42.54,-72.18,17,ems_snow_removal,hardwood,exp,control,2010,PH,DECD,801,3,mineral,0-15,19.747,22.348,7.5133,NA,1,15.1,NA,0.569,NA,15.862,14.66984857,1,High percent C - doubtful it is all mineral soil. kgCm2 calculated using mean soil mass from samples collected in the same plot at all other samples dates
