candidate_id,family,plot_year_windows,population_rows,minimum_yday,maximum_interval_upper_doy,factor_min,factor_max,factor_range,result
GSI-0016,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0016,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0017,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0017,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0017,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-0018,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0018,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0018,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-0019,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0019,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0019,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-0020,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0020,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0020,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-0021,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0021,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0021,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-0022,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0022,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0022,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0023,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0023,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0023,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0024,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0024,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0024,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0025,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0025,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0025,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0026,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0026,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0026,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-0027,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0027,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0027,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-0028,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0028,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0028,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0029,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0029,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0029,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0030,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0030,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0030,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0031,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0031,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0031,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-0032,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0032,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0032,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-0033,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0033,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0033,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0034,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0034,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0034,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0035,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0035,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0035,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-0036,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0036,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0036,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-0037,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0037,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0037,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0038,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0038,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0038,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-0039,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0039,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0039,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-0040,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0040,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0040,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-0041,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0041,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0041,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-0042,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0042,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0042,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-0043,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0043,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0043,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0044,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0044,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0044,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0045,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0045,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0045,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0046,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0046,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0046,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0047,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0047,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0047,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-0048,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0048,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0048,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-0049,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0049,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0049,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0050,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0050,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0050,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0051,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0051,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0051,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0052,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0052,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0052,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-0053,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0053,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0053,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-0054,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0054,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0054,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0055,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0055,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0055,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0056,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0056,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0056,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-0057,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0057,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0057,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-0058,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0058,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0058,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0059,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0059,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0059,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-0060,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0060,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0060,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-0061,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0061,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0061,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-0062,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0062,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0062,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-0063,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0063,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0063,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-0064,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0064,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0064,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0065,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0065,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0065,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0066,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0066,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0066,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0067,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0067,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0067,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0068,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0068,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0068,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-0069,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0069,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0069,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-0070,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0070,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0070,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0071,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0071,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0071,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0072,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0072,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0072,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0073,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0073,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0073,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-0074,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0074,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0074,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-0075,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0075,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0075,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0076,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0076,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0076,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0077,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0077,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0077,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-0078,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0078,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0078,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-0079,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0079,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0079,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0080,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0080,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0080,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-0081,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0081,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0081,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-0082,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0082,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0082,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-0083,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0083,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0083,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-0084,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0084,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0084,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-0085,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0085,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0085,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0086,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0086,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0086,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0087,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0087,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0087,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0088,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0088,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0088,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0089,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0089,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0089,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-0090,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0090,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0090,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-0091,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0091,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-0091,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
