run_id,site,stratum,fixture,member_id,state,trace_sha256,trace_bytes,wat_sha256,wat_bytes,stderr_sha256,command
harvard_deciduous_ma__GSI-3942,harvard,deciduous,harvard_deciduous_ma,GSI-3942,PASS,8770b733eb89f0d76ff310b382d1e2b73b4675e9a4033212eda9d583b07b28e3,38132716,d05d75f98af074aa282cba366087f3086e08f0fcc3c59050559c0a14b9c071fb,1088330,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-3942/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-3942/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-3962,harvard,deciduous,harvard_deciduous_ma,GSI-3962,PASS,54ab98655dec26d4e1f0ef4261424e218b16b0570f960efc2c9a040ae4761a8d,38071683,c9f7e67e18092e9042d82442658322818bfbc24f23a8aa61260f1f7df62c8fc5,1087508,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-3962/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-3962/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-3963,harvard,deciduous,harvard_deciduous_ma,GSI-3963,PASS,d3e8c9b6a689c6db65d4c83facd9f11d128ab9441d29a219a26542011a0b6fcc,38071521,c1e8c2aff8fdff414e7e855c26ee0188a32ea4fc590b075d71640438c00af63f,1087521,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-3963/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-3963/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4372,harvard,deciduous,harvard_deciduous_ma,GSI-4372,PASS,31eff83658926efdcd6d8edd6a0e88ae58d9607aec9f61d9dc6c6424c3cb63fa,38891920,8545cda80ff2395a854a13653b8e1d97148a0c1e12592c2e5d4b3e995dbac9e4,1123498,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4372/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4372/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4377,harvard,deciduous,harvard_deciduous_ma,GSI-4377,PASS,314990c4e5ae1b91aca3c86cad99b8718c71ba42d62fec947c56edb546504b14,38728477,73f5bce1201e2378bdcf2796d1cd1ca81981e0aa634dda8a1acc10857e9682c1,1116145,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4377/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4377/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4393,harvard,deciduous,harvard_deciduous_ma,GSI-4393,PASS,3c77e4be076b697eb3717eae57114935ddc0905064e63db2c4d9154fd557c8c6,38821401,ffafbc1eeab12a26a0daa44e90a11a20c6a8ba932d5ab352932ec9cb7e4c5f59,1123457,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4393/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4393/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4394,harvard,deciduous,harvard_deciduous_ma,GSI-4394,PASS,657a0fa83912d8855e7864d3b2a5edf531aa1922779eb1da1d3e6c0c9d8ad20e,38849058,9db7dba7fb81c211905f765548c3db693db9eb4a578bcaca90e1c72b7db6ed7e,1123946,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4394/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4394/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4395,harvard,deciduous,harvard_deciduous_ma,GSI-4395,PASS,c8e7057382db33c6545b0665064a1d9802d14328d0abf2f9496ac0ae3e038ddc,38850518,0ab008cdf88752ba973f37822a1097dd8b2a4d6145c50af2f4c037262c6073d7,1124054,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4395/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4395/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4398,harvard,deciduous,harvard_deciduous_ma,GSI-4398,PASS,26a9a9bcb9d02669c10456b932e2c6e7eace4dc3e753a5708db2678c066fc852,38661460,3630d6e22e1ab62366753037627fdfe046935db8ce1eb45d281049764e9d9dd4,1116126,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4398/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4398/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4399,harvard,deciduous,harvard_deciduous_ma,GSI-4399,PASS,4ff617612e1d9c74e78ebcf8cb97c1228a20f9c051b4db04195dba799ade405e,38691179,0f16e784c3cf70bce0ec05b7eb0b8570c9525d7219710da0f955e02204e8c8eb,1116727,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4399/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4399/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4400,harvard,deciduous,harvard_deciduous_ma,GSI-4400,PASS,61fbc68e6d97746d9e6b4c2089ca86e5b626c4fe3f2301879a9aa8b3ee533030,38686456,afe37110accd9cd4325b02a6db404fcec0aad8362b3e16cba5d70934096ad383,1116852,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4400/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4400/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4402,harvard,deciduous,harvard_deciduous_ma,GSI-4402,PASS,ce9dafa2090053d3ad87cacde5d32dcef66474a7c61087f13104db53243b3eac,38073089,90b64b2cb5881e1f409dab942522f5edf59817adde9e3ec0a248ef5a41f62656,1087660,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4402/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4402/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4831,harvard,deciduous,harvard_deciduous_ma,GSI-4831,PASS,d66074a774e96c9423c257930a4a840795c67ff1a5c9118d8c057abc3d36bb8a,38758770,ea523bb395bb5dd89a313d229993dbe2ce380d5b01b886fe9f5002c764d4dfe8,1123387,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4831/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4831/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4832,harvard,deciduous,harvard_deciduous_ma,GSI-4832,PASS,8c71eb6f0bfc66b11aa702acde31292046694b38ee4aacc0c80188908473e318,38782060,550136d829ff613c12d7e7839a1e9d974760784a6073e97ef4081ece6e46ba82,1123731,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4832/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4832/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4833,harvard,deciduous,harvard_deciduous_ma,GSI-4833,PASS,b024584e0eb088a9202f33ffcf03d3a9ca4d068a038dfe0b1933719ca1c086cd,38812128,56840f0a8d8a248fad782863de27d90bb038dee1695ac82ec4bc92c3abca74c1,1123956,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4833/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4833/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4837,harvard,deciduous,harvard_deciduous_ma,GSI-4837,PASS,ce56dfa1cbf53f5629350ac4a7f5d23c992b95fd628b7678db34ba22a2a85df4,38623463,744e8702d5957255442fd6be668ba0d65b5bd01c1a6eec0f4d60d778fc834c7b,1116307,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4837/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4837/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4838,harvard,deciduous,harvard_deciduous_ma,GSI-4838,PASS,bd141c9300a3a9b3390a521dfeb90875afc747703edd6bbdb56b6e50dd5e807a,38649948,ff131aa03aa43e44ced8fa53114b41a7296f29af7e91bc78e3d67c6caa6459c2,1116147,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4838/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4838/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-4842,harvard,deciduous,harvard_deciduous_ma,GSI-4842,PASS,3c7c6c04bb0c10eae0b0b13562f36edbe3b713df8dc9dd881d4782acb0ac0c65,38067001,bb60aeee5803c54ef59a8bbae93065d44a21f958de9c6e1428a15c1e25c67331,1087567,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-4842/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-4842/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5695,harvard,deciduous,harvard_deciduous_ma,GSI-5695,PASS,51ab4bc83ee51ece9717a1693305e8f6beed4d9c4543850776c710d4aab71b4b,38701337,b1b06d48e3701db9153b32868e1acae0c2b465826d205a151647f8e23ef8d467,1120482,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5695/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5695/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5700,harvard,deciduous,harvard_deciduous_ma,GSI-5700,PASS,5fa64d6ac4a259cd6bf434486d38fafc80f1323a523f4a0c6ac397703891c913,38573240,a1909423d67c0db28f1f10aa3785a1e8aa3f31e0e6425fd33449821bb9321523,1113892,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5700/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5700/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5716,harvard,deciduous,harvard_deciduous_ma,GSI-5716,PASS,f7df4e95c991bc1ffb7bdcb6164f024f8b0cc8f859368427f0eb4b5b83772aad,38645992,4a0c55afbf09d4b16e57222a9bd6f8bc7e34e0a3ff98e4cee4d0adc55a4450c3,1120244,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5716/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5716/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5717,harvard,deciduous,harvard_deciduous_ma,GSI-5717,PASS,f8381523d38e3f1128ea2b85c9ba86c2981b908240227b036d1a8dbf254fd0fa,38695184,9ec4d0cd6c8dc159be0f9079eed1a02cddd63c20fd2eb90d45007db16e26237c,1120726,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5717/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5717/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5718,harvard,deciduous,harvard_deciduous_ma,GSI-5718,PASS,524e8ae1db1c42fc87c964d492d7787908356531caaa3fc328209a3e573c3f80,38686945,7d53b032a3e9d72f0878ad7c3e6b9f761e7325d165b7419d0a727011f472e746,1121062,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5718/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5718/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5721,harvard,deciduous,harvard_deciduous_ma,GSI-5721,PASS,73ff61457226ea8ce3fda356d519875459b4318edc211b3994711ce9ada5dd58,38500828,1ed1a7dac4b0cb2550457f1509d0075e5e2b50e2b0c0c5d4c8fc7074bd669a70,1113559,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5721/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5721/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5722,harvard,deciduous,harvard_deciduous_ma,GSI-5722,PASS,e82fb9284a5da9cb443867d5ab5c73728a18ca1bb0e68e8a048de9ba19695d2a,38552336,b076719788da50ec9ea06c4873fb69fcbf6a2efb73da7f86b8e13df27d502827,1114331,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5722/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5722/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5723,harvard,deciduous,harvard_deciduous_ma,GSI-5723,PASS,97f69bf80c7e91e634ce6c06dc13a9d1ea754d50eb0f2d5ff61d9a57e70295f9,38555679,f4434b6384d904e6b455f42c47401a8d07e4ab3a29bc889fea66fdd3ac257d15,1114389,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5723/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5723/output --legacy-sidecar-discovery --direct-production-executor
harvard_deciduous_ma__GSI-5725,harvard,deciduous,harvard_deciduous_ma,GSI-5725,PASS,c8971e6f26f5e34072ff06c357ce292166cc77d38a02d6b67971ade860955978,37955647,accd12ae723833d206d86efd46a82f35f217848728b861ed6c345605f8e64ff2,1086440,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_deciduous_ma__GSI-5725/fixture --run-file p6.native.run.toml --output-dir <scratch>/harvard_deciduous_ma__GSI-5725/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2198,harvard,mixed,harvard_mixed_ma,GSI-2198,PASS,91843cad651df108fb4a355c4460677eb766894219a14ce861a27336c28ac50c,38982647,4017005c53feb191e8758be2cc88d251c2e8e3f52ee0cd1d88abfd79bdc878af,1187826,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2198/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2198/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2199,harvard,mixed,harvard_mixed_ma,GSI-2199,PASS,48d86621e59dd6e1046946cc84f51aa1d32d0353dd7cb81d0b05eb79dc406f08,38976777,e8ce4cb1590b61eb9e859f55aa18d0275b868b184656d1516dbe8621d320a2cf,1187961,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2199/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2199/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2629,harvard,mixed,harvard_mixed_ma,GSI-2629,PASS,af637f0fbc3795f9b05eb67edf01bbd5ba0a09fe97e389331aa4d62d7a135903,39587418,31b80bdc721031428817ec3f0869d85eae9d8dcfeafa60233c1476ff69fe52fb,1194892,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2629/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2629/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2630,harvard,mixed,harvard_mixed_ma,GSI-2630,PASS,03bc110fab9a0da5e7ce6e260a366d4d438be334a9ca94b2b3662095d7f1e39e,39633403,41fc43d1c7834c248455fe97bf32c257ef6c833500399be42b2e5e1f79abba06,1195869,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2630/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2630/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2631,harvard,mixed,harvard_mixed_ma,GSI-2631,PASS,96055669bfa5d2186552313b2d8823e436ba9bf607b78cdc6aa0f0217f2a92f7,39631268,5c0df93275dd3e272f4cea3972b860a9bb821bdff37799d922aba8155e2a0616,1195963,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2631/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2631/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2634,harvard,mixed,harvard_mixed_ma,GSI-2634,PASS,fcd87383d1cad2b7ffd15974fa74c1582685c82483273cc19569bdecfdc3c60d,39449204,f019a481cf958145ceafe79edc8e8dcab6b3edca7197ae93826e4e64b0e54a6b,1193106,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2634/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2634/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2635,harvard,mixed,harvard_mixed_ma,GSI-2635,PASS,970c8e75eb2de25dffd8d2b087a7aff3fa58f45a3238727aa9784841fa78f471,39505438,846f7903e0cc3a72178a56e1533b3415639aa54f52968a5eae033be8723c1896,1193889,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2635/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2635/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2636,harvard,mixed,harvard_mixed_ma,GSI-2636,PASS,2b23cbcd5b4d96ba3ea930ac142aeda994720ce0535e10f8ff0f000c6edbe75b,39501743,78f75ce51928e2c69df12054bace7ba8e45a962413a1cd2139859228f7898d2d,1193677,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2636/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2636/output --legacy-sidecar-discovery --direct-production-executor
harvard_mixed_ma__GSI-2638,harvard,mixed,harvard_mixed_ma,GSI-2638,PASS,3bf654d0f73bebb34b40fbf3c7730a73436c7f8b6bae7a361c9787e57de68a03,39018595,ed6f5ff1687adad6144b6331c6c523b64242d7357ba61d3e6297338f23a23d28,1188506,EPHEMERAL_PATH_BEARING_NOT_RETAINED,/home/workdir/openWEPP/target/release/openwepp-cli-hill --run-dir <scratch>/harvard_mixed_ma__GSI-2638/fixture --run-file p8.native.run.toml --output-dir <scratch>/harvard_mixed_ma__GSI-2638/output --legacy-sidecar-discovery --direct-production-executor
