command: cargo clippy --workspace --all-targets --all-features -- -D warnings
start_utc: 2026-08-15T07:48:57Z
cwd: /home/workdir/openWEPP
commit_full: 87b187b19e2f13a1de9fe8406d8cf2c0a256dc44
commit_short: 87b187b19
command_index: 03
tmpdir: /tmp/ow-nextest-custody-87b
cargo_target_dir: /tmp/openwepp-custody-heavy-87b
    Checking bitflags v2.13.0
   Compiling ref-cast v1.0.25
    Checking unicase v2.9.0
   Compiling num-traits v0.2.19
    Checking scopeguard v1.2.0
    Checking regex-syntax v0.8.11
    Checking bit-vec v0.8.0
    Checking foldhash v0.2.0
   Compiling unicode-general-category v1.1.0
    Checking borrow-or-share v0.2.4
    Checking allocator-api2 v0.2.21
    Checking vsimd v0.8.0
    Checking percent-encoding v2.3.2
    Checking lazy_static v1.5.0
    Checking outref v0.5.2
    Checking bytecount v0.6.9
    Checking data-encoding v2.11.0
    Checking aho-corasick v1.1.4
    Checking quick-xml v0.41.0
    Checking num-cmp v0.1.0
    Checking lexical-write-integer v1.0.6
    Checking lexical-parse-integer v1.0.6
    Checking lock_api v0.4.14
    Checking flate2 v1.1.9
    Checking indexmap v2.14.0
    Checking bit-set v0.8.0
   Compiling flatbuffers v24.12.23
    Checking lexical-parse-float v1.0.6
    Checking lexical-write-float v1.0.6
    Checking hashbrown v0.16.1
    Checking openwepp-topology v0.1.0 (/home/workdir/openWEPP/crates/openwepp-topology)
    Checking openwepp-summary-accumulator v0.1.0 (/home/workdir/openWEPP/crates/openwepp-summary-accumulator)
    Checking uuid-simd v0.8.0
   Compiling syn v2.0.117
   Compiling syn v3.0.3
    Checking lexical-core v1.0.6
    Checking brotli v7.0.0
    Checking block-buffer v0.10.4
    Checking crypto-common v0.1.7
    Checking digest v0.10.7
    Checking time v0.3.47
    Checking sha2 v0.10.9
   Compiling jobserver v0.1.34
    Checking parking_lot v0.12.5
   Compiling cc v1.2.62
    Checking num-integer v0.1.46
    Checking num-complex v0.4.6
    Checking chrono v0.4.44
    Checking ordered-float v2.10.1
    Checking atoi v2.0.0
    Checking approx v0.5.1
    Checking regex-automata v0.4.15
    Checking num-bigint v0.4.6
    Checking num-iter v0.1.45
    Checking thrift v0.17.0
   Compiling zstd-sys v2.0.16+zstd.1.5.7
   Compiling thiserror-impl v2.0.20
    Checking num-rational v0.4.2
    Checking num v0.4.3
    Checking fraction v0.15.4
    Checking fancy-regex v0.17.0
    Checking regex v1.13.0
   Compiling synstructure v0.13.2
   Compiling serde_derive v1.0.228
   Compiling zerocopy-derive v0.8.48
   Compiling zerofrom-derive v0.1.7
   Compiling yoke-derive v0.8.2
   Compiling zerovec-derive v0.11.3
   Compiling displaydoc v0.2.6
   Compiling ref-cast-impl v1.0.25
    Checking zerofrom v0.1.8
    Checking yoke v0.8.3
    Checking zstd v0.13.3
    Checking zerovec v0.11.6
    Checking zerotrie v0.2.4
    Checking tinystr v0.8.3
    Checking potential_utf v0.1.5
    Checking icu_collections v2.2.0
    Checking icu_locale_core v2.2.0
    Checking icu_provider v2.2.0
    Checking icu_normalizer v2.2.0
    Checking icu_properties v2.2.0
    Checking serde_yaml v0.9.34+deprecated
    Checking openwepp-kernel-contract v0.1.0 (/home/workdir/openWEPP/crates/openwepp-kernel-contract)
    Checking serde_spanned v0.6.9
    Checking toml_datetime v0.6.11
    Checking fluent-uri v0.4.1
    Checking email_address v0.2.9
    Checking toml_edit v0.22.27
    Checking idna_adapter v1.2.2
    Checking openwepp-management-schema v0.1.0 (/home/workdir/openWEPP/crates/openwepp-management-schema)
    Checking openwepp-assurance v0.1.0 (/home/workdir/openWEPP/crates/openwepp-assurance)
    Checking idna v1.1.0
    Checking openwepp-land-surface-energy v0.1.0 (/home/workdir/openWEPP/crates/openwepp-land-surface-energy)
    Checking openwepp-vegetation v0.1.0 (/home/workdir/openWEPP/crates/openwepp-vegetation)
    Checking openwepp-biogeochemistry v0.1.0 (/home/workdir/openWEPP/crates/openwepp-biogeochemistry)
    Checking toml v0.8.23
    Checking half v2.7.1
    Checking referencing v0.42.2
    Checking arrow-buffer v54.3.1
    Checking jsonschema v0.42.2
    Checking arrow-data v54.3.1
    Checking arrow-array v54.3.1
    Checking openwepp-input-contract v0.1.0 (/home/workdir/openWEPP/crates/openwepp-input-contract)
    Checking arrow-select v54.3.1
    Checking arrow-ipc v54.3.1
    Checking arrow-cast v54.3.1
    Checking parquet v54.3.1
    Checking openwepp-climate-runtime-adapter v0.1.0 (/home/workdir/openWEPP/crates/openwepp-climate-runtime-adapter)
    Checking openwepp-landuse-migrate v0.1.0 (/home/workdir/openWEPP/crates/openwepp-landuse-migrate)
    Checking openwepp-watershed-orchestrator v0.1.0 (/home/workdir/openWEPP/crates/openwepp-watershed-orchestrator)
    Checking openwepp-hillslope-orchestrator v0.1.0 (/home/workdir/openWEPP/crates/openwepp-hillslope-orchestrator)
    Checking openwepp-watershed-output v0.1.0 (/home/workdir/openWEPP/crates/openwepp-watershed-output)
    Checking openwepp-hillslope-output v0.1.0 (/home/workdir/openWEPP/crates/openwepp-hillslope-output)
    Checking openwepp-runner v0.1.0 (/home/workdir/openWEPP/crates/openwepp-runner)
    Checking openwepp v0.1.0 (/home/workdir/openWEPP)
    Finished `dev` profile [unoptimized + debuginfo] target(s) in 44.92s
elapsed_sec=45.39 user_sec=282.01 sys_sec=42.68
exit_code: 0
