date,hour_key,hour_lst,t2m_c,t2mdew_c,tdew_minus_t2m_c,hourly_product_vpd_pa,half_unit_vpd_min_pa,half_unit_vpd_max_pa,raw_vpd_negative,serialized_sign_sensitivity
2025-09-09,2025090902,02,11.32,10.66,-0.66000000000000014,57.559890760492863,56.687681163029538,58.43210454543032,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090903,03,11.779999999999999,11.32,-0.45999999999999908,41.447302841425426,40.54623023043996,42.348378437425708,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090904,04,11.93,11.539999999999999,-0.39000000000000057,35.519556659965019,34.608766916131572,36.430348953394969,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090905,05,11.960000000000001,11.619999999999999,-0.34000000000000163,31.06462990725413,30.150940178343035,31.978321863784458,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090906,06,11.98,11.68,-0.30000000000000071,27.473560905400973,26.557756828419315,28.389366951073498,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090907,07,12.16,11.800000000000001,-0.35999999999999943,33.256325920152449,32.332511746796399,34.180142470144119,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090908,08,12.289999999999999,11.85,-0.4399999999999995,40.859309793128887,39.930647805941362,41.787974695552748,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090909,09,12.18,11.710000000000001,-0.46999999999999886,43.33050145602715,42.408528888284991,44.252477122279288,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090910,10,11.970000000000001,11.449999999999999,-0.52000000000000135,47.291392310383799,46.381885280321512,48.200902736527269,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090911,11,11.77,11.210000000000001,-0.55999999999999872,50.282445277796342,49.384478600889906,51.180415579914097,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090912,12,11.73,11.119999999999999,-0.61000000000000121,54.565569425062222,53.670973767578062,55.460169021155707,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090913,13,11.91,11.32,-0.58999999999999986,53.362770186063699,52.458242870156482,54.267301340594486,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090914,14,12.16,11.66,-0.5,46.003033613962089,45.082919715379376,46.923150804231227,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090915,15,12.24,11.65,-0.58999999999999986,54.394432807952853,53.47241870687526,55.316450798673486,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090916,16,12.08,11.48,-0.59999999999999964,54.789736414938261,53.876497504439612,55.702979255003811,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090917,17,11.94,11.35,-0.58999999999999986,53.45586341348212,52.549758157739689,54.361972512465627,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090918,18,11.800000000000001,11.130000000000001,-0.66999999999999993,60.072897938036249,59.17619290763696,60.969607301419956,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090919,19,11.699999999999999,10.859999999999999,-0.83999999999999986,74.510612475498647,73.623433079781307,75.397797263441589,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090920,20,11.630000000000001,10.609999999999999,-1.0200000000000014,89.640541699541018,88.761494910181455,90.51959499466443,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090921,21,11.539999999999999,10.390000000000001,-1.1499999999999986,100.15813315044397,99.286917079709838,101.02935651049711,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090922,22,11.42,10.279999999999999,-1.1400000000000006,98.621652897754984,97.756280959488549,99.487032028458088,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
2025-09-09,2025090923,23,11.210000000000001,10.130000000000001,-1.0800000000000001,92.450289256685664,91.594027918823031,93.306557358949703,false,NONNEGATIVE_ACROSS_HALF_UNIT_RANGE
