arm_id,site,year,live_biomass_year_end_kg_m2,flat_residue_year_end_kg_m2,current_flat_residue_year_end_kg_m2,previous_flat_residue_year_end_kg_m2,old_flat_residue_year_end_kg_m2,live_biomass_min_kg_m2,live_biomass_max_kg_m2,flat_residue_min_kg_m2,flat_residue_max_kg_m2,annual_live_decline_sum_kg_m2,annual_litter_transfer_kg_m2,annual_runoff_mm,annual_sediment_delivery_kg_m
hubbard_constant,HUBBARD_BROOK,34,0.164,1.3828,1.3828,0.0,0.0,0.164,0.164,1.3828,1.3828,0.0,0.0,10.2,0.0
hubbard_constant,HUBBARD_BROOK,35,0.164,1.3828,1.3828,0.0,0.0,0.164,0.164,1.3828,1.3828,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,36,0.164,1.3829,1.3829,0.0,0.0,0.164,0.164,1.3828,1.3829,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,37,0.164,1.3829,1.3829,0.0,0.0,0.164,0.164,1.3829,1.3829,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,38,0.164,1.3829,1.3829,0.0,0.0,0.164,0.164,1.3829,1.3829,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,39,0.164,1.383,1.383,0.0,0.0,0.164,0.164,1.3829,1.383,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,40,0.164,1.383,1.383,0.0,0.0,0.164,0.164,1.383,1.383,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,41,0.164,1.383,1.383,0.0,0.0,0.164,0.164,1.383,1.383,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,42,0.164,1.3831,1.3831,0.0,0.0,0.164,0.164,1.383,1.3831,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,43,0.164,1.3831,1.3831,0.0,0.0,0.164,0.164,1.3831,1.3831,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,44,0.164,1.3832,1.3832,0.0,0.0,0.164,0.164,1.3831,1.3832,0.0,0.0,39.0,25.6
hubbard_constant,HUBBARD_BROOK,45,0.164,1.3832,1.3832,0.0,0.0,0.164,0.164,1.3832,1.3832,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,46,0.164,1.3832,1.3832,0.0,0.0,0.164,0.164,1.3832,1.3832,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,47,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3832,1.3833,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,48,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3833,1.3833,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,49,0.164,1.3833,1.3833,0.0,0.0,0.164,0.164,1.3833,1.3833,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,50,0.164,1.3834,1.3834,0.0,0.0,0.164,0.164,1.3833,1.3834,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,51,0.164,1.3834,1.3834,0.0,0.0,0.164,0.164,1.3834,1.3834,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,52,0.164,1.3835,1.3835,0.0,0.0,0.164,0.164,1.3834,1.3835,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,53,0.164,1.3835,1.3835,0.0,0.0,0.164,0.164,1.3835,1.3835,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,54,0.164,1.3835,1.3835,0.0,0.0,0.164,0.164,1.3835,1.3835,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,55,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3835,1.3836,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,56,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3836,1.3836,0.0,0.0,31.9,24.2
hubbard_constant,HUBBARD_BROOK,57,0.164,1.3836,1.3836,0.0,0.0,0.164,0.164,1.3836,1.3836,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,58,0.164,1.3837,1.3837,0.0,0.0,0.164,0.164,1.3836,1.3837,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,59,0.164,1.3837,1.3837,0.0,0.0,0.164,0.164,1.3837,1.3837,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,60,0.164,1.3837,1.3837,0.0,0.0,0.164,0.164,1.3837,1.3837,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,61,0.164,1.3838,1.3838,0.0,0.0,0.164,0.164,1.3837,1.3838,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,62,0.164,1.3838,1.3838,0.0,0.0,0.164,0.164,1.3838,1.3838,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,63,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3838,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,64,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3839,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,65,0.164,1.3839,1.3839,0.0,0.0,0.164,0.164,1.3839,1.3839,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,66,0.164,1.384,1.384,0.0,0.0,0.164,0.164,1.3839,1.384,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,67,0.164,1.384,1.384,0.0,0.0,0.164,0.164,1.384,1.384,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,68,0.164,1.384,1.384,0.0,0.0,0.164,0.164,1.384,1.384,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,69,0.164,1.3841,1.3841,0.0,0.0,0.164,0.164,1.384,1.3841,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,70,0.164,1.3841,1.3841,0.0,0.0,0.164,0.164,1.3841,1.3841,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,71,0.164,1.3841,1.3841,0.0,0.0,0.164,0.164,1.3841,1.3841,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,72,0.164,1.3842,1.3842,0.0,0.0,0.164,0.164,1.3841,1.3842,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,73,0.164,1.3842,1.3842,0.0,0.0,0.164,0.164,1.3842,1.3842,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,74,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3842,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,75,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3843,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,76,0.164,1.3843,1.3843,0.0,0.0,0.164,0.164,1.3843,1.3843,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,77,0.164,1.3844,1.3844,0.0,0.0,0.164,0.164,1.3843,1.3844,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,78,0.164,1.3844,1.3844,0.0,0.0,0.164,0.164,1.3844,1.3844,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,79,0.164,1.3844,1.3844,0.0,0.0,0.164,0.164,1.3844,1.3844,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,80,0.164,1.3845,1.3845,0.0,0.0,0.164,0.164,1.3844,1.3845,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,81,0.164,1.3845,1.3845,0.0,0.0,0.164,0.164,1.3845,1.3845,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,82,0.164,1.3845,1.3845,0.0,0.0,0.164,0.164,1.3845,1.3845,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,83,0.164,1.3846,1.3846,0.0,0.0,0.164,0.164,1.3845,1.3846,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,84,0.164,1.3846,1.3846,0.0,0.0,0.164,0.164,1.3846,1.3846,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,85,0.164,1.3847,1.3847,0.0,0.0,0.164,0.164,1.3846,1.3847,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,86,0.164,1.3847,1.3847,0.0,0.0,0.164,0.164,1.3847,1.3847,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,87,0.164,1.3847,1.3847,0.0,0.0,0.164,0.164,1.3847,1.3847,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,88,0.164,1.3848,1.3848,0.0,0.0,0.164,0.164,1.3847,1.3848,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,89,0.164,1.3848,1.3848,0.0,0.0,0.164,0.164,1.3848,1.3848,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,90,0.164,1.3848,1.3848,0.0,0.0,0.164,0.164,1.3848,1.3848,0.0,0.0,20.2,4.2
hubbard_constant,HUBBARD_BROOK,91,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3848,1.3849,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,92,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3849,1.3849,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,93,0.164,1.3849,1.3849,0.0,0.0,0.164,0.164,1.3849,1.3849,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,94,0.164,1.385,1.385,0.0,0.0,0.164,0.164,1.3849,1.385,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,95,0.164,1.385,1.385,0.0,0.0,0.164,0.164,1.385,1.385,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,96,0.164,1.3851,1.3851,0.0,0.0,0.164,0.164,1.385,1.3851,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,97,0.164,1.3851,1.3851,0.0,0.0,0.164,0.164,1.3851,1.3851,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,98,0.164,1.3851,1.3851,0.0,0.0,0.164,0.164,1.3851,1.3851,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,99,0.164,1.3852,1.3852,0.0,0.0,0.164,0.164,1.3851,1.3852,0.0,0.0,0,0
hubbard_constant,HUBBARD_BROOK,100,0.164,1.3852,1.3852,0.0,0.0,0.164,0.164,1.3852,1.3852,0.0,0.0,0,0
hubbard_hardwood_095,HUBBARD_BROOK,1,2.284,1.2407,0.1177,1.123,0.0,1.382,2.404,1.1574,1.3816,0.1200000000000001,0.1202000000000001,0.2,0.1
hubbard_hardwood_095,HUBBARD_BROOK,2,3.113,1.1714,0.1608,0.0959,0.9147,2.284,3.277,1.041,1.2407,0.16400000000000015,0.16385000000000016,0.4,0.2
hubbard_hardwood_095,HUBBARD_BROOK,3,3.869,1.1595,0.1995,0.1318,0.8282,3.113,4.072,0.9910000000000001,1.1729,0.20299999999999985,0.2036000000000002,0,0
hubbard_hardwood_095,HUBBARD_BROOK,4,4.628,1.191,0.2389,0.1638,0.7883,3.869,4.871,0.9789,1.2054,0.24300000000000033,0.24355000000000024,0,0
hubbard_hardwood_095,HUBBARD_BROOK,5,5.335,1.2407,0.2742,0.1939,0.7726,4.628,5.616,0.9995,1.2610999999999999,0.2809999999999997,0.2808000000000002,0.5,0.2
hubbard_hardwood_095,HUBBARD_BROOK,6,6.049,1.3195,0.3122,0.2226,0.7847,5.335,6.367,1.0362,1.3364,0.3179999999999996,0.3183500000000003,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,7,6.675,1.4348,0.3447,0.2579,0.8322,6.049,7.026,1.1225,1.4517,0.351,0.3513000000000003,0,0
hubbard_hardwood_095,HUBBARD_BROOK,8,7.327,1.5378,0.3779,0.2787,0.8812,6.675,7.712,1.1955,1.5589,0.3849999999999998,0.38560000000000033,0,0
hubbard_hardwood_095,HUBBARD_BROOK,9,7.916,1.6711,0.4083,0.3104,0.9524,7.327,8.332,1.298,1.6924000000000001,0.41600000000000037,0.4166000000000004,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,10,8.467,1.8209000000000002,0.4373,0.3381,1.0455,7.916,8.913,1.4232,1.842,0.44599999999999973,0.44565000000000043,3.1,1.8
hubbard_hardwood_095,HUBBARD_BROOK,11,9.007,1.9531999999999998,0.4637,0.3577,1.1318,8.467,9.481,1.5365,1.9786000000000001,0.4740000000000002,0.4740500000000004,0,0
hubbard_hardwood_095,HUBBARD_BROOK,12,9.479,2.0771,0.4891,0.377,1.211,9.007,9.978,1.6347,2.1035,0.49900000000000055,0.49890000000000045,1.9,0.7
hubbard_hardwood_095,HUBBARD_BROOK,13,9.943,2.215,0.5131,0.4008,1.3011,9.479,10.466,1.7521,2.2424999999999997,0.5229999999999997,0.5233000000000004,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,14,10.403,2.3328,0.536,0.4162,1.3806,9.943,10.951,1.8572,2.3628,0.548,0.5475500000000005,0.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,15,10.864,2.4631,0.5599,0.4373,1.4659,10.403,11.436,1.9611,2.4953000000000003,0.5719999999999992,0.5718000000000005,0.2,0.1
hubbard_hardwood_095,HUBBARD_BROOK,16,11.226,2.5691,0.5758,0.4531,1.5402,10.864,11.817,2.0691,2.6095,0.5909999999999993,0.5908500000000005,0.8,0.3
hubbard_hardwood_095,HUBBARD_BROOK,17,11.638,2.6757,0.5994,0.4654,1.6109,11.226,12.251,2.143,2.7136,0.6129999999999995,0.6125500000000005,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,18,12.056,2.7981,0.6229,0.4873,1.6879,11.638,12.69,2.2378,2.8254,0.6340000000000003,0.6345000000000005,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,19,12.39,2.8997,0.6367,0.5038,1.7592,12.056,13.042,2.3419,2.9468,0.6519999999999992,0.6521000000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,20,12.802,2.9895,0.6595,0.5116,1.8184,12.39,13.476,2.403,3.0356,0.6740000000000013,0.6738000000000006,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,21,13.1,3.1347,0.6751,0.5426,1.917,12.802,13.79,2.5348,3.1804,0.6899999999999995,0.6895000000000006,0.9,0.3
hubbard_hardwood_095,HUBBARD_BROOK,22,13.365,3.2819,0.6896,0.5583,2.034,13.1,14.069,2.6731,3.3223000000000003,0.7040000000000006,0.7034500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,23,13.586,3.4168000000000003,0.7012,0.5706,2.145,13.365,14.301,2.7969,3.4512,0.7149999999999999,0.7150500000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,24,13.842,3.4879,0.7127,0.5696,2.2056,13.586,14.571,2.8659999999999997,3.5327,0.7289999999999992,0.7285500000000006,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,25,14.14,3.5517000000000003,0.7243,0.5778,2.2496,13.842,14.884,2.934,3.6165000000000003,0.7439999999999998,0.7442000000000006,0,0
hubbard_hardwood_095,HUBBARD_BROOK,26,14.341,3.6599,0.7413,0.5952,2.3234,14.14,15.095,2.9966999999999997,3.7065,0.7540000000000013,0.7547500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,27,14.58,3.6997,0.7524,0.597,2.3503,14.341,15.348,3.0366999999999997,3.7409999999999997,0.7680000000000007,0.7674000000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,28,14.787,3.8051999999999997,0.7611,0.6191,2.425,14.58,15.565,3.1409000000000002,3.8600000000000003,0.7779999999999987,0.7782500000000007,2.5,1.2
hubbard_hardwood_095,HUBBARD_BROOK,29,15.041,3.9093999999999998,0.7767,0.6266,2.5061,14.787,15.833,3.2159,3.9547,0.7919999999999998,0.7916500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,30,15.237,3.966,0.7856,0.6319,2.5485,15.041,16.039,3.2815,4.0195,0.8020000000000014,0.8019500000000008,3.7,1.1
hubbard_hardwood_095,HUBBARD_BROOK,31,15.456,4.0458,0.7977,0.6434,2.6047,15.237,16.269,3.3486000000000002,4.0944,0.8129999999999988,0.8134500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,32,15.631,4.1049,0.8059,0.6505,2.6485,15.456,16.454,3.3992999999999998,4.1589,0.8230000000000004,0.8227000000000008,2.9,1.8
hubbard_hardwood_095,HUBBARD_BROOK,33,15.824,4.178,0.8194,0.6594,2.6992,15.631,16.657,3.4440999999999997,4.2187,0.8330000000000002,0.8328500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,34,15.929,4.216,0.8231,0.6654,2.7275,15.824,16.768,3.4911,4.258,0.8390000000000004,0.8384000000000008,36.9,38.5
hubbard_hardwood_095,HUBBARD_BROOK,35,16.15,4.2562999999999995,0.8355,0.6679,2.7529,15.929,17.0,3.5210999999999997,4.2946,0.8500000000000014,0.8500000000000008,1.7,0.7
hubbard_hardwood_095,HUBBARD_BROOK,36,16.241,4.3283,0.8394,0.6849,2.804,16.15,17.096,3.5838,4.38,0.8550000000000004,0.8548000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,37,16.418,4.4198,0.8476,0.6928,2.8794,16.241,17.282,3.6795,4.4742999999999995,0.8640000000000008,0.8641000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,38,16.588,4.4428,0.8585,0.6874,2.8969,16.418,17.461,3.6784999999999997,4.4944,0.8729999999999976,0.8730500000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,39,16.714,4.4603,0.862,0.6953,2.903,16.588,17.594,3.7053,4.5208,0.8800000000000026,0.8797000000000008,0.4,0.1
hubbard_hardwood_095,HUBBARD_BROOK,40,16.821,4.4727,0.8644,0.6974,2.9109,16.714,17.706,3.738,4.5395,0.884999999999998,0.8853000000000008,0.5,0.1
hubbard_hardwood_095,HUBBARD_BROOK,41,16.914,4.5816,0.8764,0.7161,2.9891,16.821,17.804,3.7941000000000003,4.6257,0.889999999999997,0.8902000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,42,16.993,4.615,0.8795,0.7146,3.0209,16.914,17.887,3.8402,4.66,0.8940000000000019,0.8943500000000009,1.8,0.7
hubbard_hardwood_095,HUBBARD_BROOK,43,17.076,4.648,0.8795,0.7182,3.0503,16.993,17.975,3.8883,4.7057,0.8990000000000009,0.8987500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,44,17.171,4.627,0.8809,0.7089,3.0372,17.076,18.074,3.887,4.7053,0.9030000000000022,0.9037000000000008,80.2,91.9
hubbard_hardwood_095,HUBBARD_BROOK,45,17.212,4.675000000000001,0.8867,0.7213,3.067,17.171,18.118,3.9082999999999997,4.7297,0.9059999999999988,0.9059000000000007,0,0
hubbard_hardwood_095,HUBBARD_BROOK,46,17.283,4.6857999999999995,0.8904,0.7199,3.0755,17.212,18.193,3.9157,4.742,0.9100000000000001,0.9096500000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,47,17.36,4.748,0.8928,0.7326,3.1226,17.283,18.274,3.9829,4.8234,0.9140000000000015,0.9137000000000008,0.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,48,17.546,4.752800000000001,0.9084,0.7229,3.1215,17.36,18.47,3.9424,4.7965,0.9239999999999995,0.9235000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,49,17.661,4.8149999999999995,0.9105,0.7463,3.1582,17.546,18.59,4.0245,4.8801,0.9289999999999985,0.9295000000000008,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,50,17.725,4.8134,0.9143,0.7373,3.1618,17.661,18.658,4.0208,4.8682,0.9329999999999998,0.9329000000000008,0.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,51,17.863,4.8156,0.9228,0.7394,3.1534,17.725,18.803,4.0054,4.8732,0.9400000000000013,0.9401500000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,52,17.895,4.8504,0.9201,0.7532,3.1771,17.863,18.837,4.0584999999999996,4.9288,0.9420000000000002,0.9418500000000009,0.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,53,17.927,4.9058,0.9265,0.7549,3.2244,17.895,18.87,4.0874,4.9645,0.9430000000000014,0.9435000000000009,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,54,17.928,4.9065,0.9244,0.7521,3.23,17.927,18.872,4.0983,4.9692,0.9439999999999991,0.9436000000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,55,17.976,4.9483999999999995,0.9251,0.758,3.2653,17.928,18.922,4.157,5.0143,0.9460000000000015,0.9461000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,56,17.976,4.9664,0.9276,0.7551,3.2837,17.976,18.922,4.1603,5.0334,0.9460000000000015,0.9461000000000008,52.3,53.5
hubbard_hardwood_095,HUBBARD_BROOK,57,18.022,4.9651,0.9273,0.7542,3.2836,17.976,18.971,4.1655999999999995,5.0466,0.9490000000000016,0.9485500000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,58,18.121,4.9582,0.9371,0.751,3.2701,18.022,19.074,4.127800000000001,5.0136,0.953000000000003,0.9537000000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,59,18.133,4.9552,0.932,0.7604,3.2628,18.121,19.087,4.1657,5.0344,0.9540000000000006,0.9543500000000008,3.8,1.3
hubbard_hardwood_095,HUBBARD_BROOK,60,18.174,5.0087,0.9351,0.7662,3.3074,18.133,19.13,4.2114,5.0767999999999995,0.9559999999999995,0.9565000000000008,0,0
hubbard_hardwood_095,HUBBARD_BROOK,61,18.183,5.004,0.9381,0.7591,3.3068,18.174,19.14,4.1849,5.066599999999999,0.9570000000000007,0.9570000000000008,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,62,18.242,4.9962,0.9393,0.7605,3.2964,18.183,19.202,4.183,5.0703,0.9600000000000009,0.960100000000001,0.5,0.1
hubbard_hardwood_095,HUBBARD_BROOK,63,18.199,5.0636,0.9394,0.7754,3.3488,18.199,19.157,4.2465,5.1296,0.9579999999999984,0.9578500000000009,0.0,0.0
hubbard_hardwood_095,HUBBARD_BROOK,64,18.31,5.1012,0.9441,0.7712,3.3859,18.199,19.274,4.2826,5.1721,0.9640000000000022,0.9637000000000009,0,0
hubbard_hardwood_095,HUBBARD_BROOK,65,18.328,5.11,0.9483,0.7702,3.3915,18.31,19.293,4.2717,5.1647,0.9649999999999999,0.9646500000000008,0.1,0.0
hubbard_hardwood_095,HUBBARD_BROOK,66,18.359,5.1321,0.9479,0.7765,3.4077,18.328,19.326,4.3033,5.1947,0.9669999999999987,0.9663000000000009,1.1,0.5
