lane_id,cell,bias_partition,applicable_days,fresh mixing,wet compaction,destructive metamorphism,overburden compaction,structural projection,climate fallback,internal cap,runtime cap,Stage 3 adjustment
marcell_open,B,density_shape_over_beta,6459,-2.731430403744388,18.0516573175117,0.3510622130677212,0.9793517968799569,-11.036269792815496,0.0,-3.906595449895233,-1.6269582170005643,0.0
marcell_open,L,density_shape_over_beta,6459,-2.731430403744388,18.0516573175117,0.3510622130677212,0.9793517968799569,-11.036269792815496,0.0,-3.906595449895233,-1.6269582170005643,0.0
marcell_open,S,density_shape_over_beta,6452,-3.0280303740316716,18.400296175362516,0.36709397923004194,0.9760786404701149,-11.043459845022705,0.0,-3.9645907598682593,-1.6863942182985914,0.05991154784975995
marcell_open,LS,density_shape_over_beta,6458,-2.9551028979873992,18.306471425687327,0.36704502030026237,0.982898011575901,-11.031797485276075,0.0,-3.919955872451512,-1.6954840256056025,0.02675580207851432
snotel_css_lab_ca,B,density_shape_under_beta,6679,-8.903960118845417,31.506290206562564,0.06274212727900762,1.5250810840607731,-14.268732328594615,0.0,-4.082232809404514,-5.763747957033467,0.0
snotel_css_lab_ca,L,density_shape_under_beta,6679,-8.903960118845417,31.506290206562564,0.06274212727900762,1.5250810840607731,-14.268732328594615,0.0,-4.082232809404514,-5.763747957033467,0.0
snotel_css_lab_ca,S,density_shape_under_beta,6639,-9.186584453535271,32.563895147598686,0.06467032640658199,1.4896515645394532,-14.81649271417956,0.0,-4.2344844807115605,-5.943579527190172,0.1397573707754731
snotel_css_lab_ca,LS,density_shape_under_beta,6646,-9.125517573297458,32.484249511877046,0.06468315691392008,1.492278140283204,-14.798871158283642,0.0,-4.215120432392925,-5.935140897726622,0.11018147055173422
snotel_mica_creek_st_joe_id,B,density_shape_under_beta,5978,-10.19669337798821,24.59843263434296,0.05648461941297149,1.177262658586389,-8.101849677244244,0.0,-3.0980607038958934,-4.379451525979163,0.0
snotel_mica_creek_st_joe_id,L,density_shape_under_beta,5978,-10.19669337798821,24.59843263434296,0.05648461941297149,1.177262658586389,-8.101849677244244,0.0,-3.0980607038958934,-4.379451525979163,0.0
snotel_mica_creek_st_joe_id,S,density_shape_under_beta,5940,-11.151239912977141,25.854445458474974,0.05956220386014474,1.1587348952039598,-8.269233235924228,0.0,-3.2884296193474896,-4.532434671346611,0.22503263989422012
snotel_mica_creek_st_joe_id,LS,density_shape_under_beta,5951,-11.076357516639556,25.855941394267518,0.05930617173965714,1.1675329810248134,-8.25237831740414,0.0,-3.317853692187852,-4.5281963878378,0.1483541318263786
snotel_niwot_co,B,density_shape_under_beta,8028,-8.99715043822124,36.4943414402613,0.330222500872724,1.3369495199373371,-18.49740923325308,0.0,-6.955380888536517,-3.6849916758791745,0.0
snotel_niwot_co,L,density_shape_under_beta,8028,-8.99715043822124,36.4943414402613,0.330222500872724,1.3369495199373371,-18.49740923325308,0.0,-6.955380888536517,-3.6849916758791745,0.0
snotel_niwot_co,S,density_shape_under_beta,7906,-10.125503649493723,39.58189481641858,0.3511197661270505,1.2193811967952106,-20.415495110214373,0.0,-7.7934645559618705,-3.7910928121644876,0.9991059148778144
snotel_niwot_co,LS,density_shape_under_beta,7921,-9.653952199428144,38.706089371402314,0.3489032049447921,1.2712108665777446,-20.075384172428244,0.0,-7.493350760655435,-3.72713425196695,0.6495859861288282
snotel_paradise_wa,B,density_shape_under_beta,9618,-8.75314760385299,17.33312270544647,0.037417620252356704,1.7014169150703773,-4.827898635891429,0.0,-1.51279215408864,-3.9440599430675256,0.0
snotel_paradise_wa,L,density_shape_under_beta,9618,-8.75314760385299,17.33312270544647,0.037417620252356704,1.7014169150703773,-4.827898635891429,0.0,-1.51279215408864,-3.9440599430675256,0.0
snotel_paradise_wa,S,density_shape_under_beta,9570,-9.571875419774031,18.14293275856315,0.038241863890532676,1.6764078975500318,-4.757125382281944,0.0,-1.5386376494843204,-4.064788840523312,0.10860651479429037
snotel_paradise_wa,LS,density_shape_under_beta,9575,-9.516854350466629,18.093145591603015,0.03827745734649886,1.6808986211698764,-4.754949799178883,0.0,-1.5326254099041514,-4.055229584218555,0.08108633804085871
snotel_snowbird_ut,B,density_shape_under_beta,7185,-7.631633540028398,27.245280423037435,0.1700440224212074,1.7263409392940656,-13.354686644397562,0.0,-4.3419971223259335,-3.788695986339859,0.0
snotel_snowbird_ut,L,density_shape_under_beta,7185,-7.631633540028398,27.245280423037435,0.1700440224212074,1.7263409392940656,-13.354686644397562,0.0,-4.3419971223259335,-3.788695986339859,0.0
snotel_snowbird_ut,S,density_shape_under_beta,7150,-8.426302007363853,28.51411809870391,0.174853664426158,1.6891563533810507,-13.702642114369176,0.0,-4.585425402375791,-3.933302818906146,0.3018905780334345
snotel_snowbird_ut,LS,density_shape_under_beta,7163,-8.211563059658282,28.313417113838668,0.1745334963627747,1.703413815479068,-13.672649045651532,0.0,-4.540580918217322,-3.923022299837767,0.18871871669352425
