date,year,doy,image_count,smooth_gcc_mean,smooth_ci_gcc_mean,smooth_gcc_90,smooth_ci_gcc_90,outlierflag_gcc_mean,outlierflag_gcc_90,int_flag
2024-01-01,2024,1,23,0.36387,0.0008,0.36878,0.00055,0,0,NA
2024-01-02,2024,2,21,0.36275,0.00085,0.36899,0.00058,0,0,NA
2024-01-03,2024,3,23,0.36229,0.00083,0.36927,0.00056,0,0,NA
2024-01-04,2024,4,0,0.36223,0.0009,0.36964,0.00061,0,0,NA
2024-01-05,2024,5,22,0.3635,0.00083,0.37021,0.00056,0,0,NA
2024-01-06,2024,6,22,0.36498,0.00085,0.3709,0.00058,0,0,NA
2024-01-07,2024,7,22,0.36587,0.0008,0.37181,0.00055,0,0,NA
2024-01-08,2024,8,23,0.36655,0.00075,0.37275,0.00051,0,0,NA
2024-01-09,2024,9,22,0.36701,0.00081,0.37361,0.00055,0,0,NA
2024-01-10,2024,10,22,0.36722,0.00076,0.37425,0.00052,0,0,NA
2024-01-11,2024,11,21,0.36724,0.00079,0.37465,0.00054,0,0,NA
2024-01-12,2024,12,22,0.36706,0.00079,0.37456,0.00054,0,0,NA
2024-01-13,2024,13,21,0.36636,0.00075,0.37418,0.00051,0,0,NA
2024-01-14,2024,14,23,0.36574,0.00079,0.37369,0.00054,0,0,NA
2024-01-15,2024,15,22,0.36606,0.00075,0.37326,0.00051,0,0,NA
2024-01-16,2024,16,21,0.36663,0.00079,0.37293,0.00054,0,0,NA
2024-01-17,2024,17,20,0.36755,0.00079,0.37306,0.00054,0,0,NA
2024-01-18,2024,18,22,0.36855,0.00075,0.37346,0.00051,0,0,NA
2024-01-19,2024,19,21,0.3694,0.00079,0.37387,0.00054,0,0,NA
2024-01-20,2024,20,22,0.36956,0.00075,0.37403,0.00051,0,0,NA
2024-01-21,2024,21,22,0.36917,0.00079,0.37398,0.00054,0,0,NA
2024-01-22,2024,22,23,0.36784,0.00079,0.3734,0.00054,0,0,NA
2024-01-23,2024,23,22,0.36612,0.00075,0.3726,0.00051,0,0,NA
2024-01-24,2024,24,21,0.36439,0.00079,0.37176,0.00054,0,0,NA
2024-01-25,2024,25,22,0.36303,0.00075,0.37117,0.00051,0,0,NA
2024-01-26,2024,26,14,0.36206,0.00079,0.37068,0.00054,0,0,NA
2024-01-27,2024,27,20,0.36246,0.00079,0.3705,0.00054,0,0,NA
2024-01-28,2024,28,22,0.36315,0.00076,0.37039,0.00052,0,0,NA
2024-01-29,2024,29,22,0.36398,0.00081,0.37028,0.00055,0,0,NA
2024-01-30,2024,30,22,0.36451,0.00082,0.37005,0.00055,0,0,NA
2024-01-31,2024,31,23,0.36488,0.00084,0.36974,0.00057,0,0,NA
2024-02-01,2024,32,23,0.36489,0.00089,0.36925,0.0006,0,0,NA
2024-02-02,2024,33,21,0.36482,0.00103,0.36917,0.0007,0,0,NA
2024-02-03,2024,34,0,0.36472,0.00121,0.36928,0.00082,0,0,NA
2024-02-04,2024,35,0,0.36466,0.00111,0.37034,0.00075,0,0,NA
2024-02-05,2024,36,0,0.36463,0.00121,0.37139,0.00082,0,0,NA
2024-02-06,2024,37,23,0.36451,0.00104,0.37147,0.00071,0,0,NA
2024-02-07,2024,38,23,0.36479,0.00086,0.3712,0.00058,0,0,NA
2024-02-08,2024,39,23,0.36518,0.00084,0.37068,0.00057,0,0,NA
2024-02-09,2024,40,19,0.36567,0.00082,0.37058,0.00055,0,0,NA
2024-02-10,2024,41,22,0.36611,0.00081,0.37067,0.00055,0,0,NA
2024-02-11,2024,42,22,0.36641,0.00079,0.37082,0.00054,0,0,NA
2024-02-12,2024,43,23,0.36666,0.00075,0.37094,0.00051,0,0,NA
2024-02-13,2024,44,22,0.36677,0.00079,0.37102,0.00054,0,0,NA
2024-02-14,2024,45,23,0.36661,0.00075,0.37085,0.00051,0,0,NA
2024-02-15,2024,46,23,0.3663,0.00079,0.37058,0.00054,0,0,NA
2024-02-16,2024,47,20,0.36596,0.00079,0.3702,0.00054,0,0,NA
2024-02-17,2024,48,22,0.36527,0.00075,0.36992,0.00051,0,0,NA
2024-02-18,2024,49,22,0.36455,0.00079,0.36964,0.00054,0,0,NA
2024-02-19,2024,50,21,0.36412,0.00075,0.36935,0.00051,0,0,NA
2024-02-20,2024,51,23,0.36388,0.00079,0.36906,0.00054,0,0,NA
2024-02-21,2024,52,20,0.36423,0.00079,0.36887,0.00054,0,0,NA
2024-02-22,2024,53,23,0.36451,0.00075,0.3687,0.00051,0,0,NA
2024-02-23,2024,54,21,0.3647,0.00079,0.36854,0.00054,0,0,NA
2024-02-24,2024,55,21,0.36435,0.00075,0.36829,0.00051,0,0,NA
2024-02-25,2024,56,21,0.364,0.00079,0.36809,0.00054,0,0,NA
2024-02-26,2024,57,22,0.3639,0.00079,0.36809,0.00054,0,0,NA
2024-02-27,2024,58,22,0.36394,0.00075,0.36808,0.00051,0,0,NA
2024-02-28,2024,59,21,0.364,0.00079,0.36807,0.00054,0,0,NA
2024-02-29,2024,60,20,0.36417,0.00079,0.36803,0.00054,0,0,NA
2024-03-01,2024,61,21,0.36388,0.00076,0.36795,0.00052,0,0,NA
2024-03-02,2024,62,21,0.36355,0.0008,0.36783,0.00054,0,0,NA
2024-03-03,2024,63,20,0.36334,0.0008,0.36754,0.00055,0,0,NA
2024-03-04,2024,64,20,0.36346,0.00081,0.36725,0.00055,0,0,NA
2024-03-05,2024,65,20,0.36367,0.00089,0.36701,0.0006,0,0,NA
2024-03-06,2024,66,0,0.36388,0.00084,0.36694,0.00057,0,0,NA
2024-03-07,2024,67,20,0.36402,0.00089,0.36692,0.0006,0,0,NA
2024-03-08,2024,68,19,0.36386,0.00085,0.36698,0.00058,0,0,NA
2024-03-09,2024,69,21,0.36353,0.00077,0.36697,0.00052,0,0,NA
2024-03-10,2024,70,20,0.36313,0.0008,0.36691,0.00054,0,0,NA
2024-03-11,2024,71,20,0.36268,0.00076,0.36658,0.00052,0,0,NA
2024-03-12,2024,72,21,0.3622,0.00079,0.36616,0.00054,0,0,NA
2024-03-13,2024,73,21,0.36181,0.00079,0.36574,0.00054,0,0,NA
2024-03-14,2024,74,20,0.36153,0.00075,0.36541,0.00051,0,0,NA
2024-03-15,2024,75,21,0.36128,0.00079,0.36511,0.00054,0,0,NA
2024-03-16,2024,76,21,0.36097,0.00075,0.36489,0.00051,0,0,NA
2024-03-17,2024,77,20,0.36069,0.00079,0.36473,0.00054,0,0,NA
2024-03-18,2024,78,21,0.36052,0.00079,0.36471,0.00054,0,0,NA
2024-03-19,2024,79,20,0.36037,0.00075,0.36466,0.00051,0,0,NA
2024-03-20,2024,80,21,0.36025,0.00079,0.36459,0.00054,0,0,NA
2024-03-21,2024,81,21,0.36022,0.00075,0.36448,0.00051,0,0,NA
2024-03-22,2024,82,19,0.36019,0.00079,0.36433,0.00054,0,0,NA
2024-03-23,2024,83,21,0.36005,0.00079,0.36408,0.00054,0,0,NA
2024-03-24,2024,84,21,0.35994,0.00075,0.36378,0.00051,0,0,NA
2024-03-25,2024,85,17,0.35985,0.00079,0.36347,0.00054,0,0,NA
2024-03-26,2024,86,18,0.35971,0.00075,0.36313,0.00051,0,0,NA
2024-03-27,2024,87,21,0.35958,0.00079,0.36281,0.00054,0,0,NA
2024-03-28,2024,88,20,0.35949,0.00079,0.36251,0.00054,0,0,NA
2024-03-29,2024,89,20,0.35954,0.00075,0.36239,0.00051,0,0,NA
2024-03-30,2024,90,19,0.35962,0.00079,0.36235,0.00054,0,0,NA
2024-03-31,2024,91,19,0.35968,0.00079,0.36234,0.00054,0,0,NA
2024-04-01,2024,92,20,0.35977,0.00084,0.36238,0.00057,0,0,NA
2024-04-02,2024,93,20,0.35992,0.00084,0.36246,0.00057,0,0,NA
2024-04-03,2024,94,19,0.36005,0.00086,0.36262,0.00058,0,0,NA
2024-04-04,2024,95,19,0.36015,0.00104,0.36276,0.00071,0,0,NA
2024-04-05,2024,96,0,0.36028,0.0011,0.36297,0.00075,0,0,NA
2024-04-06,2024,97,0,0.36038,0.00129,0.36314,0.00088,0,0,NA
2024-04-07,2024,98,0,0.3601,0.00121,0.36286,0.00082,0,0,NA
2024-04-08,2024,99,20,0.36008,0.00103,0.36291,0.0007,0,0,NA
2024-04-09,2024,100,20,0.36006,0.00089,0.36295,0.0006,0,0,NA
2024-04-10,2024,101,20,0.36009,0.00077,0.36297,0.00052,0,0,NA
2024-04-11,2024,102,18,0.36015,0.00084,0.36298,0.00057,0,0,NA
2024-04-12,2024,103,19,0.36023,0.00081,0.36298,0.00055,0,0,NA
2024-04-13,2024,104,19,0.36016,0.00076,0.36275,0.00052,0,0,NA
2024-04-14,2024,105,17,0.36008,0.00079,0.36247,0.00054,0,0,NA
2024-04-15,2024,106,20,0.36004,0.00075,0.36225,0.00051,0,0,NA
2024-04-16,2024,107,20,0.36004,0.00079,0.36211,0.00054,0,0,NA
2024-04-17,2024,108,19,0.36014,0.00079,0.36226,0.00054,0,0,NA
2024-04-18,2024,109,19,0.36027,0.00075,0.36251,0.00051,0,0,NA
2024-04-19,2024,110,20,0.36035,0.00079,0.36273,0.00054,0,0,NA
2024-04-20,2024,111,20,0.36023,0.00076,0.36268,0.00052,0,0,NA
2024-04-21,2024,112,19,0.35999,0.0008,0.3625,0.00054,0,0,NA
2024-04-22,2024,113,20,0.35955,0.0008,0.362,0.00055,0,0,NA
2024-04-23,2024,114,19,0.35919,0.00081,0.36161,0.00055,0,0,NA
2024-04-24,2024,115,17,0.35885,0.00089,0.36122,0.0006,0,0,NA
2024-04-25,2024,116,0,0.35852,0.00084,0.36092,0.00057,0,0,NA
2024-04-26,2024,117,20,0.35824,0.00089,0.36064,0.0006,0,0,NA
2024-04-27,2024,118,20,0.3581,0.00085,0.36037,0.00058,0,0,NA
2024-04-28,2024,119,19,0.35816,0.00077,0.36027,0.00052,0,0,NA
2024-04-29,2024,120,19,0.35826,0.0008,0.36018,0.00054,0,0,NA
2024-04-30,2024,121,20,0.35831,0.00076,0.36006,0.00052,0,0,NA
2024-05-01,2024,122,18,0.3583,0.00079,0.3599,0.00054,0,0,NA
2024-05-02,2024,123,18,0.35814,0.00081,0.35963,0.00055,0,0,NA
2024-05-03,2024,124,18,0.35777,0.00082,0.35919,0.00055,0,0,NA
2024-05-04,2024,125,19,0.35736,0.00084,0.35878,0.00057,0,0,NA
2024-05-05,2024,126,19,0.3571,0.00086,0.35862,0.00058,0,0,NA
2024-05-06,2024,127,19,0.35691,0.00104,0.35846,0.00071,0,0,NA
2024-05-07,2024,128,0,0.35694,0.00121,0.35845,0.00082,0,0,NA
2024-05-08,2024,129,0,0.35698,0.00111,0.35827,0.00075,0,0,NA
2024-05-09,2024,130,0,0.35699,0.00121,0.35805,0.00082,0,0,NA
2024-05-10,2024,131,18,0.35681,0.00103,0.35775,0.0007,0,0,NA
2024-05-11,2024,132,13,0.35661,0.00089,0.35748,0.0006,0,0,NA
2024-05-12,2024,133,13,0.35643,0.00084,0.35739,0.00057,0,0,NA
2024-05-13,2024,134,14,0.35636,0.00082,0.35733,0.00055,0,0,NA
2024-05-14,2024,135,16,0.35634,0.00081,0.35733,0.00055,0,0,NA
2024-05-15,2024,136,13,0.35641,0.00076,0.35744,0.00052,0,0,NA
2024-05-16,2024,137,17,0.35643,0.00079,0.35756,0.00054,0,0,NA
2024-05-17,2024,138,16,0.35625,0.00079,0.35759,0.00054,0,0,NA
2024-05-18,2024,139,14,0.35593,0.00075,0.35751,0.00051,0,0,NA
2024-05-19,2024,140,18,0.35558,0.00079,0.35733,0.00054,0,0,NA
2024-05-20,2024,141,14,0.35519,0.00079,0.35699,0.00054,0,0,NA
2024-05-21,2024,142,18,0.35489,0.00075,0.35646,0.00051,0,0,NA
2024-05-22,2024,143,18,0.35463,0.00079,0.35592,0.00054,0,0,NA
2024-05-23,2024,144,17,0.35447,0.00079,0.35552,0.00054,0,0,NA
2024-05-24,2024,145,15,0.35427,0.00075,0.35536,0.00051,0,0,NA
2024-05-25,2024,146,17,0.35409,0.00079,0.35528,0.00054,0,0,NA
2024-05-26,2024,147,18,0.35397,0.00075,0.35531,0.00051,0,0,NA
2024-05-27,2024,148,18,0.35387,0.00079,0.35535,0.00054,0,0,NA
2024-05-28,2024,149,17,0.35379,0.00079,0.35522,0.00054,0,0,NA
2024-05-29,2024,150,15,0.3537,0.00075,0.35498,0.00051,0,0,NA
2024-05-30,2024,151,18,0.3536,0.00079,0.35471,0.00054,0,0,NA
2024-05-31,2024,152,10,0.35345,0.00075,0.35451,0.00051,0,0,NA
2024-06-01,2024,153,18,0.35327,0.00079,0.35431,0.00054,0,0,NA
2024-06-02,2024,154,18,0.35304,0.00079,0.35415,0.00054,0,0,NA
2024-06-03,2024,155,16,0.35279,0.00079,0.35397,0.00054,0,0,NA
2024-06-04,2024,156,15,0.35252,0.00084,0.35378,0.00057,0,0,NA
2024-06-05,2024,157,17,0.35228,0.00077,0.35358,0.00052,0,0,NA
2024-06-06,2024,158,18,0.352,0.00089,0.35335,0.0006,0,0,NA
2024-06-07,2024,159,17,0.3517,0.00104,0.35312,0.00071,0,0,NA
2024-06-08,2024,160,0,0.35123,0.0011,0.35257,0.00075,0,0,NA
2024-06-09,2024,161,0,0.35074,0.00129,0.35198,0.00088,0,0,NA
2024-06-10,2024,162,0,0.35026,0.0011,0.35141,0.00075,0,0,NA
2024-06-11,2024,163,15,0.34983,0.00104,0.35095,0.00071,0,0,NA
2024-06-12,2024,164,16,0.34966,0.00089,0.35098,0.0006,0,0,NA
2024-06-13,2024,165,18,0.34955,0.00077,0.35105,0.00052,0,0,NA
2024-06-14,2024,166,18,0.34947,0.00084,0.35114,0.00057,0,0,NA
2024-06-15,2024,167,18,0.34931,0.00079,0.35105,0.00054,0,0,NA
2024-06-16,2024,168,17,0.34913,0.00079,0.35089,0.00054,0,0,NA
2024-06-17,2024,169,17,0.34896,0.00079,0.35064,0.00054,0,0,NA
2024-06-18,2024,170,17,0.34876,0.00075,0.35043,0.00051,0,0,NA
2024-06-19,2024,171,18,0.34853,0.00079,0.3502,0.00054,0,0,NA
2024-06-20,2024,172,18,0.34826,0.00075,0.34998,0.00051,0,0,NA
2024-06-21,2024,173,18,0.34797,0.00079,0.34975,0.00054,0,0,NA
2024-06-22,2024,174,18,0.34761,0.00079,0.34945,0.00054,0,0,NA
2024-06-23,2024,175,17,0.3473,0.00075,0.34922,0.00051,0,0,NA
2024-06-24,2024,176,18,0.34701,0.00079,0.349,0.00054,0,0,NA
2024-06-25,2024,177,17,0.34681,0.00075,0.34884,0.00051,0,0,NA
2024-06-26,2024,178,17,0.3466,0.00079,0.3486,0.00054,0,0,NA
2024-06-27,2024,179,18,0.34629,0.00079,0.34812,0.00054,0,0,NA
2024-06-28,2024,180,18,0.34586,0.00075,0.34742,0.00051,0,0,NA
2024-06-29,2024,181,18,0.34545,0.00079,0.34676,0.00054,0,0,NA
2024-06-30,2024,182,17,0.34517,0.00075,0.34641,0.00051,0,0,NA
2024-07-01,2024,183,15,0.34494,0.00079,0.34619,0.00054,0,0,NA
2024-07-02,2024,184,18,0.34484,0.00079,0.3463,0.00054,0,0,NA
2024-07-03,2024,185,16,0.34475,0.00075,0.34648,0.00051,0,0,NA
2024-07-04,2024,186,18,0.34465,0.00079,0.34667,0.00054,0,0,NA
2024-07-05,2024,187,18,0.34439,0.00076,0.34652,0.00052,0,0,NA
2024-07-06,2024,188,18,0.3441,0.00081,0.34628,0.00055,0,0,NA
2024-07-07,2024,189,16,0.34382,0.00084,0.346,0.00057,0,0,NA
2024-07-08,2024,190,17,0.34367,0.00077,0.34574,0.00052,0,0,NA
2024-07-09,2024,191,17,0.34356,0.00089,0.34548,0.0006,0,0,NA
2024-07-10,2024,192,18,0.34342,0.00103,0.3452,0.0007,0,0,NA
2024-07-11,2024,193,0,0.3433,0.00121,0.34493,0.00082,0,0,NA
2024-07-12,2024,194,0,0.34327,0.00129,0.3447,0.00088,0,0,NA
2024-07-13,2024,195,0,0.34313,0.0011,0.34448,0.00075,0,0,NA
2024-07-14,2024,196,17,0.34301,0.00104,0.34434,0.00071,0,0,NA
2024-07-15,2024,197,16,0.34298,0.00086,0.34447,0.00058,0,0,NA
2024-07-16,2024,198,18,0.34297,0.00084,0.34467,0.00057,0,0,NA
2024-07-17,2024,199,18,0.34295,0.00084,0.34471,0.00057,0,0,NA
2024-07-18,2024,200,18,0.34288,0.00079,0.3446,0.00054,0,0,NA
2024-07-19,2024,201,18,0.34281,0.00079,0.34444,0.00054,0,0,NA
2024-07-20,2024,202,17,0.34278,0.00075,0.34431,0.00051,0,0,NA
2024-07-21,2024,203,15,0.34275,0.00079,0.34418,0.00054,0,0,NA
2024-07-22,2024,204,17,0.34273,0.00079,0.34417,0.00054,0,0,NA
2024-07-23,2024,205,18,0.34275,0.00075,0.3443,0.00051,0,0,NA
2024-07-24,2024,206,16,0.34278,0.00079,0.34446,0.00054,0,0,NA
2024-07-25,2024,207,18,0.34277,0.00075,0.34454,0.00051,0,0,NA
2024-07-26,2024,208,17,0.34273,0.00079,0.34459,0.00054,0,0,NA
2024-07-27,2024,209,19,0.34267,0.00079,0.34461,0.00054,0,0,NA
2024-07-28,2024,210,19,0.34264,0.00076,0.34458,0.00052,0,0,NA
2024-07-29,2024,211,18,0.34261,0.0008,0.34449,0.00054,0,0,NA
2024-07-30,2024,212,18,0.34249,0.00077,0.34423,0.00052,0,0,NA
2024-07-31,2024,213,18,0.34233,0.00085,0.34398,0.00058,0,0,NA
2024-08-01,2024,214,19,0.34219,0.00089,0.34384,0.0006,0,0,NA
2024-08-02,2024,215,0,0.342,0.00084,0.34376,0.00057,0,0,NA
2024-08-03,2024,216,19,0.34179,0.00089,0.34372,0.0006,0,0,NA
2024-08-04,2024,217,17,0.34158,0.00081,0.3437,0.00055,0,0,NA
2024-08-05,2024,218,19,0.34144,0.0008,0.3437,0.00055,0,0,NA
2024-08-06,2024,219,17,0.34144,0.0008,0.34371,0.00054,0,0,NA
2024-08-07,2024,220,19,0.3415,0.0008,0.34372,0.00055,0,0,NA
2024-08-08,2024,221,18,0.34166,0.00084,0.34371,0.00057,0,0,NA
2024-08-09,2024,222,19,0.34197,0.00084,0.34371,0.00057,0,0,NA
2024-08-10,2024,223,17,0.34229,0.00087,0.3436,0.00059,0,0,NA
2024-08-11,2024,224,18,0.34253,0.00109,0.34351,0.00074,0,0,NA
2024-08-12,2024,225,0,0.34266,0.00134,0.3434,0.00091,0,0,NA
2024-08-13,2024,226,0,0.34239,0.00133,0.34329,0.0009,0,0,NA
2024-08-14,2024,227,0,0.34209,0.00159,0.34328,0.00108,0,0,NA
2024-08-15,2024,228,0,0.34187,0.00131,0.34336,0.00089,0,0,NA
2024-08-16,2024,229,17,0.34185,0.00109,0.34361,0.00074,0,0,NA
2024-08-17,2024,230,19,0.34243,0.00089,0.34411,0.0006,0,0,NA
2024-08-18,2024,231,19,0.34345,0.00082,0.34496,0.00055,0,0,NA
2024-08-19,2024,232,20,0.34492,0.00084,0.3463,0.00057,0,0,NA
2024-08-20,2024,233,19,0.34654,0.00079,0.34805,0.00054,0,0,NA
2024-08-21,2024,234,18,0.34828,0.00079,0.35001,0.00054,0,0,NA
2024-08-22,2024,235,20,0.35002,0.00079,0.35204,0.00054,0,0,NA
2024-08-23,2024,236,20,0.35181,0.00075,0.35412,0.00051,0,0,NA
2024-08-24,2024,237,18,0.35355,0.00079,0.3561,0.00054,0,0,NA
2024-08-25,2024,238,18,0.3553,0.00075,0.3578,0.00051,0,0,NA
2024-08-26,2024,239,19,0.35688,0.00079,0.35925,0.00054,0,0,NA
2024-08-27,2024,240,19,0.35823,0.00079,0.36043,0.00054,0,0,NA
2024-08-28,2024,241,20,0.35887,0.00075,0.36108,0.00051,0,0,NA
2024-08-29,2024,242,20,0.35914,0.00079,0.36137,0.00054,0,0,NA
2024-08-30,2024,243,19,0.359,0.00075,0.36124,0.00051,0,0,NA
2024-08-31,2024,244,19,0.35867,0.00079,0.36093,0.00054,0,0,NA
2024-09-01,2024,245,20,0.35823,0.00079,0.36053,0.00054,0,0,NA
2024-09-02,2024,246,19,0.35799,0.00075,0.36023,0.00051,0,0,NA
2024-09-03,2024,247,19,0.35784,0.00079,0.35999,0.00054,0,0,NA
2024-09-04,2024,248,18,0.35801,0.00075,0.36013,0.00051,0,0,NA
2024-09-05,2024,249,20,0.35822,0.00079,0.36032,0.00054,0,0,NA
2024-09-06,2024,250,19,0.35844,0.00079,0.36051,0.00054,0,0,NA
2024-09-07,2024,251,19,0.3584,0.00075,0.36045,0.00051,0,0,NA
2024-09-08,2024,252,19,0.35813,0.00079,0.36019,0.00054,0,0,NA
2024-09-09,2024,253,19,0.3574,0.00079,0.35954,0.00054,0,0,NA
2024-09-10,2024,254,20,0.35647,0.00084,0.3587,0.00057,0,0,NA
2024-09-11,2024,255,19,0.35541,0.00084,0.35771,0.00057,0,0,NA
2024-09-12,2024,256,18,0.35438,0.00087,0.3567,0.00059,0,0,NA
2024-09-13,2024,257,20,0.35352,0.00109,0.35591,0.00074,0,0,NA
2024-09-14,2024,258,0,0.35296,0.00131,0.35564,0.00089,0,0,NA
2024-09-15,2024,259,0,0.3526,0.00159,0.35557,0.00108,0,0,NA
2024-09-16,2024,260,0,0.35237,0.00159,0.35606,0.00108,0,0,NA
2024-09-17,2024,261,0,0.35259,0.00131,0.35616,0.00089,0,0,NA
2024-09-18,2024,262,7,0.35292,0.00109,0.35626,0.00074,0,0,NA
2024-09-19,2024,263,19,0.35316,0.00087,0.35628,0.00059,0,0,NA
2024-09-20,2024,264,21,0.35346,0.00084,0.35631,0.00057,0,0,NA
2024-09-21,2024,265,19,0.35348,0.00084,0.35639,0.00057,0,0,NA
2024-09-22,2024,266,21,0.3536,0.00079,0.35646,0.00054,0,0,NA
2024-09-23,2024,267,19,0.35372,0.00079,0.35654,0.00054,0,0,NA
2024-09-24,2024,268,18,0.35398,0.00075,0.35669,0.00051,0,0,NA
2024-09-25,2024,269,21,0.35422,0.00079,0.35682,0.00054,0,0,NA
2024-09-26,2024,270,20,0.35436,0.00079,0.35688,0.00054,0,0,NA
2024-09-27,2024,271,21,0.35442,0.00075,0.35695,0.00051,0,0,NA
2024-09-28,2024,272,20,0.35438,0.00079,0.35698,0.00054,0,0,NA
2024-09-29,2024,273,19,0.35419,0.00075,0.35689,0.00051,0,0,NA
2024-09-30,2024,274,20,0.35386,0.00079,0.35669,0.00054,0,0,NA
2024-10-01,2024,275,21,0.35337,0.00079,0.35629,0.00054,0,0,NA
2024-10-02,2024,276,20,0.35264,0.00075,0.35582,0.00051,0,0,NA
2024-10-03,2024,277,21,0.35191,0.00079,0.35535,0.00054,0,0,NA
2024-10-04,2024,278,20,0.35139,0.00075,0.35502,0.00051,0,0,NA
2024-10-05,2024,279,20,0.351,0.00079,0.35476,0.00054,0,0,NA
2024-10-06,2024,280,21,0.35093,0.00079,0.35468,0.00054,0,0,NA
2024-10-07,2024,281,22,0.35089,0.00075,0.35467,0.00051,0,0,NA
2024-10-08,2024,282,19,0.35096,0.00079,0.35472,0.00054,0,0,NA
2024-10-09,2024,283,21,0.35121,0.00075,0.35485,0.00051,0,0,NA
2024-10-10,2024,284,21,0.35149,0.00079,0.355,0.00054,0,0,NA
2024-10-11,2024,285,22,0.35179,0.00079,0.35525,0.00054,0,0,NA
2024-10-12,2024,286,19,0.35188,0.00076,0.35533,0.00052,0,0,NA
2024-10-13,2024,287,22,0.35185,0.00081,0.35527,0.00055,0,0,NA
2024-10-14,2024,288,22,0.35148,0.00082,0.35493,0.00055,0,0,NA
2024-10-15,2024,289,20,0.351,0.00084,0.35443,0.00057,0,0,NA
2024-10-16,2024,290,22,0.35052,0.00089,0.35379,0.0006,0,0,NA
2024-10-17,2024,291,20,0.35009,0.00116,0.35318,0.00079,0,0,NA
2024-10-18,2024,292,0,0.34957,0.00134,0.35279,0.00091,0,0,NA
2024-10-19,2024,293,0,0.34792,0.00133,0.35237,0.0009,0,0,NA
2024-10-20,2024,294,0,0.34654,0.00159,0.35218,0.00108,0,0,NA
2024-10-21,2024,295,0,0.34753,0.00134,0.35286,0.00091,0,0,NA
2024-10-22,2024,296,10,0.34826,0.00116,0.35338,0.00079,0,0,NA
2024-10-23,2024,297,20,0.34993,0.00089,0.3543,0.0006,0,0,NA
2024-10-24,2024,298,23,0.35136,0.00082,0.35508,0.00055,0,0,NA
2024-10-25,2024,299,22,0.35203,0.00084,0.35555,0.00057,0,0,NA
2024-10-26,2024,300,23,0.35242,0.00081,0.35595,0.00055,0,0,NA
2024-10-27,2024,301,23,0.35283,0.00076,0.35638,0.00052,0,0,NA
2024-10-28,2024,302,21,0.35309,0.00079,0.35675,0.00054,0,0,NA
2024-10-29,2024,303,23,0.3534,0.00079,0.35717,0.00054,0,0,NA
2024-10-30,2024,304,22,0.35345,0.00075,0.35736,0.00051,0,0,NA
2024-10-31,2024,305,21,0.35338,0.00079,0.35746,0.00054,0,0,NA
2024-11-01,2024,306,21,0.35305,0.00079,0.35739,0.00054,0,0,NA
2024-11-02,2024,307,23,0.3528,0.00075,0.35732,0.00051,0,0,NA
2024-11-03,2024,308,23,0.35258,0.00079,0.35722,0.00054,0,0,NA
2024-11-04,2024,309,23,0.35259,0.00075,0.35716,0.00051,0,0,NA
2024-11-05,2024,310,21,0.35264,0.00079,0.35712,0.00054,0,0,NA
2024-11-06,2024,311,23,0.35256,0.00079,0.35701,0.00054,0,0,NA
2024-11-07,2024,312,22,0.35258,0.00075,0.35699,0.00051,0,0,NA
2024-11-08,2024,313,22,0.35265,0.00079,0.35705,0.00054,0,0,NA
2024-11-09,2024,314,23,0.35281,0.00075,0.35736,0.00051,0,0,NA
2024-11-10,2024,315,20,0.35298,0.00079,0.35769,0.00054,0,0,NA
2024-11-11,2024,316,21,0.35299,0.00079,0.35784,0.00054,0,0,NA
2024-11-12,2024,317,18,0.35303,0.00075,0.35782,0.00051,0,0,NA
2024-11-13,2024,318,18,0.3532,0.00079,0.35783,0.00054,0,0,NA
2024-11-14,2024,319,22,0.35365,0.00075,0.3581,0.00051,0,0,NA
2024-11-15,2024,320,23,0.35423,0.00079,0.35843,0.00054,0,0,NA
2024-11-16,2024,321,20,0.35516,0.00079,0.35895,0.00054,0,0,NA
2024-11-17,2024,322,19,0.35608,0.00075,0.35946,0.00051,0,0,NA
2024-11-18,2024,323,22,0.35684,0.00079,0.35991,0.00054,0,0,NA
2024-11-19,2024,324,22,0.35688,0.00075,0.35998,0.00051,0,0,NA
2024-11-20,2024,325,22,0.3567,0.00079,0.35994,0.00054,0,0,NA
2024-11-21,2024,326,22,0.35642,0.00079,0.35988,0.00054,0,0,NA
