scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count,source_level,source_level_span_is_confidence_interval
BASE,GSI-3962,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.022162248084279725,0,True,739574.258186470,2025-11-19,82.258186470,9,2,1,7,0.10,False
BASE,GSI-3962,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.055405620210699308,0,True,739614.071224494,2025-12-29,120.071224494,5,1,0,4,0.25,False
BASE,GSI-3962,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.11081124042139862,0,False,,,,4,0,0,4,0.50,False
BASE,GSI-3963,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.017015897293584357,0,True,738950.949840491,2024-03-05,-113.050159509,9,1,0,8,0.10,False
BASE,GSI-3963,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.04253974323396089,0,True,738943.001655014,2024-02-27,-106.998344986,9,1,0,8,0.25,False
BASE,GSI-3963,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.08507948646792178,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-3963,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.017015897293584357,0,True,739220.677663204,2024-11-30,104.677663204,9,1,0,8,0.10,False
BASE,GSI-3963,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.04253974323396089,0,False,,,,9,0,0,9,0.25,False
BASE,GSI-3963,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.08507948646792178,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-3963,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.022111376316625433,0,True,739320.532031911,2025-03-10,-97.467968089,9,1,0,8,0.10,False
BASE,GSI-3963,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.055278440791563577,0,True,739313.083331508,2025-03-03,-80.916668492,5,1,0,4,0.25,False
BASE,GSI-3963,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.11055688158312715,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3,0.50,False
BASE,GSI-3963,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.022111376316625433,0,True,739574.258186470,2025-11-19,82.258186470,9,2,1,7,0.10,False
BASE,GSI-3963,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.055278440791563577,0,True,739614.071224494,2025-12-29,120.071224494,5,1,0,4,0.25,False
BASE,GSI-3963,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.11055688158312715,0,False,,,,4,0,0,4,0.50,False
BASE,GSI-4372,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.022167758747112857,0,True,739012.523743148,2024-05-06,-51.476256852,17,1,0,16,0.10,False
BASE,GSI-4372,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.055419396867782141,0,True,738999.832187561,2024-04-23,-50.167812439,11,2,1,9,0.25,False
BASE,GSI-4372,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.11083879373556428,0.0026246221015852433,True,738947.128061334,2024-03-02,-79.871938666,6,2,1,4,0.50,False
BASE,GSI-4372,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.022167758747112857,0.0056612641540899076,True,739130.608567502,2024-09-01,14.608567502,17,5,4,12,0.10,False
BASE,GSI-4372,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.055419396867782141,0.0060730921921541541,False,,,,11,0,0,11,0.25,False
BASE,GSI-4372,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.11083879373556428,0.012493148788925884,False,,,,6,0,0,6,0.50,False
BASE,GSI-4372,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.045614203282346229,0,True,739369.057605435,2025-04-28,-48.942394565,15,1,0,14,0.10,False
BASE,GSI-4372,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11403550820586557,0.0033556902714294871,True,739346.092831461,2025-04-05,-47.907168539,6,1,0,5,0.25,False
BASE,GSI-4372,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22807101641173114,0.033196315717632853,True,739333.831482915,2025-03-23,-38.168517085,4,1,0,3,0.50,False
BASE,GSI-4372,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.045614203282346229,0.015393481118480387,True,739575.457195845,2025-11-20,83.457195845,15,3,2,12,0.10,False
BASE,GSI-4372,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11403550820586557,0.014380720405175705,False,,,,6,0,0,6,0.25,False
BASE,GSI-4372,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22807101641173114,0.014557727058410004,False,,,,4,0,0,4,0.50,False
BASE,GSI-4377,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.021001575984145909,0,True,739003.214664984,2024-04-27,-60.785335016,13,1,0,12,0.10,False
BASE,GSI-4377,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.052503939960364766,0,True,738989.230158486,2024-04-13,-60.769841514,10,1,0,9,0.25,False
BASE,GSI-4377,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.10500787992072953,0,True,738944.552241575,2024-02-28,-82.447758425,6,2,1,4,0.50,False
BASE,GSI-4377,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.021001575984145909,1.683537730078418e-05,True,739161.913169243,2024-10-02,45.913169243,13,3,2,10,0.10,False
BASE,GSI-4377,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.052503939960364766,9.9496082731271213e-05,False,,,,10,0,0,10,0.25,False
BASE,GSI-4377,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.10500787992072953,0.002281952184907881,False,,,,6,0,0,6,0.50,False
BASE,GSI-4377,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.042287621797104311,0,True,739354.171833339,2025-04-13,-63.828166661,13,1,0,12,0.10,False
BASE,GSI-4377,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.10571905449276077,0,True,739344.135562133,2025-04-03,-49.864437867,6,1,0,5,0.25,False
BASE,GSI-4377,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.21143810898552154,0.010380751428527749,True,739330.934662836,2025-03-20,-41.065337164,4,1,0,3,0.50,False
BASE,GSI-4377,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.042287621797104311,0.0014443000804938559,True,739575.422279162,2025-11-20,83.422279162,13,2,1,11,0.10,False
BASE,GSI-4377,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.10571905449276077,0.0014443000804938559,False,,,,6,0,0,6,0.25,False
BASE,GSI-4377,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.21143810898552154,0.0044470361060903948,False,,,,4,0,0,4,0.50,False
BASE,GSI-4393,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.031309936348942684,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-4393,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.078274840872356699,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-4393,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.1565496817447134,0.0037314119157778186,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-4393,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.031309936348942684,0.0080485905038206983,True,739130.570696683,2024-09-01,14.570696683,17,5,4,12,0.10,False
BASE,GSI-4393,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.078274840872356699,0.0086340843345539629,False,,,,10,0,0,10,0.25,False
BASE,GSI-4393,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.1565496817447134,0.01776144620150347,False,,,,6,0,0,6,0.50,False
BASE,GSI-4393,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.051984088048802529,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-4393,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12996022012200631,0.0044565242681705785,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-4393,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.25992044024401262,0.047195033507445548,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-4393,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.051984088048802529,0.020769059496996461,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-4393,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12996022012200631,0.019329222733001278,False,,,,6,0,0,6,0.25,False
BASE,GSI-4393,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.25992044024401262,0.020696646644704792,False,,,,7,0,0,7,0.50,False
BASE,GSI-4394,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.029385849939644184,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-4394,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.073464624849110455,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-4394,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.14692924969822091,0.0035021058298558322,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-4394,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.029385849939644184,0.0075539812708340821,True,739130.570696683,2024-09-01,14.570696683,17,5,4,12,0.10,False
BASE,GSI-4394,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.073464624849110455,0.0081034948073282591,False,,,,10,0,0,10,0.25,False
BASE,GSI-4394,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.14692924969822091,0.016669953811837425,False,,,,6,0,0,6,0.50,False
BASE,GSI-4394,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048789515048086256,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-4394,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12197378762021563,0.0041826579248624256,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-4394,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24394757524043126,0.044294761799894479,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-4394,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048789515048086256,0.019492740546145824,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-4394,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12197378762021563,0.018141385927829132,False,,,,6,0,0,6,0.25,False
BASE,GSI-4394,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24394757524043126,0.019424777673675259,False,,,,7,0,0,7,0.50,False
BASE,GSI-4395,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.02934227308546632,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-4395,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.073355682713665799,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-4395,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.1467113654273316,0.0034969124883198035,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-4395,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.02934227308546632,0.0075427793236051421,True,739130.570696683,2024-09-01,14.570696683,17,5,4,12,0.10,False
BASE,GSI-4395,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.073355682713665799,0.0080914779756805343,False,,,,10,0,0,10,0.25,False
BASE,GSI-4395,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.1467113654273316,0.016645233609838769,False,,,,6,0,0,6,0.50,False
BASE,GSI-4395,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048717164117722631,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-4395,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12179291029430657,0.0041764553792548635,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-4395,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24358582058861314,0.044229076227424682,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-4395,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048717164117722631,0.019463834378243554,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-4395,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12179291029430657,0.018114483710238521,False,,,,6,0,0,6,0.25,False
BASE,GSI-4395,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24358582058861314,0.019395972289251745,False,,,,7,0,0,7,0.50,False
BASE,GSI-4398,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.029662544392501478,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-4398,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.074156360981253694,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-4398,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-4398,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.029662544392501478,2.3934770429929348e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-4398,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.074156360981253694,0.0001414530756456114,False,,,,9,0,0,9,0.25,False
BASE,GSI-4398,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.14831272196250739,0.0032442398350823868,False,,,,6,0,0,6,0.50,False
BASE,GSI-4398,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048160848301998543,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-4398,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12040212075499636,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-4398,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24080424150999272,0.014758261599542508,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-4398,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048160848301998543,0.002053354091264632,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-4398,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12040212075499636,0.002053354091264632,False,,,,6,0,0,6,0.25,False
BASE,GSI-4398,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24080424150999272,0.0063223286530039741,False,,,,6,0,0,6,0.50,False
BASE,GSI-4399,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.027703082687507447,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-4399,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.069257706718768616,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-4399,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.13851541343753723,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-4399,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.027703082687507447,2.2353676594731387e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-4399,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.069257706718768616,0.00013210890472373774,False,,,,9,0,0,9,0.25,False
BASE,GSI-4399,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.13851541343753723,0.0030299303802175811,False,,,,6,0,0,6,0.50,False
BASE,GSI-4399,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.044979417313507596,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-4399,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11244854328376898,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-4399,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22489708656753796,0.013783353713896065,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-4399,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.044979417313507596,0.0019177127027381992,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-4399,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11244854328376898,0.0019177127027381992,False,,,,6,0,0,6,0.25,False
BASE,GSI-4399,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22489708656753796,0.0059046854219303958,False,,,,6,0,0,6,0.50,False
BASE,GSI-4400,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.027658927325925804,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-4400,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.069147318314814507,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-4400,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.13829463662962901,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-4400,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.027658927325925804,2.2318047539154673e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-4400,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.069147318314814507,0.00013189833911549727,False,,,,9,0,0,9,0.25,False
BASE,GSI-4400,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.13829463662962901,0.0030251010378294133,False,,,,6,0,0,6,0.50,False
BASE,GSI-4400,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.044907725565061667,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-4400,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11226931391265416,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-4400,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22453862782530831,0.013761384715936166,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-4400,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.044907725565061667,0.0019146561007436027,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-4400,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11226931391265416,0.0019146561007436027,False,,,,6,0,0,6,0.25,False
BASE,GSI-4400,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22453862782530831,0.0058952740678665854,False,,,,6,0,0,6,0.50,False
BASE,GSI-4402,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.01884954014597752,0,True,738950.949840491,2024-03-05,-113.050159509,9,1,0,8,0.10,False
BASE,GSI-4402,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.047123850364943799,0,True,738943.001655014,2024-02-27,-106.998344986,9,1,0,8,0.25,False
BASE,GSI-4402,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-4402,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.01884954014597752,0,True,739220.677663204,2024-11-30,104.677663204,9,1,0,8,0.10,False
BASE,GSI-4402,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.047123850364943799,0,False,,,,9,0,0,9,0.25,False
BASE,GSI-4402,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-4402,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.024494110911223773,0,True,739320.532031911,2025-03-10,-97.467968089,9,1,0,8,0.10,False
BASE,GSI-4402,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.061235277278059427,0,True,739313.083331508,2025-03-03,-80.916668492,5,1,0,4,0.25,False
BASE,GSI-4402,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.12247055455611885,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3,0.50,False
BASE,GSI-4402,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.024494110911223773,0,True,739574.258186470,2025-11-19,82.258186470,9,2,1,7,0.10,False
BASE,GSI-4402,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.061235277278059427,0,True,739614.071224494,2025-12-29,120.071224494,5,1,0,4,0.25,False
BASE,GSI-4402,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.12247055455611885,0,False,,,,4,0,0,4,0.50,False
BASE,GSI-4831,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.085583979671230673,0,True,739024.268126201,2024-05-18,-39.731873799,19,1,0,18,0.10,False
BASE,GSI-4831,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.21395994917807667,0,True,739017.543989133,2024-05-11,-32.456010867,11,1,0,10,0.25,False
BASE,GSI-4831,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.42791989835615335,0.046797197915334231,True,738941.693975607,2024-02-25,-85.306024393,7,2,1,5,0.50,False
BASE,GSI-4831,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.085583979671230673,0.090381361224838364,True,739114.622665333,2024-08-16,-1.377334667,19,2,1,17,0.10,False
BASE,GSI-4831,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.21395994917807667,0.095826933813865825,True,739130.127082250,2024-09-01,12.127082250,11,1,0,10,0.25,False
BASE,GSI-4831,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.42791989835615335,0.1647872666211232,False,,,,7,0,0,7,0.50,False
BASE,GSI-4831,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.099389095160181518,0,True,739387.530874258,2025-05-16,-30.469125742,22,1,0,21,0.10,False
BASE,GSI-4831,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.24847273790045379,0.056701008282526368,True,739381.378464320,2025-05-10,-12.621535680,12,1,0,11,0.25,False
BASE,GSI-4831,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.49694547580090759,0.44857705965052425,True,739354.352444732,2025-04-13,-17.647555268,8,2,1,6,0.50,False
BASE,GSI-4831,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.099389095160181518,0.21582555331332665,True,739477.698887714,2025-08-14,-14.301112286,22,4,3,18,0.10,False
BASE,GSI-4831,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.24847273790045379,0.20013356182846961,False,,,,12,0,0,12,0.25,False
BASE,GSI-4831,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.49694547580090759,0.16893109850686847,False,,,,8,0,0,8,0.50,False
BASE,GSI-4832,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.066418494193332386,0,True,739015.022697427,2024-05-09,-48.977302573,16,1,0,15,0.10,False
BASE,GSI-4832,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.16604623548333097,0,True,739005.525561252,2024-04-29,-44.474438748,9,1,0,8,0.25,False
BASE,GSI-4832,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.33209247096666195,0.009203763365474885,True,738948.707908066,2024-03-03,-78.292091934,6,2,1,4,0.50,False
BASE,GSI-4832,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.066418494193332386,0.017823089450962219,True,739130.142904125,2024-09-01,14.142904125,16,3,2,13,0.10,False
