scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count,source_level,source_level_span_is_confidence_interval
BASE,GSI-5722,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22489708656753796,0.0059046854219303958,False,,,,6,0,0,6,0.50,False
BASE,GSI-5723,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.027658927325925804,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-5723,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.069147318314814507,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-5723,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.13829463662962901,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-5723,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.027658927325925804,2.2318047539154673e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-5723,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.069147318314814507,0.00013189833911549727,False,,,,9,0,0,9,0.25,False
BASE,GSI-5723,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.13829463662962901,0.0030880720754430618,False,,,,6,0,0,6,0.50,False
BASE,GSI-5723,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.044907725565061667,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-5723,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11226931391265416,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-5723,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22453862782530831,0.013761384715936166,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-5723,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.044907725565061667,0.0019146561007436027,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-5723,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11226931391265416,0.0019146561007436027,False,,,,6,0,0,6,0.25,False
BASE,GSI-5723,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22453862782530831,0.0058952740678665854,False,,,,6,0,0,6,0.50,False
BASE,GSI-5725,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.01884954014597752,0,True,738950.949840491,2024-03-05,-113.050159509,9,1,0,8,0.10,False
BASE,GSI-5725,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.047123850364943799,0,True,738943.001655014,2024-02-27,-106.998344986,9,1,0,8,0.25,False
BASE,GSI-5725,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-5725,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.01884954014597752,0,True,739220.677663204,2024-11-30,104.677663204,9,1,0,8,0.10,False
BASE,GSI-5725,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.047123850364943799,0,False,,,,9,0,0,9,0.25,False
BASE,GSI-5725,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-5725,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.024494110911223773,0,True,739320.532031911,2025-03-10,-97.467968089,9,1,0,8,0.10,False
BASE,GSI-5725,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.061235277278059427,0,True,739313.083331508,2025-03-03,-80.916668492,5,1,0,4,0.25,False
BASE,GSI-5725,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.12247055455611885,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3,0.50,False
BASE,GSI-5725,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.024494110911223773,0,True,739574.258186470,2025-11-19,82.258186470,9,2,1,7,0.10,False
BASE,GSI-5725,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.061235277278059427,0,True,739614.071224494,2025-12-29,120.071224494,5,1,0,4,0.25,False
BASE,GSI-5725,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.12247055455611885,0,False,,,,4,0,0,4,0.50,False
