run,elapsed_ms,rss_kib,hwm_kib,smaps_rollup_rss_kib,smaps_rollup_private_kib
11,4423,59456,59456,59456,34668
11,4459,59936,59936,59936,35148
11,4496,60576,60576,60576,35788
11,4532,60896,60896,60896,36588
11,4569,61376,61856,61856,37068
11,4606,62176,62176,62176,37388
11,4642,62652,62652,62652,37864
11,4680,62972,62972,62972,38184
11,4716,63772,63772,63772,38984
11,4753,63772,63772,64092,39304
11,4790,64728,64728,64728,39940
11,4827,65048,65048,65048,40260
11,4863,65688,65688,65688,40900
11,4900,66324,66324,66324,41536
11,4936,66644,66644,66644,42016
11,4972,66804,67444,67444,42656
11,5009,67764,67764,67764,42976
11,5046,67828,67828,67828,43040
11,5082,67844,67844,67844,43056
11,5119,67844,67844,67844,43056
11,5154,71900,71900,71900,47112
11,5190,71952,71952,71952,47112
11,5225,71952,71952,71952,47112
11,5260,71952,71952,71952,47112
11,5295,71952,71952,71952,47112
11,5330,71952,71952,71952,47112
11,5365,71952,71952,71952,47112
11,5400,70928,75684,70928,43192
12,3,20652,20716,20980,1508
12,36,24600,25676,25676,1664
12,71,30780,30936,30996,6512
12,105,31780,31780,31780,7056
12,140,32328,32392,32532,8008
12,175,33028,33156,33156,8376
12,209,33296,33296,33296,8408
12,243,33296,33296,33296,8408
12,278,33532,33532,33532,8644
12,314,33876,33876,33876,8924
12,349,33876,33876,33876,8924
12,383,33876,33876,33876,8924
12,418,34084,34084,34084,9132
12,453,34084,34084,34084,9132
12,487,34084,34084,34084,9132
12,522,34084,34084,34084,9132
12,556,34084,34084,34084,9132
12,591,34184,34188,34188,9236
12,626,34188,34188,34188,9236
12,660,34192,34192,34192,9240
12,695,34236,34236,34236,9284
12,729,34304,34304,34304,9352
12,764,34308,34308,34308,9356
12,799,34404,34404,34404,9452
12,834,34456,34456,34456,9504
12,870,34468,34536,34536,9584
12,904,36960,36408,35276,10324
12,940,36476,36476,36476,11524
12,975,36532,36532,36552,11600
12,1010,36572,36572,36572,11620
12,1045,36572,36796,36796,11844
12,1080,37296,37296,37296,12344
12,1116,37296,37296,37296,12344
12,1151,37296,37296,37296,12344
12,1186,37300,37300,37300,12348
12,1222,37552,37552,37552,12600
12,1257,37552,37552,37552,12600
12,1293,37552,37552,37552,12600
12,1328,37828,37828,37828,12876
12,1364,37828,37828,37828,12876
12,1400,37836,37836,37836,12884
12,1436,37876,37876,37876,12924
12,1471,37876,37876,37876,12924
12,1506,37992,37992,37992,13040
12,1542,37992,37992,37992,13040
12,1577,38000,38000,38000,13048
12,1612,38000,38000,38000,13048
12,1649,38040,38040,38040,13088
12,1684,38040,38040,38040,13088
12,1719,38084,38084,38084,13132
12,1755,38128,38128,38128,13176
12,1791,38264,38264,38264,13312
12,1827,41092,41092,41092,16140
12,1862,42704,42704,42704,17852
12,1898,42804,42804,42804,17852
12,1934,42804,42804,42804,17852
12,1970,42804,42804,42804,17852
12,2006,42804,42804,42804,17852
12,2042,42804,42804,42804,17852
12,2078,42804,42804,42804,17852
12,2113,42804,42804,42804,17852
12,2149,42804,42804,42804,17852
12,2185,42804,42804,42804,17852
12,2221,42804,42804,42808,17856
12,2257,42808,42808,42808,17856
12,2292,42808,42808,42808,17856
12,2328,42808,42808,42808,17856
12,2363,42808,42808,42808,17856
12,2399,42808,42808,42808,17856
12,2435,42808,42808,42808,17856
12,2469,42808,42808,42808,17856
12,2504,42808,42808,42808,17856
12,2539,42808,42808,42808,17856
12,2575,42808,42808,42808,17856
12,2611,42808,42808,42808,17856
12,2647,42808,42808,42808,17856
12,2683,42808,42808,42808,17856
12,2718,42808,42808,42808,17856
12,2753,44784,44784,44784,19832
12,2788,47772,47772,47772,22820
12,2824,47792,47792,47792,22840
12,2859,47792,47792,47792,22840
12,2895,47792,47792,47792,22840
12,2931,47792,47792,47792,22840
12,2968,47792,47792,47792,22840
12,3004,47792,47792,47792,22840
12,3039,47792,47792,47792,22840
12,3076,47792,47792,47792,22840
12,3113,47792,47792,47792,22840
12,3149,47792,47792,47792,22840
12,3185,47792,47792,47792,22840
12,3222,47792,47792,47792,22840
12,3258,47792,47792,47792,22840
12,3293,47792,47792,47792,22840
12,3329,47792,47792,47792,22840
12,3365,47792,47792,47792,22840
12,3401,47792,47792,47792,22840
12,3437,47792,47792,47792,22840
12,3473,47792,47792,47792,22840
12,3509,47792,47792,47792,22840
12,3545,47792,47792,47792,22840
12,3581,47792,47792,47792,22840
12,3618,47792,47792,47792,22840
12,3653,47792,47792,47792,22840
12,3688,47804,47804,47804,23528
12,3724,48480,49456,52288,27336
12,3761,52288,52288,52288,27336
12,3797,49600,51696,49600,24648
12,3833,50288,51696,50288,25336
12,3869,50660,51696,50660,25708
12,3904,51204,51696,51204,26252
12,3941,51556,51696,52080,27128
12,3976,52604,52604,52604,27652
12,4012,53124,53124,53124,28172
12,4048,53476,53476,53476,28524
12,4084,54000,54000,54000,29048
12,4121,54160,54160,54160,29716
12,4157,54668,54988,54988,30036
12,4193,55656,55656,55656,30704
12,4230,55816,55816,55816,30864
12,4265,56456,56456,56456,31504
12,4301,56776,56776,56776,31824
12,4336,57412,57412,57412,32460
12,4373,57572,57572,58372,33420
12,4409,58852,58852,58852,33900
12,4446,59012,59012,59012,34060
12,4484,59332,59332,59332,34380
12,4520,59968,59968,59968,35016
12,4557,60448,60448,60448,36136
12,4592,61408,61408,61408,36456
12,4628,61728,61728,61728,36776
12,4664,62208,62208,62208,37256
12,4700,62848,62848,62848,37896
12,4737,63004,63004,63004,38052
12,4773,63484,63484,63484,39012
12,4809,64456,64764,64764,39812
12,4847,64764,64764,64764,39812
12,4883,65032,65032,65032,40080
12,4919,65512,65512,65512,40560
12,4955,65992,65992,65992,41040
12,4992,66312,66312,66632,41680
12,5028,67268,67268,67268,42316
12,5065,67908,67908,67908,42956
12,5102,68228,68228,68292,43340
12,5139,68356,68356,68356,43340
12,5176,68372,68372,68372,43356
12,5213,68372,68372,68372,43356
12,5249,72704,72704,72704,47688
12,5285,72704,72704,72704,47688
12,5320,72704,72704,72704,47688
12,5356,72704,72704,72704,47688
12,5392,72704,72704,72704,47688
12,5426,72704,72704,72704,47688
12,5462,72704,72704,72704,47688
12,5498,62136,76328,62136,35004
